PG.Genes,PG.ProteinDescriptions,PG.UniProtIds,PG.ProteinNames,PG.CellularComponent,PG.BiologicalProcess,PG.MolecularFunction,PG.Qvalue,[1] 22_0430_001_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsIdentified,[2] 22_0430_002_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsIdentified,[3] 22_0430_003_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsIdentified,[4] 22_0430_004_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsIdentified,[5] 22_0430_005_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsIdentified,[6] 22_0430_006_SSL2_ND_Inj_29_01.wiff.PG.NrOfPrecursorsIdentified,[7] 22_0430_007_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsIdentified,[8] 22_0430_008_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsIdentified,[1] 22_0430_001_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[2] 22_0430_002_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[3] 22_0430_003_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[4] 22_0430_004_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[5] 22_0430_005_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[6] 22_0430_006_SSL2_ND_Inj_29_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[7] 22_0430_007_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[8] 22_0430_008_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[1] 22_0430_001_SSL2_ND_Non_23_01.wiff.PG.Quantity,[2] 22_0430_002_SSL2_ND_Inj_27_01.wiff.PG.Quantity,[3] 22_0430_003_SSL2_ND_Non_24_01.wiff.PG.Quantity,[4] 22_0430_004_SSL2_ND_Inj_28_01.wiff.PG.Quantity,[5] 22_0430_005_SSL2_ND_Non_25_01.wiff.PG.Quantity,[6] 22_0430_006_SSL2_ND_Inj_29_01.wiff.PG.Quantity,[7] 22_0430_007_SSL2_ND_Non_26_01.wiff.PG.Quantity,[8] 22_0430_008_SSL2_ND_Inj_30_01.wiff.PG.Quantity
Aco2,"Aconitate hydratase, mitochondrial",Q99KI0,ACON_MOUSE,"mitochondrion,myelin sheath","liver development,tricarboxylic acid cycle,citrate metabolic process,isocitrate metabolic process,response to isolation stress","aconitate hydratase activity,iron ion binding,3 iron, 4 sulfur cluster binding,4 iron, 4 sulfur cluster binding",5.19E-38,75,63,69,58,71,67,75,8,75,63,69,58,71,67,75,8,1105.977417,544.6841431,1128.116333,258.9569397,1071.623047,525.2598877,1066.880493,1063.485107
Dctn2,Dynactin subunit 2,Q99KJ8,DCTN2_MOUSE,"kinetochore,cytoplasm,centrosome,cytosol,dynactin complex,microtubule,membrane,dynein complex,growth cone,vesicle,extracellular exosome","mitotic cell cycle,mitotic spindle organization,cell proliferation,melanosome transport,protein localization to centrosome","motor activity,protein binding,spectrin binding,identical protein binding",5.26E-17,18,21,19,15,19,21,18,Filtered,18,21,19,15,19,21,18,Filtered,57.88704681,63.40475082,57.62049103,66.24655914,54.90708542,77.41016388,58.16854095,Filtered
Dpp3,Dipeptidyl peptidase 3,Q99KK7,DPP3_MOUSE,"cytoplasm,cytosol,plasma membrane,nuclear speck,extracellular exosome",proteolysis,"metallopeptidase activity,dipeptidyl-peptidase activity,zinc ion binding",5.49E-31,17,17,15,18,13,20,15,Filtered,17,17,15,18,13,20,15,Filtered,28.9408226,61.13815308,26.55704498,51.02532959,27.11733246,48.5730629,28.85477448,Filtered
Ciao1,Probable cytosolic iron-sulfur protein assembly protein CIAO1,Q99KN2,CIAO1_MOUSE,"MMXD complex,CIA complex","regulation of transcription from RNA polymerase II promoter,chromosome segregation,iron-sulfur cluster assembly","transcription factor activity, sequence-specific DNA binding",1.09E-06,1,Filtered,2,1,2,3,Filtered,Filtered,1,Filtered,2,1,2,3,Filtered,Filtered,2.117874622,Filtered,1.514824271,2.752640247,7.150502682,3.811759949,Filtered,Filtered
Cryl1,Lambda-crystallin homolog,Q99KP3,CRYL1_MOUSE,"cytosol,extracellular exosome","fatty acid metabolic process,oxidation-reduction process","3-hydroxyacyl-CoA dehydrogenase activity,protein homodimerization activity,L-gulonate 3-dehydrogenase activity,NAD+ binding",3.92E-26,25,22,23,14,23,25,23,Filtered,25,22,23,14,23,25,23,Filtered,689.6679077,428.8201599,742.0888062,137.7680206,754.1609497,497.387146,725.4501953,Filtered
Prpf19,Pre-mRNA-processing factor 19,Q99KP6,PRP19_MOUSE,"Prp19 complex,nucleus,spliceosomal complex,cytoplasm,lipid particle,spindle,membrane,nuclear speck,site of double-strand break,catalytic step 2 spliceosome,DNA replication factor A complex","protein polyubiquitination,spliceosomal tri-snRNP complex assembly,spliceosomal complex assembly,generation of catalytic spliceosome for first transesterification step,mRNA splicing, via spliceosome,inner cell mass cell proliferation,double-strand break repair via nonhomologous end joining,lipid biosynthetic process,proteasomal protein catabolic process,cellular protein localization,negative regulation of neuron differentiation,positive regulation of neuron differentiation,positive regulation of mRNA splicing, via spliceosome,positive regulation of astrocyte differentiation,protein K63-linked ubiquitination,signal transduction involved in DNA damage checkpoint","ubiquitin-protein transferase activity,protein binding,ubiquitin-ubiquitin ligase activity,identical protein binding,ubiquitin protein ligase activity",6.86E-17,13,18,16,19,13,17,13,Filtered,13,18,16,19,13,17,13,Filtered,56.05772781,106.2943573,53.44625092,132.2881927,58.75506592,139.0174561,59.9009552,Filtered
Nampt,Nicotinamide phosphoribosyltransferase,Q99KQ4,NAMPT_MOUSE,"cytoplasm,cytosol,nuclear speck,cell junction,extracellular exosome","female pregnancy,circadian rhythm,NAD biosynthetic process,regulation of receptor activity,response to organic cyclic compound,circadian regulation of gene expression,positive regulation of transcription from RNA polymerase II promoter,positive regulation of smooth muscle cell proliferation,positive regulation of nitric-oxide synthase biosynthetic process","nicotinate-nucleotide diphosphorylase (carboxylating) activity,cytokine activity,drug binding,identical protein binding,protein homodimerization activity,nicotinamide phosphoribosyltransferase activity",4.85E-17,20,21,17,18,20,19,18,Filtered,20,21,17,18,20,19,18,Filtered,131.8053589,134.9756317,102.1906891,66.26634979,118.0291672,111.7841187,119.7069626,Filtered
Lactb2,Endoribonuclease LACTB2,Q99KR3,LACB2_MOUSE,"mitochondrion,mitochondrial matrix","RNA phosphodiester bond hydrolysis, endonucleolytic","single-stranded RNA binding,endoribonuclease activity,zinc ion binding",6.66E-37,21,19,20,14,21,19,20,1,21,19,20,14,21,19,20,1,845.5166016,457.6034546,865.7020874,140.6700897,902.4994507,442.3890686,806.5493164,1082.964355
Ppif,"Peptidyl-prolyl cis-trans isomerase F, mitochondrial",Q99KR7,PPIF_MOUSE,"mitochondrion,mitochondrial permeability transition pore complex,mitochondrial matrix,mitochondrial proton-transporting ATP synthase complex","protein peptidyl-prolyl isomerization,response to ischemia,protein folding,response to oxidative stress,apoptotic mitochondrial changes,regulation of proton-transporting ATPase activity, rotational mechanism,regulation of necrotic cell death,negative regulation of ATPase activity,negative regulation of apoptotic process,regulation of mitochondrial membrane permeability,necroptotic process,cellular response to hydrogen peroxide,cellular response to arsenic-containing substance,cellular response to calcium ion,positive regulation of release of cytochrome c from mitochondria,negative regulation of release of cytochrome c from mitochondria,negative regulation of oxidative phosphorylation,regulation of mitochondrial membrane permeability involved in programmed necrotic cell death,negative regulation of oxidative phosphorylation uncoupler activity,negative regulation of intrinsic apoptotic signaling pathway","peptidyl-prolyl cis-trans isomerase activity,protein binding,cyclosporin A binding",2.75E-10,7,6,7,3,6,7,7,Filtered,7,6,7,3,6,7,7,Filtered,73.38921356,71.13282776,69.39393616,23.37776756,80.9404068,45.10673523,62.16810608,Filtered
Fuca2,Plasma alpha-L-fucosidase,Q99KR8,FUCO2_MOUSE,"extracellular space,extracellular exosome","fucose metabolic process,response to bacterium,glycoside catabolic process,regulation of entry of bacterium into host cell",alpha-L-fucosidase activity,8.83E-06,1,1,1,1,1,1,2,Filtered,1,1,1,1,1,1,2,Filtered,15.65376091,22.3872509,21.13757324,20.28526688,15.51938438,20.67973137,39.28762817,Filtered
Dnajb11,DnaJ homolog subfamily B member 11,Q99KV1,DJB11_MOUSE,"nucleus,cytoplasm,endoplasmic reticulum,endoplasmic reticulum lumen,membrane,endoplasmic reticulum chaperone complex","protein folding,mRNA modification,positive regulation of ATPase activity","protein binding,unfolded protein binding",1.07E-13,6,7,6,9,7,7,6,Filtered,6,7,6,9,7,7,6,Filtered,29.79148102,57.29314423,41.67526245,65.08699036,29.51494217,30.63119698,25.55735588,Filtered
Dhrs1,Dehydrogenase/reductase SDR family member 1,Q99L04,DHRS1_MOUSE,"mitochondrion,mitochondrial inner membrane,endoplasmic reticulum","biological_process,oxidation-reduction process","molecular_function,oxidoreductase activity",2.90E-35,17,15,19,18,19,16,17,Filtered,17,15,19,18,19,16,17,Filtered,267.0216064,350.3418274,240.6517487,143.79953,219.6092224,202.6651001,230.7302551,Filtered
Hibadh,"3-hydroxyisobutyrate dehydrogenase, mitochondrial",Q99L13,3HIDH_MOUSE,mitochondrion,"valine catabolic process,oxidation-reduction process","phosphogluconate dehydrogenase (decarboxylating) activity,3-hydroxyisobutyrate dehydrogenase activity,NAD binding",1.32E-16,20,19,20,13,19,20,24,1,20,19,20,13,19,20,24,1,384.6326294,149.7734375,411.9999695,88.70901489,417.2520752,168.3509064,349.7113037,1434.674805
Gstt3,Glutathione S-transferase theta-3,Q99L20,GSTT3_MOUSE,cytoplasm,glutathione metabolic process,glutathione transferase activity,7.12E-11,8,7,7,5,8,7,6,Filtered,8,7,7,5,8,7,6,Filtered,43.22200775,34.67715454,33.12351227,12.53375816,39.97536469,21.04750061,37.03103256,Filtered
Gmpr2,GMP reductase 2,Q99L27,GMPR2_MOUSE,GMP reductase complex,"purine nucleobase metabolic process,monocyte differentiation,GMP metabolic process,GMP catabolic process,oxidation-reduction process","GMP reductase activity,metal ion binding",0.000122583,1,4,3,3,1,3,2,Filtered,1,4,3,3,1,3,2,Filtered,6.757935047,4.521893978,6.739145756,18.27430725,11.58975029,9.848352432,3.408759594,Filtered
Eif2s2,Eukaryotic translation initiation factor 2 subunit 2,Q99L45,IF2B_MOUSE,"cytoplasm,eukaryotic translation initiation factor 2 complex","in utero embryonic development,male germ cell proliferation,translational initiation,male gonad development","RNA binding,translation initiation factor activity,protein binding,metal ion binding",9.12E-17,14,13,12,14,13,13,11,Filtered,14,13,12,14,13,13,11,Filtered,36.20800018,68.14006042,34.93667984,52.41877365,30.91050529,48.59478378,28.31905556,Filtered
Atp6v1c2,V-type proton ATPase subunit C 2;Isoform 2 of V-type proton ATPase subunit C 2;Isoform 3 of V-type proton ATPase subunit C 2,Q99L60;Q99L60-2;Q99L60-3,VATC2_MOUSE,"vacuolar proton-transporting V-type ATPase, V1 domain,lysosomal membrane,extracellular exosome;;","ATP hydrolysis coupled proton transport,positive regulation of Wnt signaling pathway;;","hydrogen-exporting ATPase activity, phosphorylative mechanism,proton-transporting ATPase activity, rotational mechanism,protein dimerization activity;;",3.54E-43,8,6,5,2,11,5,11,Filtered,8,6,5,2,11,5,11,Filtered,24.11240768,5.328811646,23.71386909,6.08203125,24.16044807,9.401618004,23.18984604,Filtered
Dhrs4,Dehydrogenase/reductase SDR family member 4,Q99LB2,DHRS4_MOUSE,"nucleus,mitochondrion,peroxisome,peroxisomal membrane,extracellular exosome","alcohol metabolic process,steroid metabolic process,cellular ketone metabolic process,retinal metabolic process,protein tetramerization,oxidation-reduction process","3-keto sterol reductase activity,retinal dehydrogenase activity,carbonyl reductase (NADPH) activity,receptor binding,oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor,alcohol dehydrogenase [NAD(P)+] activity",1.03E-11,17,17,18,17,18,17,18,Filtered,17,17,18,17,18,17,18,Filtered,771.6152954,505.9718018,890.1063843,378.2523499,860.7402344,418.6983337,721.1730957,Filtered
Capg,"Capping protein (Actin filament), gelsolin-like",Q99LB4,Q99LB4_MOUSE,,,,1.95E-28,14,17,11,18,11,17,12,Filtered,14,17,11,18,11,17,12,Filtered,17.18644142,63.44624329,13.31954384,113.1166611,11.39432144,73.39750671,32.06505203,Filtered
Mat2b,Methionine adenosyltransferase 2 subunit beta,Q99LB6,MAT2B_MOUSE,"nucleus,mitochondrion,methionine adenosyltransferase complex,extracellular exosome","S-adenosylmethionine biosynthetic process,one-carbon metabolic process,regulation of catalytic activity","enzyme binding,methionine adenosyltransferase regulator activity",4.48E-15,5,7,3,4,4,8,5,Filtered,5,7,3,4,4,8,5,Filtered,26.48864174,12.65067291,21.41313744,21.29496574,25.18189812,34.27363968,27.62819099,Filtered
Sardh,"Sarcosine dehydrogenase, mitochondrial",Q99LB7,SARDH_MOUSE,"mitochondrion,mitochondrial matrix","oxidation-reduction process,sarcosine catabolic process",sarcosine dehydrogenase activity,5.82E-31,50,39,46,32,48,42,47,Filtered,50,39,46,32,48,42,47,Filtered,407.444519,213.8882141,424.9257507,81.746521,428.6557617,178.8439026,377.7950745,Filtered
Cstf1,Cleavage stimulation factor subunit 1,Q99LC2,CSTF1_MOUSE,nucleoplasm,mRNA processing,RNA binding,3.24E-05,1,3,1,1,1,3,1,Filtered,1,3,1,1,1,3,0,Filtered,20.42393112,9.207082748,8.508213997,23.82550812,3.036875486,8.424512863,NaN,Filtered
Ndufa10,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial",Q99LC3,NDUAA_MOUSE,"mitochondrion,mitochondrial respiratory chain complex I,mitochondrial matrix,myelin sheath","mitochondrial electron transport, NADH to ubiquinone,mitochondrial respiratory chain complex I assembly",NADH dehydrogenase (ubiquinone) activity,6.06E-32,23,17,19,17,21,21,20,Filtered,23,17,19,17,21,21,20,Filtered,422.5960083,270.9272461,457.1600952,242.4946289,453.8554688,217.1180267,417.0725098,Filtered
Etfa,"Electron transfer flavoprotein subunit alpha, mitochondrial",Q99LC5,ETFA_MOUSE,"mitochondrion,mitochondrial electron transfer flavoprotein complex,extracellular exosome",fatty acid beta-oxidation using acyl-CoA dehydrogenase,"protein binding,electron carrier activity,oxidoreductase activity,flavin adenine dinucleotide binding",1.82E-24,31,26,28,25,27,31,30,4,31,26,28,25,27,31,30,4,1274.972412,756.7063599,1408.035522,535.6272583,1366.074829,680.5316162,1244.817017,1968.825195
Ddah2,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 2",Q99LD8,DDAH2_MOUSE,"mitochondrion,microtubule organizing center,cytosol,extracellular exosome","citrulline metabolic process,arginine catabolic process,positive regulation of nitric oxide biosynthetic process","dimethylargininase activity,amino acid binding",3.31E-08,6,10,9,10,6,10,8,Filtered,6,10,9,10,6,10,8,Filtered,182.9272461,264.7185669,207.5596161,310.5604553,195.5345001,376.5366516,203.4784698,Filtered
Abcf2,ATP-binding cassette sub-family F member 2,Q99LE6,ABCF2_MOUSE,"mitochondrion,membrane",biological_process,"ATP binding,ATPase activity",4.41E-05,4,6,5,5,4,4,2,Filtered,4,6,5,5,4,4,2,Filtered,11.06643391,7.475135803,12.64657593,14.11503887,11.52191544,8.633999825,4.15762949,Filtered
Rtcb,tRNA-splicing ligase RtcB homolog,Q99LF4,RTCB_MOUSE,"nucleus,nuclear envelope,nucleoplasm,cytoplasm,endoplasmic reticulum membrane,cytosol,intracellular membrane-bounded organelle,tRNA-splicing ligase complex","in utero embryonic development,placenta development,tRNA splicing, via endonucleolytic cleavage and ligation","RNA binding,RNA ligase (ATP) activity,ATP binding,vinculin binding,metal ion binding",3.30E-11,16,17,15,15,16,19,15,Filtered,16,17,15,15,16,19,15,Filtered,57.89543915,107.2532272,61.26918793,70.77752686,61.91955566,72.90517426,57.78116608,Filtered
Fuca1,Tissue alpha-L-fucosidase,Q99LJ1,FUCO_MOUSE,"lysosome,extracellular exosome","fucose metabolic process,glycoside catabolic process",alpha-L-fucosidase activity,1.49E-17,4,4,5,4,5,4,4,Filtered,4,4,5,4,5,4,4,Filtered,47.18790436,35.18192673,36.03585052,38.59187317,34.31375504,47.07796097,36.53800964,Filtered
Grpel1,"GrpE protein homolog 1, mitochondrial",Q99LP6,GRPE1_MOUSE,"presequence translocase-associated import motor,nucleus,mitochondrion,mitochondrial matrix","protein folding,protein import into mitochondrial matrix,regulation of catalytic activity","adenyl-nucleotide exchange factor activity,protein homodimerization activity,unfolded protein binding,chaperone binding",1.44E-15,15,13,14,13,13,14,14,Filtered,15,13,14,13,13,14,14,Filtered,141.4708557,104.5474167,153.4506683,78.73869324,120.0728226,91.21631622,131.0098724,Filtered
Abhd12,Monoacylglycerol lipase ABHD12,Q99LR1,ABD12_MOUSE,"mitochondrion,integral component of membrane,AMPA glutamate receptor complex","phosphatidylserine catabolic process,adult walking behavior,response to auditory stimulus,acylglycerol catabolic process,glycerophospholipid catabolic process,monoacylglycerol catabolic process","lysophospholipase activity,acylglycerol lipase activity",0.000351843,3,3,1,2,Filtered,3,2,Filtered,3,3,1,2,Filtered,3,2,Filtered,3.703437567,4.013679028,1.66440928,8.540823936,Filtered,2.79360652,3.457490206,Filtered
Psph,Phosphoserine phosphatase,Q99LS3,SERB_MOUSE,neuron projection,"L-serine metabolic process,L-serine biosynthetic process,response to mechanical stimulus,dephosphorylation,response to nutrient levels,response to testosterone","magnesium ion binding,phosphoserine phosphatase activity,calcium ion binding,protein homodimerization activity",0.001909688,1,1,2,1,1,1,1,Filtered,1,1,2,1,1,1,1,Filtered,1.378682852,2.126539946,3.700698137,3.260160685,3.22888732,2.081106186,2.723454237,Filtered
Dpy30,Protein dpy-30 homolog,Q99LT0,DPY30_MOUSE,"chromosome, telomeric region,nucleus,nucleoplasm,Golgi apparatus,trans-Golgi network,histone methyltransferase complex,MLL3/4 complex,Set1C/COMPASS complex","chromatin silencing at telomere,transcription, DNA-templated,endosomal transport,histone H3-K4 methylation","identical protein binding,protein homodimerization activity,histone methyltransferase activity (H3-K4 specific)",2.54E-08,2,1,1,1,2,2,2,Filtered,2,1,1,1,2,2,2,Filtered,16.37867546,114.8495178,24.02765465,28.32204819,13.15693474,55.16363144,17.73279953,Filtered
Chmp1b1,Charged multivesicular body protein 1b-1,Q99LU0,CH1B1_MOUSE,"ESCRT III complex,nucleus,cytosol,endosome membrane,membrane coat,midbody,late endosome membrane,extracellular exosome","cell separation after cytokinesis,nucleus organization,vacuolar transport,mitotic metaphase plate congression,regulation of centrosome duplication,protein transport,viral budding via host ESCRT complex,establishment of protein localization,cell division,regulation of mitotic spindle assembly","protein domain specific binding,identical protein binding",3.22E-05,2,1,2,3,2,2,1,Filtered,2,1,2,3,2,2,1,Filtered,10.5954113,18.32093048,9.141710281,20.79773521,7.152487755,17.40473366,13.89839268,Filtered
Park7,Protein deglycase DJ-1,Q99LX0,PARK7_MOUSE,"chromatin,nucleus,cytoplasm,mitochondrion,mitochondrial intermembrane space,mitochondrial matrix,endoplasmic reticulum,cytosol,plasma membrane,cell-cell adherens junction,PML body,neuron projection,cell body,membrane raft,perinuclear region of cytoplasm,extracellular exosome,presynapse,mitochondrial respiratory chain complex I","negative regulation of protein phosphorylation,synaptic transmission, dopaminergic,positive regulation of acute inflammatory response to antigenic stimulus,DNA repair,negative regulation of protein kinase activity,proteolysis,protein deglycosylation,autophagy,inflammatory response,mitochondrion organization,single fertilization,cell proliferation,adult locomotory behavior,detoxification of copper ion,positive regulation of gene expression,negative regulation of gene expression,enzyme active site formation via L-cysteine sulfinic acid,lactate biosynthetic process,insulin secretion,negative regulation of protein ubiquitination,negative regulation of protein binding,negative regulation of proteasomal ubiquitin-dependent protein catabolic process,positive regulation of interleukin-8 production,positive regulation of peptidyl-serine phosphorylation,negative regulation of protein sumoylation,positive regulation of NAD(P)H oxidase activity,cellular response to oxidative stress,cellular response to reactive oxygen species,cellular response to glyoxal,peptidyl-cysteine deglycation,peptidyl-arginine deglycation,peptidyl-lysine deglycation,protein deglycation, glyoxal removal,glutathione deglycation,negative regulation of protein catabolic process,response to hydrogen peroxide,glucose homeostasis,hydrogen peroxide metabolic process,negative regulation of apoptotic process,regulation of neuron apoptotic process,negative regulation of neuron apoptotic process,positive regulation of transcription from RNA polymerase II promoter,glycolate biosynthetic process,negative regulation of protein export from nucleus,regulation of inflammatory response,detoxification of mercury ion,protein stabilization,positive regulation of sequence-specific DNA binding transcription factor activity,negative regulation of ubiquitin-protein transferase activity,dopamine uptake involved in synaptic transmission,regulation of mitochondrial membrane potential,membrane depolarization,membrane hyperpolarization,negative regulation of cell death,regulation of androgen receptor signaling pathway,cellular response to hydrogen peroxide,positive regulation of protein homodimerization activity,cellular oxidant detoxification,Requires Ontology,positive regulation of protein localization to nucleus,negative regulation of neuron death,positive regulation of superoxide dismutase activity,negative regulation of protein acetylation,positive regulation of oxidative stress-induced intrinsic apoptotic signaling pathway,negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway,positive regulation of mitochondrial electron transport, NADH to ubiquinone,negative regulation of protein K48-linked deubiquitination,negative regulation of TRAIL-activated apoptotic signaling pathway,positive regulation of pyrroline-5-carboxylate reductase activity,positive regulation of tyrosine 3-monooxygenase activity,positive regulation of dopamine biosynthetic process,glyoxal metabolic process,positive regulation of L-dopa biosynthetic process,positive regulation of L-dopa decarboxylase activity,negative regulation of oxidative stress-induced cell death,negative regulation of oxidative stress-induced neuron death,negative regulation of hydrogen peroxide-induced cell death,negative regulation of hydrogen peroxide-induced neuron death,negative regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway,negative regulation of hydrogen peroxide-induced neuron intrinsic apoptotic signaling pathway,negative regulation of reactive oxygen species biosynthetic process,positive regulation of reactive oxygen species biosynthetic process,negative regulation of nitrosative stress-induced intrinsic apoptotic signaling pathway,negative regulation of ubiquitin-specific protease activity,positive regulation of oxidative phosphorylation uncoupler activity,positive regulation of transcription regulatory region DNA binding,positive regulation of androgen receptor activity,negative regulation of extrinsic apoptotic signaling pathway,negative regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway,methylglyoxal metabolic process,protein deglycation, methylglyoxal removal","transcription coactivator activity,RNA binding,mRNA binding,receptor binding,copper ion binding,protein binding,transcription factor binding,peptidase activity,superoxide dismutase copper chaperone activity,oxidoreductase activity, acting on peroxide as acceptor,enzyme binding,kinase binding,cytokine binding,tyrosine 3-monooxygenase activator activity,L-dopa decarboxylase activator activity,protein deglycase activity,identical protein binding,protein homodimerization activity,small protein activating enzyme binding,ubiquitin-like protein conjugating enzyme binding,cadherin binding,mercury ion binding,androgen receptor binding,peroxiredoxin activity,repressing transcription factor binding,scaffold protein binding,cupric ion binding,cuprous ion binding,ubiquitin-specific protease binding",6.03E-25,17,16,15,14,15,16,16,Filtered,17,16,15,14,15,16,16,Filtered,442.9848022,428.3335571,479.9876099,179.978363,507.0369263,428.81427,382.4345093,Filtered
Ndufs5,NADH dehydrogenase [ubiquinone] iron-sulfur protein 5,Q99LY9,NDUS5_MOUSE,"mitochondrion,mitochondrial respiratory chain complex I,mitochondrial intermembrane space","mitochondrial respiratory chain complex I assembly,oxidation-reduction process",molecular_function,1.68E-30,11,10,10,9,12,11,12,Filtered,11,10,10,9,12,11,12,Filtered,207.7498169,109.9374466,227.9152985,82.81181335,227.3040161,111.1717224,175.243103,Filtered
Hspa14,Heat shock 70 kDa protein 14;Isoform 2 of Heat shock 70 kDa protein 14,Q99M31;Q99M31-2,HSP7E_MOUSE,"cytosol,membrane,ribosome;",biological_process;,ATP binding;,0.00269188,Filtered,3,Filtered,4,2,4,2,Filtered,Filtered,3,Filtered,4,2,4,2,Filtered,Filtered,3.642390966,Filtered,4.081223965,2.745384693,3.192268372,3.357081652,Filtered
Epdr1,Mammalian ependymin-related protein 1,Q99M71,EPDR1_MOUSE,"extracellular space,lysosome,extracellular exosome","cell-matrix adhesion,biological_process","molecular_function,calcium ion binding",3.13E-18,1,3,Filtered,3,1,2,1,Filtered,1,3,Filtered,3,1,2,1,Filtered,1.507612944,4.278002262,Filtered,11.80998802,6.089657784,9.548736572,5.678249359,Filtered
Dnaja3,"DnaJ homolog subfamily A member 3, mitochondrial;Isoform 2 of DnaJ homolog subfamily A member 3, mitochondrial",Q99M87;Q99M87-2,DNJA3_MOUSE,"nucleus,cytoplasm,mitochondrion,mitochondrial matrix,cytosol,extrinsic component of plasma membrane,cell junction,neuromuscular junction,mitochondrial nucleoid,intracellular membrane-bounded organelle,postsynaptic membrane,actin filament,IkappaB kinase complex,I-kappaB/NF-kappaB complex;","negative regulation of transcription from RNA polymerase II promoter,mitochondrial DNA replication,protein folding,negative regulation of protein kinase activity,apoptotic process,activation of cysteine-type endopeptidase activity involved in apoptotic process,activation-induced cell death of T cells,mitochondrion organization,small GTPase mediated signal transduction,neuromuscular junction development,cell aging,negative regulation of cell proliferation,response to heat,positive regulation of protein ubiquitination,negative regulation of NF-kappaB transcription factor activity,T cell differentiation in thymus,response to interferon-gamma,positive regulation of T cell proliferation,positive regulation of apoptotic process,negative regulation of apoptotic process,negative regulation of programmed cell death,negative regulation of I-kappaB kinase/NF-kappaB signaling,negative regulation of cysteine-type endopeptidase activity involved in apoptotic process,protein stabilization,negative regulation of interferon-gamma-mediated signaling pathway;","interferon-gamma receptor binding,protein binding,ATP binding,transcription factor binding,protein kinase binding,Hsp70 protein binding,GTPase regulator activity,metal ion binding,NF-kappaB binding,unfolded protein binding;",1.14E-28,10,10,11,9,10,11,11,Filtered,10,10,11,9,10,11,11,Filtered,90.379776,57.60665512,106.2855225,93.80059052,98.04924774,60.66386795,88.5532074,Filtered
Gtpbp4,Nucleolar GTP-binding protein 1,Q99ME9,NOG1_MOUSE,"nucleus,nucleolus,cytoplasm,Golgi apparatus,cytosol,membrane,nuclear membrane,perinuclear region of cytoplasm","regulation of cyclin-dependent protein serine/threonine kinase activity,maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA),osteoblast differentiation,negative regulation of DNA replication,negative regulation of cell proliferation,negative regulation of cell-cell adhesion,negative regulation of cell migration,negative regulation of protein ubiquitination,negative regulation of collagen binding,protein stabilization","RNA binding,GTPase activity,GTP binding",0.000663193,Filtered,2,Filtered,2,Filtered,Filtered,Filtered,Filtered,Filtered,2,Filtered,2,Filtered,Filtered,Filtered,Filtered,Filtered,1.315410376,Filtered,3.486832142,Filtered,Filtered,Filtered,Filtered
Kars,Lysine--tRNA ligase,Q99MN1,SYK_MOUSE,"extracellular space,nucleus,mitochondrion,cytosol,plasma membrane,aminoacyl-tRNA synthetase multienzyme complex","activation of MAPK activity,basophil activation involved in immune response,positive regulation of cytokine secretion involved in immune response,lysyl-tRNA aminoacylation,negative regulation of cell proliferation,positive regulation of macrophage chemotaxis,diadenosine tetraphosphate biosynthetic process,tumor necrosis factor-mediated signaling pathway,positive regulation of macrophage activation,positive regulation of transcription, DNA-templated,ERK1 and ERK2 cascade,positive regulation of ERK1 and ERK2 cascade,positive regulation of cytokine production involved in inflammatory response,positive regulation of p38MAPK cascade,positive regulation of metallopeptidase activity","nucleic acid binding,ATP adenylyltransferase activity,lysine-tRNA ligase activity,ATP binding,protein homodimerization activity,scaffold protein binding",4.07E-08,13,19,13,18,13,21,14,Filtered,13,19,13,18,13,21,14,Filtered,41.41199875,51.75516891,40.75160217,53.01159286,40.64841843,57.78187943,32.40690994,Filtered
