PG.Genes,PG.ProteinDescriptions,PG.UniProtIds,PG.ProteinNames,PG.CellularComponent,PG.BiologicalProcess,PG.MolecularFunction,PG.Qvalue,[1] 22_0430_001_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsIdentified,[2] 22_0430_002_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsIdentified,[3] 22_0430_003_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsIdentified,[4] 22_0430_004_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsIdentified,[5] 22_0430_005_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsIdentified,[6] 22_0430_006_SSL2_ND_Inj_29_01.wiff.PG.NrOfPrecursorsIdentified,[7] 22_0430_007_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsIdentified,[8] 22_0430_008_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsIdentified,[1] 22_0430_001_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[2] 22_0430_002_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[3] 22_0430_003_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[4] 22_0430_004_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[5] 22_0430_005_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[6] 22_0430_006_SSL2_ND_Inj_29_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[7] 22_0430_007_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[8] 22_0430_008_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[1] 22_0430_001_SSL2_ND_Non_23_01.wiff.PG.Quantity,[2] 22_0430_002_SSL2_ND_Inj_27_01.wiff.PG.Quantity,[3] 22_0430_003_SSL2_ND_Non_24_01.wiff.PG.Quantity,[4] 22_0430_004_SSL2_ND_Inj_28_01.wiff.PG.Quantity,[5] 22_0430_005_SSL2_ND_Non_25_01.wiff.PG.Quantity,[6] 22_0430_006_SSL2_ND_Inj_29_01.wiff.PG.Quantity,[7] 22_0430_007_SSL2_ND_Non_26_01.wiff.PG.Quantity,[8] 22_0430_008_SSL2_ND_Inj_30_01.wiff.PG.Quantity
Gnai3,Guanine nucleotide-binding protein G(k) subunit alpha,Q9DC51,GNAI3_MOUSE,"nucleus,nucleolus,cytoplasm,lysosomal membrane,Golgi apparatus,centrosome,heterotrimeric G-protein complex,plasma membrane,membrane,midbody,zymogen granule,membrane raft,extracellular exosome,Golgi membrane,endoplasmic reticulum membrane","vesicle fusion,cell cycle,G-protein coupled receptor signaling pathway,adenylate cyclase-modulating G-protein coupled receptor signaling pathway,adenylate cyclase-inhibiting G-protein coupled receptor signaling pathway,dopamine receptor signaling pathway,positive regulation of macroautophagy,GTP metabolic process,cell division,regulation of heart contraction","G-protein coupled receptor binding,GTPase activity,signal transducer activity,protein binding,GTP binding,GDP binding,protein domain specific binding,G-protein beta/gamma-subunit complex binding,G-protein coupled serotonin receptor binding,GTPase activating protein binding,metal ion binding",3.21469614730538E-25,10,10,10,10,10,10,11,Filtered,10,10,10,10,10,10,11,Filtered,41.88037109375,20.325420379638672,44.7557258605957,42.84282302856445,44.414306640625,42.262229919433594,36.729576110839844,Filtered
Pmpca,Mitochondrial-processing peptidase subunit alpha,Q9DC61,MPPA_MOUSE,"extracellular space,mitochondrion,mitochondrial inner membrane,mitochondrial matrix",protein processing involved in protein targeting to mitochondrion,"metalloendopeptidase activity,zinc ion binding",1.0828929376250262E-22,19,17,19,16,19,16,19,Filtered,19,17,19,16,19,16,19,Filtered,51.05031967163086,51.44983673095703,50.593528747558594,31.743303298950195,49.49429702758789,35.31383514404297,50.608341217041016,Filtered
Ndufs7,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial",Q9DC70,NDUS7_MOUSE,"mitochondrion,mitochondrial inner membrane,mitochondrial respiratory chain complex I,neuron projection,neuronal cell body,synaptic membrane","mitochondrial respiratory chain complex I assembly,oxidation-reduction process","protease binding,NADH dehydrogenase (ubiquinone) activity,metal ion binding,quinone binding,4 iron, 4 sulfur cluster binding,NADH dehydrogenase activity",4.0520360665575664E-21,6,4,5,6,5,6,6,Filtered,6,4,5,6,5,6,6,Filtered,199.26068115234375,152.0568084716797,201.87579345703125,169.2954864501953,184.55848693847656,107.48118591308594,168.29498291015625,Filtered
Mrps15,"28S ribosomal protein S15, mitochondrial",Q9DC71,RT15_MOUSE,"nucleus,nucleolus,mitochondrion,mitochondrial ribosome,mitochondrial small ribosomal subunit",mitochondrial translation,"RNA binding,structural constituent of ribosome",1.1685475335732977E-20,3,3,3,1,2,3,3,Filtered,3,3,3,1,2,3,3,Filtered,11.628841400146484,12.225591659545898,12.93510913848877,9.044623374938965,16.01392936706543,6.245673656463623,12.824684143066406,Filtered
Brix1,Ribosome biogenesis protein BRX1 homolog,Q9DCA5,BRX1_MOUSE,"nucleus,nucleolus",ribosomal large subunit assembly,RNA binding,0.0001696511833840886,2,2,1,2,1,3,2,Filtered,2,2,1,2,1,3,2,Filtered,16.264972686767578,5.600637912750244,3.4690375328063965,26.31913948059082,2.435995101928711,28.110403060913086,7.532993316650391,Filtered
Isca2,"Iron-sulfur cluster assembly 2 homolog, mitochondrial",Q9DCB8,ISCA2_MOUSE,mitochondrion,"iron-sulfur cluster assembly,protein maturation,protein maturation by iron-sulfur cluster transfer","structural molecule activity,iron ion binding,2 iron, 2 sulfur cluster binding,4 iron, 4 sulfur cluster binding",5.839698042069192E-07,3,3,3,2,2,3,3,Filtered,3,3,3,2,2,3,3,Filtered,11.09007740020752,5.727086067199707,6.2947211265563965,2.72186017036438,7.491055011749268,9.114337921142578,6.508471965789795,Filtered
Pycrl,Pyrroline-5-carboxylate reductase 3,Q9DCC4,P5CR3_MOUSE,cytosol,"cytidine deamination,oxidation-reduction process,L-proline biosynthetic process","cytidine deaminase activity,pyrroline-5-carboxylate reductase activity,protein binding,identical protein binding",8.902263773343585E-23,7,5,7,6,6,6,6,Filtered,7,5,7,6,6,6,6,Filtered,35.31181716918945,32.35417938232422,45.675804138183594,33.46528625488281,40.26396560668945,29.24506950378418,31.10724449157715,Filtered
Tomm20,Mitochondrial import receptor subunit TOM20 homolog,Q9DCC8,TOM20_MOUSE,"mitochondrion,mitochondrial envelope,mitochondrial outer membrane,mitochondrial outer membrane translocase complex,extracellular matrix,integral component of mitochondrial outer membrane,ER-mitochondrion membrane contact site","protein targeting to mitochondrion,tRNA import into mitochondrion,protein import into mitochondrial matrix,mitochondrial outer membrane translocase complex assembly","P-P-bond-hydrolysis-driven protein transmembrane transporter activity,mitochondrion targeting sequence binding,unfolded protein binding,protein channel activity",1.93812236889758E-05,2,1,2,2,2,1,1,Filtered,2,1,2,2,2,1,1,Filtered,9.020835876464844,14.357425689697266,9.007431983947754,5.100518703460693,11.556386947631836,6.793854713439941,7.09453821182251,Filtered
Pgd,"6-phosphogluconate dehydrogenase, decarboxylating",Q9DCD0,6PGD_MOUSE,"nucleus,cytoplasm,extracellular exosome","pentose-phosphate shunt,pentose-phosphate shunt, oxidative branch,pentose biosynthetic process,D-gluconate metabolic process,oxidation-reduction process",phosphogluconate dehydrogenase (decarboxylating) activity,6.075587776327082E-22,27,27,24,27,25,27,26,Filtered,27,27,24,27,25,27,26,Filtered,186.50723266601562,373.6286315917969,188.26626586914062,415.14398193359375,169.14654541015625,361.5556335449219,222.40072631835938,Filtered
Eif3f,Eukaryotic translation initiation factor 3 subunit F,Q9DCH4,EIF3F_MOUSE,"eukaryotic translation initiation factor 3 complex,membrane,eukaryotic translation initiation factor 3 complex, eIF3m","translational initiation,protein deubiquitination,IRES-dependent viral translational initiation","thiol-dependent ubiquitin-specific protease activity,protein binding,translation initiation factor binding,translation initiation factor activity",1.9408302361460697E-20,11,11,11,12,12,12,12,Filtered,11,11,11,12,12,12,12,Filtered,42.17583084106445,60.33499526977539,45.139442443847656,89.6603012084961,43.23698425292969,65.33853149414062,42.29457473754883,Filtered
Ndufa8,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8,Q9DCJ5,NDUA8_MOUSE,"mitochondrion,mitochondrial inner membrane,mitochondrial respiratory chain complex I,mitochondrial intermembrane space","mitochondrial electron transport, NADH to ubiquinone,mitochondrial respiratory chain complex I assembly",protein complex binding,2.297666310226145E-12,14,13,13,14,13,13,13,Filtered,14,13,13,14,13,13,13,Filtered,359.27703857421875,205.58462524414062,346.3528137207031,297.953857421875,375.13201904296875,192.66346740722656,319.0914001464844,Filtered
Npl,N-acetylneuraminate lyase,Q9DCJ9,NPL_MOUSE,"cellular_component,cytoplasm","carbohydrate metabolic process,N-acetylneuraminate catabolic process","N-acetylneuraminate lyase activity,identical protein binding",2.5206364775290972E-20,18,18,18,16,18,18,17,Filtered,18,18,18,16,18,18,17,Filtered,87.87352752685547,136.02682495117188,93.48151397705078,47.918338775634766,107.02633666992188,110.62800598144531,87.82201385498047,Filtered
Paics,Multifunctional protein ADE2,Q9DCL9,PUR6_MOUSE,"cytoplasm,membrane,extracellular exosome",'de novo' IMP biosynthetic process,"phosphoribosylaminoimidazole carboxylase activity,phosphoribosylaminoimidazolesuccinocarboxamide synthase activity,ATP binding,identical protein binding,cadherin binding",5.935858465506314E-28,22,22,22,23,22,22,21,Filtered,22,22,22,23,22,22,21,Filtered,86.84825134277344,72.22868347167969,82.0931396484375,76.5952377319336,81.14739990234375,71.51171875,73.64492797851562,Filtered
Ethe1,"Persulfide dioxygenase ETHE1, mitochondrial",Q9DCM0,ETHE1_MOUSE,"nucleoplasm,cytoplasm,mitochondrion,mitochondrial matrix","glutathione metabolic process,oxidation-reduction process,hydrogen sulfide metabolic process","iron ion binding,sulfur dioxygenase activity",5.3599941264772195E-33,16,16,16,15,16,16,15,Filtered,16,16,16,15,16,16,15,Filtered,219.16494750976562,234.86802673339844,236.36517333984375,74.2027359008789,211.66888427734375,174.77232360839844,223.8860626220703,Filtered
Gstk1,Glutathione S-transferase kappa 1,Q9DCM2,GSTK1_MOUSE,"intracellular,mitochondrion,mitochondrial inner membrane,mitochondrial matrix,peroxisome,membrane,extracellular exosome","glutathione metabolic process,epithelial cell differentiation,oxidation-reduction process,cellular oxidant detoxification","glutathione transferase activity,glutathione peroxidase activity,receptor binding,protein binding,protein disulfide oxidoreductase activity",3.5450796163982974E-23,14,12,12,11,13,12,13,Filtered,14,12,12,11,13,12,13,Filtered,109.74436950683594,39.50984573364258,98.03660583496094,46.74561309814453,127.42449188232422,47.05885696411133,93.40287017822266,Filtered
Nudt12,Peroxisomal NADH pyrophosphatase NUDT12,Q9DCN1,NUD12_MOUSE,"nucleus,cytoplasm,peroxisome","NADP catabolic process,NAD catabolic process","NAD+ diphosphatase activity,NADH pyrophosphatase activity,metal ion binding",8.977210654330394E-06,6,5,6,2,6,5,6,Filtered,6,5,6,2,6,5,6,Filtered,36.20050811767578,12.94503116607666,40.502418518066406,4.739067554473877,32.245323181152344,11.642374038696289,32.268959045410156,Filtered
Cyb5r3,NADH-cytochrome b5 reductase 3;Isoform 2 of NADH-cytochrome b5 reductase 3,Q9DCN2;Q9DCN2-2,NB5R3_MOUSE,"mitochondrial outer membrane,mitochondrial inner membrane,endoplasmic reticulum membrane,lipid particle,extracellular exosome;","cholesterol biosynthetic process,oxidation-reduction process;","cytochrome-b5 reductase activity, acting on NAD(P)H,protein binding,AMP binding,oxidoreductase activity,ADP binding,flavin adenine dinucleotide binding,NAD binding;",2.8643808947603567E-30,15,15,14,14,15,16,15,Filtered,15,15,14,14,15,16,15,Filtered,172.09597778320312,235.38755798339844,221.10336303710938,159.18511962890625,219.40235900878906,183.72523498535156,153.2333221435547,Filtered
Them7,Novel Thioesterase superfamily domain and Saposin A-type domain containing protein (0610012H03Rik),Q9DCP4,Q9DCP4_MOUSE,mitochondrion,biological_process,molecular_function,4.6185505029813466E-12,6,6,6,6,6,6,5,Filtered,6,6,6,6,6,6,5,Filtered,47.50537872314453,30.349407196044922,53.767723083496094,20.832250595092773,55.83136749267578,53.11096954345703,47.02029800415039,Filtered
Aspdh,Putative L-aspartate dehydrogenase,Q9DCQ2,ASPD_MOUSE,cellular_component,"NADP catabolic process,NAD biosynthetic process,oxidation-reduction process","aspartate dehydrogenase activity,NADP binding",6.556096068379239E-14,9,8,9,7,9,9,9,Filtered,9,8,9,7,9,9,9,Filtered,1116.773681640625,474.0444641113281,1208.888916015625,148.47271728515625,1145.5211181640625,438.6620178222656,1098.361083984375,Filtered
Ap3s1,AP-3 complex subunit sigma-1,Q9DCR2,AP3S1_MOUSE,"trans-Golgi network,membrane,AP-3 adaptor complex,cytoplasmic vesicle membrane,intracellular membrane-bounded organelle,axon cytoplasm","intracellular protein transport,anterograde axonal transport,vesicle-mediated transport,anterograde synaptic vesicle transport",protein transporter activity,4.933653952030652E-07,2,3,2,3,3,3,1,Filtered,2,3,2,3,3,3,1,Filtered,11.830794334411621,24.172874450683594,9.726712226867676,16.103164672851562,9.54895305633545,19.859359741210938,10.975656509399414,Filtered
,UPF0585 protein C16orf13 homolog,Q9DCS2,CP013_MOUSE,cellular_component,biological_process,molecular_function,2.8465492295312117E-21,8,8,8,7,8,8,8,Filtered,8,8,8,7,8,8,8,Filtered,113.43109130859375,54.92991256713867,133.53030395507812,33.22953414916992,115.45712280273438,67.71131896972656,113.25859832763672,Filtered
Mecr,"Trans-2-enoyl-CoA reductase, mitochondrial",Q9DCS3,MECR_MOUSE,"nucleus,mitochondrion,cytosol","fatty acid metabolic process,fatty acid biosynthetic process,oxidation-reduction process","ligand-dependent nuclear receptor binding,trans-2-enoyl-CoA reductase (NADPH) activity",2.429200673007154E-22,14,13,16,12,15,12,14,Filtered,14,13,16,12,15,12,14,Filtered,19.98300552368164,11.314423561096191,22.48407745361328,10.335901260375977,25.290273666381836,10.906065940856934,17.859251022338867,Filtered
Ndufb10,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10,Q9DCS9,NDUBA_MOUSE,"mitochondrion,mitochondrial inner membrane,mitochondrial respiratory chain complex I,extracellular exosome","mitochondrial respiratory chain complex I assembly,oxidation-reduction process",molecular_function,5.200983951482547E-15,20,17,20,19,19,17,18,Filtered,20,17,20,19,19,17,18,Filtered,187.91831970214844,123.45927429199219,211.26535034179688,139.7716064453125,203.5074920654297,90.96314239501953,189.7864227294922,Filtered
Akr1e2,"1,5-anhydro-D-fructose reductase",Q9DCT1,AKCL2_MOUSE,"nucleoplasm,Golgi apparatus,cytosol,extracellular exosome",oxidation-reduction process,"oxidoreductase activity,1,5-anhydro-D-fructose reductase activity",2.3017815490692663E-08,6,6,6,6,6,7,7,Filtered,6,6,6,6,6,7,7,Filtered,25.00357437133789,25.444217681884766,26.46306037902832,14.571556091308594,26.480443954467773,20.948957443237305,23.594261169433594,Filtered
Ndufs3,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial",Q9DCT2,NDUS3_MOUSE,"mitochondrion,mitochondrial inner membrane,mitochondrial respiratory chain complex I,nuclear body,mitochondrial membrane,myelin sheath","substantia nigra development,negative regulation of cell growth,cellular respiration,reactive oxygen species metabolic process,negative regulation of intrinsic apoptotic signaling pathway","NADH dehydrogenase activity,NADH dehydrogenase (ubiquinone) activity",1.378573946834391E-17,19,18,20,19,20,18,19,Filtered,19,18,20,19,20,18,19,Filtered,436.1465759277344,104.97596740722656,427.6190185546875,375.0806884765625,391.81549072265625,207.44036865234375,414.3270263671875,Filtered
Crip2,Cysteine-rich protein 2,Q9DCT8,CRIP2_MOUSE,"cell cortex,extracellular matrix","positive regulation of cell proliferation,hemopoiesis","protein binding,metal ion binding",1.2582671845102555E-14,4,5,5,5,5,5,5,Filtered,4,5,5,5,5,5,5,Filtered,12.803662300109863,5.540770053863525,10.13978099822998,10.047369003295898,8.595892906188965,10.21899127960205,9.231752395629883,Filtered
Mrpl4,"39S ribosomal protein L4, mitochondrial",Q9DCU6,RM04_MOUSE,"mitochondrion,mitochondrial large ribosomal subunit,cytosolic ribosome",translation,"RNA binding,structural constituent of ribosome",4.6359684655913236E-15,4,3,4,4,4,4,4,Filtered,4,3,4,4,4,4,4,Filtered,17.88914680480957,9.765893936157227,23.720674514770508,27.689754486083984,20.905776977539062,19.665056228637695,23.53907012939453,Filtered
Hoga1,"4-hydroxy-2-oxoglutarate aldolase, mitochondrial",Q9DCU9,HOGA1_MOUSE,"mitochondrion,extracellular exosome","glyoxylate catabolic process,4-hydroxyproline catabolic process,oxalate metabolic process,pyruvate biosynthetic process,glyoxylate metabolic process","4-hydroxy-2-oxoglutarate aldolase activity,protein homodimerization activity",1.14662001174717E-19,9,9,8,9,9,9,9,Filtered,9,9,8,9,9,9,9,Filtered,339.33087158203125,275.0676574707031,277.9310302734375,223.51332092285156,246.0164031982422,231.5574493408203,316.9877014160156,Filtered
Rmdn1,Regulator of microtubule dynamics protein 1,Q9DCV4,RMD1_MOUSE,"spindle pole,mitochondrion,centrosome,microtubule",biological_process,molecular_function,2.510879494947757E-27,8,6,8,8,8,8,6,Filtered,8,6,8,8,8,8,6,Filtered,36.14401626586914,12.50249195098877,28.819610595703125,15.936322212219238,28.32406234741211,17.45454216003418,22.186941146850586,Filtered
Krt7,"Keratin, type II cytoskeletal 7",Q9DCV7,K2C7_MOUSE,"nucleus,cytoplasm,keratin filament,extracellular exosome",,"structural molecule activity,protein binding",5.814552245088908E-26,21,20,19,21,19,21,17,Filtered,21,20,19,21,19,21,17,Filtered,54.55400085449219,131.57630920410156,41.1231689453125,131.81973266601562,35.67735290527344,127.32649993896484,39.87638473510742,Filtered
Plscr2,Phospholipid scramblase 2,Q9DCW2,PLS2_MOUSE,"nucleus,cytoplasm,plasma membrane,integral component of membrane","phospholipid scrambling,cellular response to lipopolysaccharide","protein binding,SH3 domain binding,phospholipid scramblase activity,metal ion binding",3.090713867909516E-11,4,4,4,3,4,4,4,Filtered,4,4,4,3,4,4,4,Filtered,21.29062843322754,11.287569046020508,16.190521240234375,14.323277473449707,22.469205856323242,16.035991668701172,21.41986846923828,Filtered
Etfb,Electron transfer flavoprotein subunit beta,Q9DCW4,ETFB_MOUSE,"mitochondrion,mitochondrial matrix,cytosol,mitochondrial electron transfer flavoprotein complex,extracellular exosome",fatty acid beta-oxidation using acyl-CoA dehydrogenase,electron carrier activity,8.276417620546232E-29,26,23,24,23,23,26,24,1,26,23,24,23,23,26,24,1,1269.03466796875,619.900146484375,1312.8704833984375,396.4086608886719,1259.707275390625,595.4050903320312,1152.109619140625,1693.7965087890625
Atp5h,"ATP synthase subunit d, mitochondrial",Q9DCX2,ATP5H_MOUSE,"mitochondrial proton-transporting ATP synthase, stator stalk,nucleoplasm,mitochondrion,mitochondrial inner membrane,mitochondrial proton-transporting ATP synthase complex,cytosol,myelin sheath,extracellular exosome","ATP synthesis coupled proton transport,Requires Ontology","ATPase activity,proton-transporting ATP synthase activity, rotational mechanism",2.7210901721193144E-24,21,20,22,21,20,22,22,Filtered,21,20,22,21,20,22,22,Filtered,529.7820434570312,559.4698486328125,582.8138427734375,277.8414611816406,494.84881591796875,246.9481964111328,488.66864013671875,Filtered
Iyd,Iodotyrosine deiodinase 1,Q9DCX8,IYD1_MOUSE,"nucleoplasm,plasma membrane,integral component of plasma membrane,cytoplasmic vesicle membrane","tyrosine metabolic process,thyroid hormone metabolic process,oxidation-reduction process,cellular oxidant detoxification","iodide peroxidase activity,FMN binding,oxidoreductase activity",6.6782323451049535E-09,4,4,4,2,4,3,3,Filtered,4,4,4,2,4,3,3,Filtered,34.654205322265625,16.620342254638672,35.9871940612793,9.090950012207031,30.189746856689453,20.275794982910156,22.167951583862305,Filtered
Keg1,Glycine N-acyltransferase-like protein Keg1,Q9DCY0,KEG1_MOUSE,"mitochondrion,centrosome,microtubule",,glycine N-acyltransferase activity,9.681690331136307E-25,35,34,34,32,36,34,35,6,35,34,34,32,36,34,35,6,2172.859375,1178.5543212890625,2126.48046875,673.6677856445312,2456.256103515625,1042.3446044921875,1848.984375,2693.437255859375
Gmpr,GMP reductase 1,Q9DCZ1,GMPR1_MOUSE,GMP reductase complex,"purine nucleobase metabolic process,nucleotide metabolic process,oxidation-reduction process","GMP reductase activity,metal ion binding",4.02999200939417E-44,10,11,10,8,11,10,9,Filtered,10,11,10,8,11,10,9,Filtered,35.210880279541016,42.994964599609375,34.53025817871094,12.73792839050293,28.575756072998047,55.03119659423828,27.04693031311035,Filtered
Apoo,MICOS complex subunit Mic26;Isoform 2 of MICOS complex subunit Mic26;Isoform 3 of MICOS complex subunit Mic26,Q9DCZ4;Q9DCZ4-2;Q9DCZ4-3,MIC26_MOUSE,"Golgi membrane,extracellular region,mitochondrion,endoplasmic reticulum membrane,cytosol,integral component of mitochondrial inner membrane,MICOS complex;;",cristae formation;;,molecular_function;;,6.052829369642867E-29,7,8,7,8,8,7,7,Filtered,7,8,7,8,8,7,7,Filtered,88.35431671142578,29.224952697753906,93.94193267822266,35.70641326904297,76.29336547851562,36.87822341918945,67.82179260253906,Filtered
Mettl7b,Methyltransferase-like protein 7B,Q9DD20,MET7B_MOUSE,,methylation,methyltransferase activity,5.003893203075551E-27,10,10,10,8,10,9,8,Filtered,10,10,10,8,10,9,8,Filtered,90.814697265625,141.6005859375,107.92285919189453,52.02815628051758,114.78262329101562,87.01213836669922,89.77230072021484,Filtered
Sacm1l,Phosphatidylinositide phosphatase SAC1,Q9EP69,SAC1_MOUSE,"endoplasmic reticulum membrane,Golgi apparatus,integral component of endoplasmic reticulum membrane,AMPA glutamate receptor complex","biological_process,phosphatidylinositol dephosphorylation","phosphatidylinositol-3-phosphatase activity,phosphatase activity,phosphatidylinositol bisphosphate phosphatase activity,phosphatidylinositol-4-phosphate phosphatase activity",1.3468508319656585E-16,17,17,18,17,19,17,16,Filtered,17,17,18,17,19,17,16,Filtered,53.02605056762695,39.62229537963867,64.43598175048828,58.87505340576172,57.023433685302734,50.14582061767578,62.966556549072266,Filtered
Rai14,Ankycorbin,Q9EP71,RAI14_MOUSE,"fibrillar center,nucleus,mitochondrion,cytosol,cytoskeleton,cell cortex",,,6.099724436456664E-19,10,12,8,12,11,12,8,Filtered,10,12,8,12,11,12,8,Filtered,5.89973783493042,11.402191162109375,13.028182029724121,14.271810531616211,6.398614883422852,14.77030086517334,7.065694332122803,Filtered
Lactb,"Serine beta-lactamase-like protein LACTB, mitochondrial",Q9EP89,LACTB_MOUSE,"mitochondrion,cytosol","proteolysis,lipid metabolic process,regulation of lipid metabolic process","peptidase activity,identical protein binding",3.922610586663292E-38,13,14,14,14,14,14,14,Filtered,13,14,14,14,14,14,14,Filtered,80.46640014648438,30.319366455078125,85.93878173828125,68.94185638427734,78.96662902832031,37.88536834716797,76.21987915039062,Filtered
Pycard,Apoptosis-associated speck-like protein containing a CARD,Q9EPB4,ASC_MOUSE,"extracellular region,nucleus,nucleolus,cytoplasm,mitochondrion,endoplasmic reticulum,cytosol,neuronal cell body,NLRP1 inflammasome complex,NLRP3 inflammasome complex,AIM2 inflammasome complex,IkappaB kinase complex","myeloid dendritic cell activation,activation of innate immune response,positive regulation of defense response to virus by host,myeloid dendritic cell activation involved in immune response,positive regulation of antigen processing and presentation of peptide antigen via MHC class II,positive regulation of adaptive immune response,apoptotic process,activation of cysteine-type endopeptidase activity involved in apoptotic process,inflammatory response,response to bacterium,regulation of autophagy,regulation of tumor necrosis factor-mediated signaling pathway,positive regulation of actin filament polymerization,regulation of protein stability,negative regulation of NF-kappaB transcription factor activity,interleukin-1 beta production,negative regulation of interferon-beta production,positive regulation of interferon-gamma production,positive regulation of interleukin-6 production,positive regulation of tumor necrosis factor production,tumor necrosis factor-mediated signaling pathway,positive regulation of activated T cell proliferation,intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,regulation of apoptotic process,positive regulation of apoptotic process,regulation of GTPase activity,negative regulation of I-kappaB kinase/NF-kappaB signaling,positive regulation of cysteine-type endopeptidase activity involved in apoptotic process,regulation of cysteine-type endopeptidase activity involved in apoptotic process,macropinocytosis,innate immune response,positive regulation of JNK cascade,positive regulation of interleukin-1 beta secretion,regulation of inflammatory response,positive regulation of phagocytosis,defense response to Gram-negative bacterium,positive regulation of T cell activation,positive regulation of sequence-specific DNA binding transcription factor activity,positive regulation of NF-kappaB transcription factor activity,defense response to virus,positive regulation of ERK1 and ERK2 cascade,cellular response to lipopolysaccharide,cellular response to interleukin-1,cellular response to tumor necrosis factor,negative regulation of protein serine/threonine kinase activity,intrinsic apoptotic signaling pathway by p53 class mediator,positive regulation of chemokine secretion,positive regulation of release of cytochrome c from mitochondria,activation of cysteine-type endopeptidase activity,positive regulation of T cell migration,positive regulation of interleukin-8 secretion,positive regulation of interleukin-6 secretion,positive regulation of cysteine-type endopeptidase activity,positive regulation of interleukin-10 secretion,positive regulation of extrinsic apoptotic signaling pathway,regulation of intrinsic apoptotic signaling pathway","protease binding,interleukin-6 receptor binding,protein binding,tropomyosin binding,peptidase activator activity involved in apoptotic process,myosin I binding,enzyme binding,Pyrin domain binding,identical protein binding,protein homodimerization activity,ion channel binding,protein dimerization activity,BMP receptor binding,cysteine-type endopeptidase activity involved in apoptotic process",2.5848284044853825E-07,5,7,5,5,4,4,6,Filtered,5,7,5,5,4,4,6,Filtered,23.231407165527344,90.39622497558594,10.715717315673828,73.32693481445312,12.15531063079834,37.754207611083984,23.321449279785156,Filtered
Atp13a1,Manganese-transporting ATPase 13A1,Q9EPE9,AT131_MOUSE,"endoplasmic reticulum membrane,integral component of plasma membrane,membrane,intracellular membrane-bounded organelle","cellular calcium ion homeostasis,calcium ion transmembrane transport,Requires Ontology","calcium-transporting ATPase activity,ATP binding,metal ion binding",7.37824572136429E-08,6,9,7,7,8,8,5,Filtered,6,9,7,7,8,8,5,Filtered,5.870791912078857,6.124938011169434,10.513574600219727,8.772648811340332,6.41565465927124,12.27173137664795,8.481867790222168,Filtered
Arfgap1,ADP-ribosylation factor GTPase-activating protein 1,Q9EPJ9;V9GXM1,ARFG1_MOUSE;V9GXM1_MOUSE,"Golgi apparatus,postsynaptic density,synapse;","protein transport,vesicle-mediated transport,regulation of endocytosis,positive regulation of GTPase activity;","GTPase activator activity,protein binding,metal ion binding;",1.2268084131977408E-05,1,2,2,2,2,2,2,Filtered,1,2,2,2,2,2,2,Filtered,1.551405429840088,2.15281081199646,7.7237043380737305,9.253841400146484,5.916331768035889,13.965285301208496,8.307035446166992,Filtered
Rp2,Protein XRP2;Isoform 2 of Protein XRP2;Isoform 3 of Protein XRP2;Isoform 4 of Protein XRP2,Q9EPK2;Q9EPK2-2;Q9EPK2-3;Q9EPK2-4,XRP2_MOUSE,"nucleoplasm,cytoplasm,Golgi apparatus,centriole,plasma membrane,nuclear body,cytoplasmic vesicle,ciliary basal body,extracellular exosome,periciliary membrane compartment;;;","post-Golgi vesicle-mediated transport,protein transport,positive regulation of GTPase activity,post-chaperonin tubulin folding pathway;;;","GTPase activator activity,GTP binding;;;",0.00034224911398438566,1,2,1,1,1,1,1,Filtered,1,2,1,1,1,1,1,Filtered,9.92039680480957,8.047867774963379,7.964806079864502,17.65972900390625,6.722658157348633,5.477562427520752,11.373247146606445,Filtered
Ipo7,Importin-7,Q9EPL8,IPO7_MOUSE,"nuclear envelope,nucleoplasm,cytosol,membrane","protein import into nucleus,signal transduction,innate immune response","protein binding,Ran GTPase binding,protein transporter activity,histone binding,SMAD binding",2.700689853685672E-14,9,9,7,11,6,9,9,Filtered,9,9,7,11,6,9,9,Filtered,13.091038703918457,22.68916130065918,11.352803230285645,23.493946075439453,9.989622116088867,22.167530059814453,13.359659194946289,Filtered
