PG.Qvalue,PG.Genes,PG.ProteinDescriptions,PG.UniProtIds,PG.ProteinNames,PG.CellularComponent,PG.BiologicalProcess,PG.MolecularFunction,[1] 22_0505_002_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsIdentified,[2] 22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsIdentified,[3] 22_0505_004_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsIdentified,[4] 22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsIdentified,[5] 22_0505_006_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsIdentified,[6] 22_0505_008_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsIdentified,[7] 22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsIdentified,[8] 22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.NrOfPrecursorsIdentified,[1] 22_0505_002_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[2] 22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[3] 22_0505_004_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[4] 22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[5] 22_0505_006_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[6] 22_0505_008_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[7] 22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[8] 22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.NrOfPrecursorsUsedForQuantification,[1] 22_0505_002_SSL2_ND_Non_23_01.wiff.PG.Quantity,[2] 22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.Quantity,[3] 22_0505_004_SSL2_ND_Non_24_01.wiff.PG.Quantity,[4] 22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.Quantity,[5] 22_0505_006_SSL2_ND_Non_25_01.wiff.PG.Quantity,[6] 22_0505_008_SSL2_ND_Non_26_01.wiff.PG.Quantity,[7] 22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.Quantity,[8] 22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.Quantity
2.55E-07,Mrpl1,"39S ribosomal protein L1, mitochondrial",Q99N96,RM01_MOUSE,"mitochondrion,mitochondrial large ribosomal subunit,box H/ACA snoRNP complex,cytosolic large ribosomal subunit","cleavage involved in rRNA processing,maturation of LSU-rRNA,translation,rRNA pseudouridine synthesis,snRNA pseudouridine synthesis","RNA binding,structural constituent of ribosome,box H/ACA snoRNA binding",1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16.22124863,13.87580299,28.72543144,14.67741489,11.50754547,18.85800552,5.956071377,7.419102192
2.16E-50,Acss1,"Acetyl-coenzyme A synthetase 2-like, mitochondrial",Q99NB1,ACS2L_MOUSE,"mitochondrion,mitochondrial matrix","acetyl-CoA biosynthetic process,acetate biosynthetic process,acetyl-CoA biosynthetic process from acetate,propionate biosynthetic process","acetate-CoA ligase activity,ATP binding,AMP binding",22,19,23,16,23,23,17,19,23,23,23,23,23,23,23,23,904.9539795,212.2902222,973.2390747,197.0722656,1017.296631,898.6217651,166.7484741,239.9528656
4.22E-09,Aadac,Arylacetamide deacetylase,Q99PG0,AAAD_MOUSE,"endoplasmic reticulum membrane,integral component of membrane,organelle membrane","metabolic process,positive regulation of triglyceride catabolic process","triglyceride lipase activity,lipase activity,serine hydrolase activity,deacetylase activity",2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,33.18810272,20.46063042,23.51602936,20.19125175,25.51755905,29.18360519,10.69163418,21.122715
3.78E-56,Arhgdia,Rho GDP-dissociation inhibitor 1,Q99PT1,GDIR1_MOUSE,"immunological synapse,nucleus,cytosol,membrane,extracellular exosome","Rho protein signal transduction,regulation of cell shape,negative regulation of cell migration,regulation of protein localization,regulation of Rho protein signal transduction,positive regulation of GTPase activity,cellular response to mechanical stimulus,cellular response to organic cyclic compound,cellular response to redox state,semaphorin-plexin signaling pathway,regulation of actin cytoskeleton reorganization","Rho GDP-dissociation inhibitor activity,GTPase activator activity,fatty acid binding,protein binding,Rho GTPase binding,protein kinase binding,Hsp90 protein binding",16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,671.8430176,1133.832153,645.8022461,991.6748047,647.1589966,699.5189209,1439.677612,1148.54541
2.39E-33,Prpf8,Pre-mRNA-processing-splicing factor 8,Q99PV0,PRP8_MOUSE,"nucleus,U5 snRNP,membrane,nuclear speck,U4/U6 x U5 tri-snRNP complex,catalytic step 2 spliceosome","spliceosomal tri-snRNP complex assembly,mRNA splicing, via spliceosome,cellular response to lipopolysaccharide,cellular response to tumor necrosis factor","second spliceosomal transesterification activity,RNA binding,U6 snRNA binding,U1 snRNA binding,U2 snRNA binding,U5 snRNA binding,K63-linked polyubiquitin binding,pre-mRNA intronic binding",8,8,6,8,7,8,8,8,8,8,8,8,8,8,8,8,20.8109417,51.09903717,11.90792084,63.6724968,17.81709862,20.16963196,69.00856781,49.0337677
3.41E-55,Ndufa5,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5,Q9CPP6,NDUA5_MOUSE,"mitochondrion,mitochondrial respiratory chain complex I,respiratory chain complex I","respiratory electron transport chain,mitochondrial respiratory chain complex I assembly",NADH dehydrogenase (ubiquinone) activity,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,770.5291748,317.6524963,787.4394531,712.7411499,719.1472778,669.9694824,252.7357635,321.5164795
1.45E-54,Cox6c,Cytochrome c oxidase subunit 6C,Q9CPQ1,COX6C_MOUSE,"mitochondrion,mitochondrial inner membrane,integral component of membrane","biological_process,hydrogen ion transmembrane transport","molecular_function,cytochrome-c oxidase activity",9,9,9,9,9,9,8,8,9,9,9,9,9,9,9,9,4520.240234,2713.021484,5082.778809,3593.57959,5170.077148,3980.539795,1636.12085,2440.020508
8.80E-46,Atp5l,"ATP synthase subunit g, mitochondrial",Q9CPQ8,ATP5L_MOUSE,"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o),mitochondrion,mitochondrial inner membrane,mitochondrial proton-transporting ATP synthase complex,extracellular exosome","ATP synthesis coupled proton transport,Requires Ontology","hydrogen-exporting ATPase activity, phosphorylative mechanism,ATPase activity,proton-transporting ATP synthase activity, rotational mechanism",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1172.371582,393.5705566,1245.32312,915.0023804,957.0167847,906.7698975,254.1828613,450.1612244
5.38E-36,Psmd8,26S proteasome non-ATPase regulatory subunit 8,Q9CPS5;Q9CX56,Q9CPS5_MOUSE;PSMD8_MOUSE,";proteasome complex,nucleus,cytosol,proteasome regulatory particle, lid subcomplex,proteasome accessory complex,extracellular exosome",";regulation of protein stability,proteasome-mediated ubiquitin-dependent protein catabolic process,proteasome assembly,positive regulation of protein targeting to mitochondrion",;molecular_function,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,104.1839066,173.5770569,110.2669525,276.2307434,86.95916748,137.6224823,219.6914368,168.307312
7.63E-07,Hint3,Histidine triad nucleotide-binding protein 3,Q9CPS6,HINT3_MOUSE,"nucleus,cytoplasm,extracellular exosome",biological_process,"nucleotide binding,hydrolase activity",2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,23.31140709,10.89205933,19.20998955,5.19643116,11.8110733,11.37569809,9.215361595,6.680204391
1.78E-16,Mydgf,Myeloid-derived growth factor,Q9CPT4,MYDGF_MOUSE,"extracellular region,extracellular space,endoplasmic reticulum-Golgi intermediate compartment,extracellular exosome","angiogenesis,positive regulation of protein phosphorylation,positive regulation of endothelial cell proliferation,apoptotic process,positive regulation of phosphatidylinositol 3-kinase signaling,negative regulation of apoptotic process,positive regulation of MAPK cascade,positive regulation of angiogenesis,positive regulation of transcription from RNA polymerase II promoter,positive regulation of protein kinase B signaling",,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,55.00613403,71.9573822,52.28740692,110.6859589,53.64719772,63.5225029,116.2009125,76.21387482
5.63E-39,Glo1,Lactoylglutathione lyase,Q9CPU0,LGUL_MOUSE,"nucleus,cytosol,plasma membrane,extracellular exosome","carbohydrate metabolic process,regulation of transcription from RNA polymerase II promoter,glutathione metabolic process,methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione,osteoclast differentiation,negative regulation of apoptotic process","lactoylglutathione lyase activity,zinc ion binding",8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1088.762451,614.0953369,853.0084839,565.4196167,667.1763306,929.3893433,667.7053833,709.8625488
1.96E-30,Mgst3,Microsomal glutathione S-transferase 3,Q9CPU4,MGST3_MOUSE,"nuclear envelope,endoplasmic reticulum,endoplasmic reticulum membrane,membrane,integral component of membrane,organelle membrane,intracellular membrane-bounded organelle,extracellular exosome","lipid metabolic process,response to organonitrogen compound,leukotriene biosynthetic process,cellular oxidant detoxification","glutathione transferase activity,leukotriene-C4 synthase activity,glutathione peroxidase activity",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,61.54704285,61.87696075,80.24897003,12.22843742,81.34185028,34.6844101,20.8441143,15.49970627
3.12E-35,Arpc5,Actin-related protein 2/3 complex subunit 5,Q9CPW4,ARPC5_MOUSE,"cytoplasm,endosome,Arp2/3 protein complex,focal adhesion,lamellipodium,growth cone,extracellular exosome","smooth muscle cell migration,cell migration,orbitofrontal cortex development,maintenance of cell polarity,Arp2/3 complex-mediated actin nucleation,actin filament network formation,Requires Ontology,lamellipodium organization","structural constituent of cytoskeleton,actin filament binding",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,202.4763184,550.5353394,171.6988373,703.8718262,215.8699799,258.1435242,782.0405273,518.7290649
4.63E-51,Lap3,Cytosol aminopeptidase;Isoform 2 of Cytosol aminopeptidase,Q9CPY7;Q9CPY7-2,AMPL_MOUSE,"nucleus,nucleoplasm,mitochondrion,trans-Golgi network,cytosol,focal adhesion,midbody,extracellular exosome;",proteolysis;,"aminopeptidase activity,peptidase activity,metalloexopeptidase activity,manganese ion binding;",18,18,17,17,18,17,18,18,18,18,18,18,18,18,18,18,392.9477539,347.4299927,174.6783295,262.130249,180.6072388,285.6435547,242.7998352,239.9400177
7.22E-26,Cmc1,COX assembly mitochondrial protein homolog,Q9CPZ8,COXM1_MOUSE,mitochondrion,biological_process,"molecular_function,metal ion binding",2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,156.553421,79.47897339,156.088562,14.00206089,98.63733673,86.85207367,47.75554657,50.31949234
5.08E-39,Rnaset2,Ribonuclease T2,Q9CQ01,RNT2_MOUSE,,,,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,17.13242531,38.63618469,10.4247179,7.104931831,17.16012192,16.1996479,30.90394974,34.57770157
8.73E-50,Myl9,Myosin regulatory light polypeptide 9,Q9CQ19,MYL9_MOUSE,"stress fiber,myosin II complex,Z disc",platelet aggregation,"calcium ion binding,myosin heavy chain binding",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,84.10727692,175.8774261,92.43983459,261.242218,98.89207458,85.83725739,222.5266571,205.515564
3.24E-25,Lamtor1,Ragulator complex protein LAMTOR1,Q9CQ22,LTOR1_MOUSE,"lysosome,lysosomal membrane,plasma membrane,late endosome membrane,membrane raft,extracellular exosome,Ragulator complex","regulation of receptor recycling,endosome organization,lysosome organization,regulation of cholesterol esterification,regulation of cholesterol efflux,cell growth,positive regulation of TOR signaling,lysosome localization,endosome localization,cellular protein localization,cholesterol homeostasis,positive regulation of MAPK cascade,positive regulation of GTPase activity,regulation of cholesterol import,cellular response to amino acid stimulus","protein binding,GTPase binding,guanyl-nucleotide exchange factor activity,protein complex scaffold",4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,21.9740963,19.64798737,14.8191309,20.67487526,10.56103897,17.15315437,18.01062012,18.58534431
2.73E-28,Ndufc2,NADH dehydrogenase [ubiquinone] 1 subunit C2,Q9CQ54,NDUC2_MOUSE,"cytoplasm,mitochondrion,mitochondrial inner membrane,mitochondrial respiratory chain complex I,integral component of membrane","mitochondrial electron transport, NADH to ubiquinone,mitochondrial respiratory chain complex I assembly,positive regulation of ATP metabolic process",NADH dehydrogenase (ubiquinone) activity,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,190.0265656,84.34288788,252.1602478,52.45752716,243.3139954,233.3871002,55.69620895,100.8707123
3.03E-56,Pgls,6-phosphogluconolactonase,Q9CQ60,6PGL_MOUSE,"cytoplasm,extracellular exosome","carbohydrate metabolic process,pentose-phosphate shunt,pentose-phosphate shunt, oxidative branch",6-phosphogluconolactonase activity,8,8,8,9,8,9,8,9,9,9,9,9,9,9,9,9,198.482605,251.2615204,194.351944,220.8246765,200.2371826,233.0079193,323.1879578,232.2828674
5.20E-44,Decr1,"2,4-dienoyl-CoA reductase, mitochondrial",Q9CQ62,DECR_MOUSE,"nucleus,nucleoplasm,mitochondrion,cytosol,extracellular exosome","fatty acid beta-oxidation,protein homotetramerization","2,4-dienoyl-CoA reductase (NADPH) activity,NADPH binding",22,20,21,20,22,22,18,20,22,22,22,22,22,22,22,22,2796.132568,1670.299561,2999.999023,1339.831665,3101.593262,2593.355469,1073.147217,1652.682129
7.33E-49,Mtap,S-methyl-5'-thioadenosine phosphorylase,Q9CQ65,MTAP_MOUSE,"nucleus,cytosol,extracellular exosome","purine ribonucleoside salvage,L-methionine biosynthetic process from methylthioadenosine,methylation,response to testosterone",S-methyl-5-thioadenosine phosphorylase activity,5,6,5,6,5,5,6,5,6,6,6,6,6,6,6,6,105.5994186,269.8891296,107.5843811,213.828537,101.4528275,101.455719,258.3261414,203.2058563
1.22E-42,Uqcrq,Cytochrome b-c1 complex subunit 8,Q9CQ69,QCR8_MOUSE,"mitochondrion,mitochondrial inner membrane,mitochondrial respiratory chain complex III","mitochondrial electron transport, ubiquinol to cytochrome c,subthalamus development,pons development,cerebellar Purkinje cell layer development,hippocampus development,thalamus development,hypothalamus development,pyramidal neuron development,midbrain development,hydrogen ion transmembrane transport",ubiquinol-cytochrome-c reductase activity,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1442.823975,637.5125732,1532.686523,1886.654785,1345.851563,1275.911987,427.0406494,598.1135864
1.23E-45,Ndufa2,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2,Q9CQ75,NDUA2_MOUSE,"mitochondrion,mitochondrial respiratory chain complex I,mitochondrial membrane","mitochondrial respiratory chain complex I assembly,oxidation-reduction process",NADH dehydrogenase (ubiquinone) activity,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,535.0946655,141.5310822,489.1157532,196.8918304,424.1658936,442.2513123,110.9078827,187.4579315
2.96E-31,Ndufa3,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3,Q9CQ91,NDUA3_MOUSE,"mitochondrion,mitochondrial inner membrane,mitochondrial respiratory chain complex I,integral component of membrane","mitochondrial respiratory chain complex I assembly,oxidation-reduction process",molecular_function,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,87.66876984,37.12348557,101.5123291,29.02725601,105.5443115,73.71635437,25.97210312,45.07754898
1.80E-49,Fis1,Mitochondrial fission 1 protein,Q9CQ92,FIS1_MOUSE,"mitochondrion,peroxisome,integral component of peroxisomal membrane,endoplasmic reticulum,membrane,integral component of mitochondrial outer membrane,protein complex","mitochondrial fission,mitophagy,release of cytochrome c from mitochondria,protein targeting to mitochondrion,positive regulation of cytosolic calcium ion concentration,mitochondrial fusion,regulation of mitochondrion organization,response to muscle activity,peroxisome fission,response to nutrient levels,negative regulation of endoplasmic reticulum calcium ion concentration,calcium-mediated signaling using intracellular calcium source,positive regulation of cysteine-type endopeptidase activity involved in apoptotic process,positive regulation of neuron apoptotic process,mitochondrial fragmentation involved in apoptotic process,protein homooligomerization,positive regulation of mitochondrial calcium ion concentration,mitochondrion morphogenesis,cellular response to glucose stimulus,positive regulation of mitochondrial fission,positive regulation of protein targeting to membrane,cellular response to toxic substance,cellular response to peptide,response to fluoride,cellular response to thapsigargin,response to flavonoid,response to hypobaric hypoxia,positive regulation of intrinsic apoptotic signaling pathway","receptor binding,protein complex binding",4,4,4,3,4,4,4,4,5,5,5,5,5,5,5,5,149.5191956,93.35957336,142.8316956,59.47570038,156.7814484,139.709259,108.3875504,107.5433044
6.70E-59,Sdhb,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial",Q9CQA3,SDHB_MOUSE,"nucleoplasm,mitochondrion,mitochondrial inner membrane,mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone),plasma membrane,respiratory chain complex II,extracellular exosome","tricarboxylic acid cycle,succinate metabolic process,aerobic respiration,respiratory electron transport chain","succinate dehydrogenase (ubiquinone) activity,electron carrier activity,metal ion binding,ubiquinone binding,2 iron, 2 sulfur cluster binding,3 iron, 4 sulfur cluster binding,4 iron, 4 sulfur cluster binding",18,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,3057.360352,1521.619873,2989.378662,2100.10791,3348.270996,2603.480469,989.8079224,1319.630005
2.46E-69,Uqcrb,Cytochrome b-c1 complex subunit 7,Q9CQB4;Q9D855,Q9CQB4_MOUSE;QCR7_MOUSE,";mitochondrion,mitochondrial inner membrane,mitochondrial respiratory chain complex III",";mitochondrial electron transport, ubiquinol to cytochrome c,aerobic respiration,mitochondrial respiratory chain complex III assembly,hydrogen ion transmembrane transport",;ubiquinol-cytochrome-c reductase activity,17,17,17,17,17,16,15,16,17,17,17,17,17,17,17,17,1309.289551,639.8919067,1176.789429,2560.121826,1329.402954,1183.061768,460.3955688,595.9714966
1.10E-18,Cisd2,CDGSH iron-sulfur domain-containing protein 2,Q9CQB5,CISD2_MOUSE,"mitochondrial outer membrane,endoplasmic reticulum,endoplasmic reticulum membrane,membrane,integral component of membrane,protein complex,perinuclear region of cytoplasm","mitophagy,multicellular organism aging,regulation of autophagy","RNA binding,protein homodimerization activity,metal ion binding,2 iron, 2 sulfur cluster binding",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,26.37982178,30.57614899,28.29553223,46.61525726,27.3720417,15.89500809,31.59744453,17.27248573
1.72E-53,Ndufb4,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4,Q9CQC7,NDUB4_MOUSE,"mitochondrion,mitochondrial inner membrane,mitochondrial respiratory chain complex I,integral component of membrane,nuclear membrane,extracellular exosome","response to oxidative stress,mitochondrial respiratory chain complex I assembly,oxidation-reduction process","molecular_function,NADH dehydrogenase (ubiquinone) activity",8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,774.8822021,344.6702881,864.2515259,621.8377686,719.3114624,755.2910767,203.0046692,349.3435364
1.63E-20,Sar1b,GTP-binding protein SAR1b,Q9CQC9,SAR1B_MOUSE,"endoplasmic reticulum membrane,Golgi cisterna membrane","intracellular protein transport,vesicle-mediated transport","protein binding,GTP binding,metal ion binding",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,147.425354,123.5270615,166.51091,66.04112244,136.3791656,87.55695343,78.35124969,64.35109711
1.14E-07,Rab5a,Ras-related protein Rab-5A,Q9CQD1,RAB5A_MOUSE,"ruffle,cytoplasm,endosome,early endosome,cytosol,plasma membrane,synaptic vesicle,endosome membrane,actin cytoskeleton,endocytic vesicle,axon,dendrite,phagocytic vesicle membrane,somatodendritic compartment,melanosome,neuronal cell body,terminal bouton,axon terminus,membrane raft,phagocytic vesicle,extracellular exosome,cytoplasmic side of early endosome membrane","endocytosis,phagocytosis,protein transport,regulation of endocytosis,synaptic vesicle recycling,viral RNA genome replication,early endosome to late endosome transport,transcytosis,positive regulation of exocytosis,regulation of endosome size,regulation of filopodium assembly,receptor internalization involved in canonical Wnt signaling pathway,regulation of synaptic vesicle exocytosis","GTPase activity,protein binding,GTP binding,guanyl nucleotide binding,GDP binding",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,33.31031799,31.64236641,43.80292892,27.90880013,35.72484589,28.1733532,21.779459,35.48579025
3.08E-65,,UPF0568 protein C14orf166 homolog,Q9CQE8,CN166_MOUSE,"nucleus,nucleoplasm,cytoplasm,microtubule organizing center,cytosol,perinuclear region of cytoplasm,tRNA-splicing ligase complex","transcription, DNA-templated,tRNA splicing, via endonucleolytic cleavage and ligation,positive regulation of transcription from RNA polymerase II promoter","RNA polymerase II core binding,RNA binding,identical protein binding",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,83.77923584,136.1021729,79.26236725,106.3824615,74.97183228,76.79714203,200.6302338,175.8641205
7.09E-39,Nudt21,Cleavage and polyadenylation specificity factor subunit 5,Q9CQF3,CPSF5_MOUSE,"nucleus,centrosome,microtubule organizing center,mRNA cleavage factor complex,nuclear body,paraspeckles","mRNA polyadenylation,mRNA cleavage,mRNA processing,protein tetramerization","RNA binding,mRNA binding,hydrolase activity,AU-rich element binding,identical protein binding,protein homodimerization activity,histone deacetylase binding",2,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,23.76758003,70.21354675,29.48933983,85.97075653,28.45638275,29.76877022,94.71418762,70.95406342
1.30E-36,Pfdn1,Prefoldin 1;Prefoldin subunit 1,Q9CQF7;Q9CWM4,Q9CQF7_MOUSE;PFD1_MOUSE,";cytoplasm,prefoldin complex",";protein folding,telencephalon development,cerebellum development,actin cytoskeleton organization,B cell activation",";protein binding involved in protein folding,unfolded protein binding",2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,58.13538361,81.17523956,45.88367081,69.46228027,17.05105591,36.20707703,54.40520096,48.91154861
8.70E-31,Pcyox1,Prenylcysteine oxidase,Q9CQF9,PCYOX_MOUSE,"lysosome,vacuolar membrane,plasma membrane,very-low-density lipoprotein particle,extracellular exosome","prenylated protein catabolic process,prenylcysteine catabolic process,oxidation-reduction process,Requires Ontology,chloride transmembrane transport","prenylcysteine oxidase activity,chloride-transporting ATPase activity",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,39.38911057,43.04787064,34.21475601,126.4733887,35.25856018,30.07359123,77.85686493,70.70548248
4.95E-45,Btf3l4,Transcription factor BTF3 homolog 4,Q9CQH7,BT3L4_MOUSE,cellular_component,biological_process,molecular_function,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,92.13336182,90.08233643,56.39883041,44.58232498,31.7546978,50.34932327,7.127538204,37.60079956
1.53E-50,Gmfb,Glia maturation factor beta,Q9CQI3,GMFB_MOUSE,intracellular,"learning,locomotory behavior,regulation of receptor activity,negative regulation of Arp2/3 complex-mediated actin nucleation","actin binding,growth factor activity,Arp2/3 complex binding",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,193.9224091,275.6508484,197.0567932,191.1006165,188.5486908,204.6369781,298.2052307,266.1018677
3.90E-56,Cotl1,Coactosin-like protein,Q9CQI6,COTL1_MOUSE,"cellular_component,nucleus,cytoplasm,cytoskeleton,extracellular exosome",defense response to fungus,"actin binding,protein binding,enzyme binding",13,13,12,13,12,13,13,13,13,13,13,13,13,13,13,13,972.3577271,1186.584229,837.1932983,1746.575439,739.7452393,1079.137817,1550.440063,1738.973755
4.98E-55,Ndufb9,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9,Q9CQJ8,NDUB9_MOUSE,"mitochondrion,mitochondrial inner membrane,mitochondrial respiratory chain complex I,extracellular exosome","mitochondrial electron transport, NADH to ubiquinone,mitochondrial respiratory chain complex I assembly",,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,462.371582,166.5305481,413.4733582,639.4246216,422.723175,377.528656,124.1775589,198.7204132
5.41E-56,Txndc17,Thioredoxin domain-containing protein 17,Q9CQM5,TXD17_MOUSE,"cytosol,extracellular exosome","tumor necrosis factor-mediated signaling pathway,oxidation-reduction process,cellular oxidant detoxification","peroxidase activity,protein-disulfide reductase activity",8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,709.9194946,832.2731323,604.3140869,305.5426025,528.6732788,661.6729736,779.5294189,818.0036011
8.08E-23,Glrx3,Glutaredoxin-3,Q9CQM9,GLRX3_MOUSE,"nucleus,cytosol,cell cortex,Z disc,dendrite,extracellular exosome","regulation of the force of heart contraction,negative regulation of cardiac muscle hypertrophy,[2Fe-2S] cluster assembly,cell redox homeostasis,oxidation-reduction process,protein maturation by iron-sulfur cluster transfer","RNA binding,protein kinase C binding,protein binding,electron carrier activity,protein disulfide oxidoreductase activity,identical protein binding,metal ion binding,iron-sulfur cluster binding",1,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,52.24002838,257.7493591,35.90217209,36.22503662,79.95696259,28.52980614,83.24234772,18.08840179
3.69E-50,Trap1,"Heat shock protein 75 kDa, mitochondrial",Q9CQN1,TRAP1_MOUSE,"nucleoplasm,mitochondrion,mitochondrial inner membrane,mitochondrial intermembrane space,mitochondrial matrix,lipid particle,membrane,extracellular exosome","protein folding,response to stress,translational attenuation,negative regulation of cellular respiration,negative regulation of intrinsic apoptotic signaling pathway in response to hydrogen peroxide","RNA binding,ATP binding,protein kinase binding,unfolded protein binding",26,25,27,26,27,26,26,26,27,27,27,27,27,27,27,27,450.4907532,239.5884094,463.3047485,206.2644806,480.4523926,480.2076111,168.4296112,250.1484375
1.72E-48,Atp5f1,"ATP synthase F(0) complex subunit B1, mitochondrial",Q9CQQ7,AT5F1_MOUSE,"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o),nucleus,nucleoplasm,mitochondrion,mitochondrial inner membrane,mitochondrial proton-transporting ATP synthase complex,membrane,myelin sheath,extracellular exosome","ATP synthesis coupled proton transport,substantia nigra development,Requires Ontology","ATPase activity,proton-transporting ATP synthase activity, rotational mechanism",14,13,15,14,14,13,13,13,15,15,15,15,15,15,15,15,2874.581299,1219.54895,2888.390137,1545.797974,2466.620605,2348.283203,824.0289917,1346.376099
2.28E-56,Rps21,40S ribosomal protein S21,Q9CQR2,RS21_MOUSE,"small ribosomal subunit,cytosolic small ribosomal subunit","endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA),endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA),translation","RNA binding,structural constituent of ribosome,ribosome binding,protein N-terminus binding",7,7,6,6,7,7,7,7,7,7,7,7,7,7,7,7,593.697876,1135.089233,602.6446533,792.074707,601.5437622,642.6304932,1224.950806,898.9333496
4.11E-46,Acot13,Acyl-coenzyme A thioesterase 13,Q9CQR4,ACO13_MOUSE,"nucleus,mitochondrion,spindle,cytosol,extracellular exosome",protein homotetramerization,acyl-CoA hydrolase activity,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1856.408203,1322.769653,1969.574951,1127.140747,1941.740601,1356.359619,704.3103638,1052.545776
2.99E-48,Txndc12,Thioredoxin domain-containing protein 12,Q9CQU0,TXD12_MOUSE,"endoplasmic reticulum,endoplasmic reticulum lumen","cell differentiation,cell redox homeostasis,oxidation-reduction process,negative regulation of cell death,negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway","peptide disulfide oxidoreductase activity,protein-disulfide reductase (glutathione) activity",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,87.15093231,124.2052078,55.57461929,154.1843109,57.58478165,60.90280533,160.5945282,134.6854706
