PG.Genes,PG.ProteinDescriptions,PG.UniProtIds,PG.ProteinNames,PG.CellularComponent,PG.BiologicalProcess,PG.MolecularFunction,PG.Qvalue,[1] 22_0518_009_SSL2_ND_Non_23_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[2] 22_0518_010_SSL2_ND_Non_27_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[3] 22_0518_011_SSL2_ND_Non_24_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[4] 22_0518_014_SSL2_ND_Non_29_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[5] 22_0518_015_SSL2_ND_Non_26_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[6] 22_0518_016_SSL2_ND_Non_30_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[7] 22_0519_001_SSL2_ND_Non_28_DIA_02.wiff.PG.NrOfPrecursorsIdentified,[8] 22_0519_002_SSL2_ND_Non_25_DIA_02.wiff.PG.NrOfPrecursorsIdentified,[1] 22_0518_009_SSL2_ND_Non_23_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[2] 22_0518_010_SSL2_ND_Non_27_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[3] 22_0518_011_SSL2_ND_Non_24_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[4] 22_0518_014_SSL2_ND_Non_29_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[5] 22_0518_015_SSL2_ND_Non_26_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[6] 22_0518_016_SSL2_ND_Non_30_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[7] 22_0519_001_SSL2_ND_Non_28_DIA_02.wiff.PG.NrOfPrecursorsUsedForQuantification,[8] 22_0519_002_SSL2_ND_Non_25_DIA_02.wiff.PG.NrOfPrecursorsUsedForQuantification,[1] 22_0518_009_SSL2_ND_Non_23_DIA_01.wiff.PG.Quantity,[2] 22_0518_010_SSL2_ND_Non_27_DIA_01.wiff.PG.Quantity,[3] 22_0518_011_SSL2_ND_Non_24_DIA_01.wiff.PG.Quantity,[4] 22_0518_014_SSL2_ND_Non_29_DIA_01.wiff.PG.Quantity,[5] 22_0518_015_SSL2_ND_Non_26_DIA_01.wiff.PG.Quantity,[6] 22_0518_016_SSL2_ND_Non_30_DIA_01.wiff.PG.Quantity,[7] 22_0519_001_SSL2_ND_Non_28_DIA_02.wiff.PG.Quantity,[8] 22_0519_002_SSL2_ND_Non_25_DIA_02.wiff.PG.Quantity
Dpt,Dermatopontin,Q9QZZ6,DERM_MOUSE,"proteinaceous extracellular matrix,extracellular space,extracellular matrix,extracellular exosome","cell adhesion,negative regulation of cell proliferation,collagen fibril organization",molecular_function,5.13E-18,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,1,12.4659853,15.9366951,5.601102352,36.42378235,10.48199368,22.53451157,45.15155029,3.188044071
Bcam,Basal cell adhesion molecule,Q9R069,BCAM_MOUSE,"plasma membrane,integral component of plasma membrane,cell surface,extracellular matrix,extracellular exosome","cell adhesion,cell-matrix adhesion","laminin receptor activity,protein C-terminus binding,laminin binding",1.48E-30,5,5,5,4,5,5,4,5,5,5,5,4,5,5,4,5,15.60223198,42.38663101,18.74291229,25.64576912,9.613637924,24.31912613,54.36608887,10.20871258
Acox1,Peroxisomal acyl-coenzyme A oxidase 1,Q9R0H0,ACOX1_MOUSE,"nucleus,nucleoplasm,nucleolus,cytoplasm,mitochondrion,peroxisome,peroxisomal membrane,plasma membrane,membrane,intracellular membrane-bounded organelle","very long-chain fatty acid metabolic process,generation of precursor metabolites and energy,lipid metabolic process,fatty acid beta-oxidation,prostaglandin metabolic process,spermatogenesis,peroxisome fission,fatty acid oxidation,fatty acid beta-oxidation using acyl-CoA dehydrogenase,fatty acid beta-oxidation using acyl-CoA oxidase,lipid homeostasis,positive regulation of cholesterol homeostasis","acyl-CoA dehydrogenase activity,acyl-CoA oxidase activity,receptor binding,palmitoyl-CoA oxidase activity,PDZ domain binding,protein N-terminus binding,flavin adenine dinucleotide binding,FAD binding",5.39E-51,42,43,43,42,43,43,40,42,42,43,43,42,43,43,40,42,767.0182495,514.9762573,1026.179321,670.0376587,806.8806763,324.0095215,645.2729492,872.7567139
Galk1,Galactokinase,Q9R0N0,GALK1_MOUSE,"cytoplasm,membrane,extracellular exosome","galactose metabolic process,galactitol metabolic process,galactose catabolic process via UDP-galactose,carbohydrate phosphorylation,glycolytic process from galactose","galactokinase activity,protein binding,ATP binding,galactose binding",4.98E-32,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,84.34786987,91.20770264,84.08288574,97.97878265,70.85610199,96.20540619,98.85332489,60.61597443
Dstn,Destrin,Q9R0P5,DEST_MOUSE,"cytoplasm,cortical actin cytoskeleton,extracellular exosome","actin filament depolymerization,actin filament fragmentation,positive regulation of actin filament depolymerization,actin filament severing",actin filament binding,1.10E-43,10,10,10,10,8,10,9,9,10,10,10,10,8,10,9,9,544.5150146,748.1711426,535.3738403,728.7215576,503.0223999,928.0799561,856.4414063,491.3479004
Arpc1a,Actin-related protein 2/3 complex subunit 1A,Q9R0Q6,ARC1A_MOUSE,"cytoplasm,Arp2/3 protein complex,muscle cell projection membrane,extracellular exosome",Arp2/3 complex-mediated actin nucleation,"protein binding,actin filament binding",1.12E-45,4,3,4,4,4,4,3,3,4,3,4,4,4,4,3,3,99.64143372,41.87609863,94.53596497,61.91491318,83.28340912,41.17198944,37.4040947,86.55935669
Acot9,"Acyl-coenzyme A thioesterase 9, mitochondrial",Q9R0X4,ACOT9_MOUSE,mitochondrion,acyl-CoA metabolic process,"acetyl-CoA hydrolase activity,protein binding,acyl-CoA hydrolase activity,carboxylic ester hydrolase activity",2.79E-37,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,141.0221863,109.5423584,127.0036926,107.6781693,114.6546707,113.4994125,142.4042053,142.8556671
Ak1,Adenylate kinase isoenzyme 1;Isoform 2 of Adenylate kinase isoenzyme 1,Q9R0Y5;Q9R0Y5-2,KAD1_MOUSE,"outer dense fiber,cytoplasm,cytosol,plasma membrane,sperm flagellum,extracellular exosome;","nucleoside diphosphate phosphorylation,cell cycle arrest,nucleoside triphosphate biosynthetic process,ATP metabolic process;","adenylate kinase activity,nucleoside diphosphate kinase activity,ATP binding;",5.38E-40,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,128.7137146,121.2186966,137.9969482,69.59259796,104.1246567,138.4309235,33.5874939,113.1361313
Sqrdl,"Sulfide:quinone oxidoreductase, mitochondrial",Q9R112,SQRD_MOUSE,"mitochondrion,mitochondrial inner membrane","sulfide oxidation, using sulfide:quinone oxidoreductase,hydrogen sulfide metabolic process","quinone binding,sulfide:quinone oxidoreductase activity",6.59E-60,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,139.5437469,83.32725525,162.6306305,81.75547791,131.6585083,58.54565811,74.17910767,142.5675049
Psma4,Proteasome subunit alpha type-4,Q9R1P0,PSA4_MOUSE,"proteasome complex,cytoplasmic mRNA processing body,nucleus,cytosol,proteasome core complex,proteasome core complex, alpha-subunit complex,intracellular membrane-bounded organelle,extracellular exosome",ubiquitin-dependent protein catabolic process,threonine-type endopeptidase activity,8.22E-35,6,7,6,7,7,7,7,6,6,7,6,7,7,7,7,6,160.3005829,230.3574066,138.6100922,258.0977173,154.433197,275.6360779,291.2937927,121.4600983
Psmb3,Proteasome subunit beta type-3,Q9R1P1,PSB3_MOUSE,"proteasome complex,nucleus,cytosol,proteasome core complex,proteasome core complex, beta-subunit complex,extracellular exosome","protein catabolic process,proteasome-mediated ubiquitin-dependent protein catabolic process","endopeptidase activity,threonine-type endopeptidase activity",7.33E-39,3,4,3,4,4,4,4,4,3,4,3,4,4,4,4,4,31.93416214,54.07095337,36.57030106,55.58901596,43.10684967,84.83570099,60.78162003,28.14023972
Psmb2,Proteasome subunit beta type-2,Q9R1P3,PSB2_MOUSE,"proteasome complex,nucleus,nucleoplasm,cytosol,proteasome core complex,membrane,proteasome core complex, beta-subunit complex,extracellular exosome","response to organonitrogen compound,response to organic cyclic compound,proteolysis involved in cellular protein catabolic process",threonine-type endopeptidase activity,6.09E-33,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,106.1355057,168.9820862,90.79402924,165.6559753,91.88461304,189.5535583,197.8210144,110.7582703
Psma1,Proteasome subunit alpha type-1,Q9R1P4,PSA1_MOUSE,"proteasome complex,nucleus,nucleoplasm,centrosome,cytosol,proteasome core complex,proteasome core complex, alpha-subunit complex,extracellular exosome","immune system process,negative regulation of inflammatory response to antigenic stimulus,ubiquitin-dependent protein catabolic process","lipopolysaccharide binding,threonine-type endopeptidase activity,protein binding",1.19E-49,5,6,5,6,6,6,6,6,5,6,5,6,6,6,6,6,123.9334183,241.748642,134.4208069,258.1217651,158.1843872,317.3911133,286.9759216,155.5967255
Tmem176b,Transmembrane protein 176B,Q9R1Q6,T176B_MOUSE,"integral component of membrane,nuclear membrane","cell differentiation,negative regulation of dendritic cell differentiation",protein binding,2.67E-22,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9.986702919,41.79003525,17.35910988,19.02751923,14.38850975,44.64303207,6.257594109,7.215499401
Myo1c,Unconventional myosin-Ic,Q9WTI7,MYO1C_MOUSE,"nuclear pore,nucleolus,cytoplasm,cytosol,plasma membrane,microvillus,brush border,basal plasma membrane,membrane,lateral plasma membrane,nuclear body,cytoplasmic vesicle,filamentous actin,stereocilium,ruffle membrane,membrane raft,myosin I complex,stereocilium membrane,extracellular exosome","protein targeting,protein targeting to membrane,transport,positive regulation of cell migration,positive regulation of actin filament polymerization,positive regulation of cell migration by vascular endothelial growth factor signaling pathway,mRNA transport,membrane organization,positive regulation of protein targeting to membrane,positive regulation of cellular response to insulin stimulus,positive regulation of vascular endothelial growth factor signaling pathway,regulation of bicellular tight junction assembly","microfilament motor activity,actin binding,receptor binding,protein binding,calmodulin binding,ATP binding,phospholipid binding,protein C-terminus binding,Ral GTPase binding,actin-dependent ATPase activity,actin filament binding",6.37E-50,17,17,18,17,16,17,16,17,17,17,18,17,16,17,16,17,178.2029419,215.5848541,186.766571,245.2589417,179.5260315,247.7611847,200.447525,183.0920715
Lypla2,Acyl-protein thioesterase 2,Q9WTL7,LYPA2_MOUSE,"cytoplasm,extracellular exosome","protein depalmitoylation,fatty acid metabolic process","palmitoyl-(protein) hydrolase activity,cadherin binding,carboxylic ester hydrolase activity",1.02E-41,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,28.73095512,52.50109482,23.38355637,52.96305466,24.2866993,66.35822296,36.48245621,27.23545265
Ruvbl2,RuvB-like 2,Q9WTM5,RUVB2_MOUSE,"Swr1 complex,intracellular,nucleus,nucleoplasm,nuclear euchromatin,centrosome,cytosol,intracellular ribonucleoprotein complex,Ino80 complex,NuA4 histone acetyltransferase complex,extracellular exosome,MLL1 complex,R2TP complex","box C/D snoRNP assembly,DNA repair,DNA recombination,chromatin remodeling,transcription, DNA-templated,regulation of transcription from RNA polymerase II promoter,histone acetylation,DNA duplex unwinding,cellular response to UV,positive regulation of histone acetylation,histone H4 acetylation,histone H2A acetylation,positive regulation of transcription from RNA polymerase II promoter,establishment of protein localization to chromatin,cellular response to estradiol stimulus,transcriptional activation by promoter-enhancer looping,negative regulation of estrogen receptor binding,positive regulation of telomerase RNA localization to Cajal body","RNA polymerase II core promoter sequence-specific DNA binding,RNA polymerase II distal enhancer sequence-specific DNA binding,TFIID-class transcription factor binding,DNA helicase activity,ATP-dependent DNA helicase activity,protein binding,ATP binding,chromatin DNA binding,identical protein binding,protein homodimerization activity,ATP-dependent 5'-3' DNA helicase activity,ADP binding,ATPase binding,ATPase activity",2.53E-22,6,6,6,6,5,6,5,6,6,6,6,6,5,6,5,6,17.05890465,34.39536667,14.8354845,39.72576523,13.47081852,38.9451561,29.7869606,14.024683
Ak2,"Adenylate kinase 2, mitochondrial;Isoform 2 of Adenylate kinase 2, mitochondrial",Q9WTP6;Q9WTP6-2,KAD2_MOUSE,"mitochondrion,mitochondrial inner membrane,mitochondrial intermembrane space,sperm flagellum,extracellular exosome,sperm mitochondrial sheath;","ADP biosynthetic process,nucleotide phosphorylation;","adenylate kinase activity,ATP binding;",1.12E-55,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,768.4063721,474.6045837,877.5778198,545.9255981,752.0697021,460.0539246,373.488739,926.4857178
Ak3,"GTP:AMP phosphotransferase AK3, mitochondrial",Q9WTP7,KAD3_MOUSE,"mitochondrion,mitochondrial matrix","AMP metabolic process,GTP metabolic process,ITP metabolic process,UTP metabolic process,nucleotide phosphorylation","adenylate kinase activity,ATP binding,GTP binding,nucleoside triphosphate adenylate kinase activity",1.39E-52,12,12,12,12,12,12,11,12,12,12,12,12,12,12,11,12,582.0137329,273.3534851,564.5626831,276.7664795,446.0082092,213.5788879,377.7675476,569.4359131
Akap12,A-kinase anchor protein 12;Isoform 2 of A-kinase anchor protein 12,Q9WTQ5;Q9WTQ5-2,AKA12_MOUSE,"cytosol,cytoskeleton,plasma membrane,focal adhesion;","protein targeting,signal transduction,positive regulation of protein kinase A signaling,positive regulation of cAMP biosynthetic process,regulation of protein kinase C signaling;","adenylate cyclase binding,receptor signaling complex scaffold activity,protein kinase A binding;",5.71E-45,5,12,6,12,7,12,9,2,5,12,6,12,7,12,9,2,4.546363831,64.90448761,6.781038284,42.4156723,5.13307333,61.2265892,38.46523666,6.921329975
Skp1,S-phase kinase-associated protein 1,Q9WTX5,SKP1_MOUSE,"nucleus,cytoplasm,centrosome,cytosol,SCF ubiquitin ligase complex,Cul7-RING ubiquitin ligase complex,extracellular exosome,PcG protein complex","ubiquitin-dependent protein catabolic process,protein ubiquitination,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process,histone H2A monoubiquitination,maintenance of protein location in nucleus","ubiquitin-protein transferase activity,protein binding,beta-catenin binding,protein domain specific binding,cullin family protein binding,ubiquitin protein ligase activity",1.29E-56,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,138.1849213,168.3540192,119.0614395,167.0436096,138.1582031,178.3977661,118.0290833,127.9461365
Pfdn5,Prefoldin subunit 5,Q9WU28,PFD5_MOUSE,"nucleus,cytoplasm,prefoldin complex","regulation of transcription, DNA-templated,protein folding,negative regulation of transcription, DNA-templated,retina development in camera-type eye,negative regulation of canonical Wnt signaling pathway",unfolded protein binding,6.02E-20,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,7.861907959,17.55075836,7.539064407,17.90480995,3.770425558,12.21469402,8.929465294,3.778649092
Pdcd6ip,Programmed cell death 6-interacting protein;Isoform 3 of Programmed cell death 6-interacting protein,Q9WU78;Q9WU78-3,PDC6I_MOUSE,"immunological synapse,microtubule organizing center,cytosol,bicellular tight junction,focal adhesion,membrane,melanosome,actomyosin,myelin sheath,extracellular exosome,endoplasmic reticulum exit site,Flemming body,extracellular vesicle;","mitotic cytokinesis,actomyosin contractile ring assembly,cell separation after cytokinesis,apoptotic process,regulation of centrosome duplication,protein transport,viral budding via host ESCRT complex,maintenance of epithelial cell apical/basal polarity,viral budding,protein homooligomerization,bicellular tight junction assembly,regulation of membrane permeability,ubiquitin-independent protein catabolic process via the multivesicular body sorting pathway,positive regulation of exosomal secretion,regulation of extracellular exosome assembly,positive regulation of extracellular exosome assembly;","protein binding,proteinase activated receptor binding,protein homodimerization activity,protein dimerization activity,calcium-dependent protein binding;",2.32E-47,14,15,14,15,13,15,14,15,14,15,14,15,13,15,14,15,88.3939209,137.4944611,73.71376801,137.6897583,103.8027954,171.3427582,122.1714706,82.78388977
Prodh,"Proline dehydrogenase 1, mitochondrial",Q9WU79,PROD_MOUSE,"mitochondrion,mitochondrial inner membrane,mitochondrial matrix","proline catabolic process to glutamate,oxidation-reduction process","proline dehydrogenase activity,amino acid binding,FAD binding",8.11E-41,17,17,17,17,17,16,14,17,17,17,17,17,17,16,14,17,152.6645966,109.8689194,135.5171814,96.87953186,148.6429138,58.6268425,60.69561768,153.9895935
Ccs,Copper chaperone for superoxide dismutase,Q9WU84,CCS_MOUSE,"nucleus,cytoplasm,mitochondrial intermembrane space,extracellular space","superoxide metabolic process,metal ion transport,cellular response to oxidative stress,positive regulation of oxidoreductase activity,oxidation-reduction process","copper ion binding,zinc ion binding,superoxide dismutase copper chaperone activity,cadherin binding,superoxide dismutase activity",9.33E-33,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,46.47345734,28.8645153,42.93291855,34.06488037,34.38550186,10.55546093,22.71517372,32.80345917
Farsb,Phenylalanine--tRNA ligase beta subunit,Q9WUA2,SYFB_MOUSE,"phenylalanine-tRNA ligase complex,membrane","phenylalanyl-tRNA aminoacylation,protein heterotetramerization","magnesium ion binding,RNA binding,phenylalanine-tRNA ligase activity,ATP binding",1.99E-51,8,8,8,8,8,8,8,7,8,8,8,8,8,8,8,7,95.137146,122.0005341,98.77981567,126.6746979,97.67788696,132.3912354,79.01052856,89.49796295
Eif4h,Eukaryotic translation initiation factor 4H;Isoform Short of Eukaryotic translation initiation factor 4H,Q9WUK2;Q9WUK2-2,IF4H_MOUSE,"polysome,membrane,eukaryotic translation initiation factor 4F complex,perinuclear region of cytoplasm;","formation of translation preinitiation complex,sexual reproduction,developmental growth,eukaryotic translation initiation factor 4F complex assembly;","RNA binding,translation initiation factor activity,RNA strand annealing activity,RNA strand-exchange activity,ribosomal small subunit binding,cadherin binding;",4.49E-53,3,4,4,4,3,4,4,3,3,4,4,4,3,4,4,3,44.83818054,90.26901245,62.10232544,94.35632324,56.59331512,134.0911102,97.30316925,50.81811905
Arl3,ADP-ribosylation factor-like protein 3,Q9WUL7,ARL3_MOUSE,"Golgi membrane,nucleus,Golgi apparatus,centrosome,spindle microtubule,cytoplasmic microtubule,cilium,midbody,photoreceptor connecting cilium,extracellular exosome","mitotic cytokinesis,kidney development,post-Golgi vesicle-mediated transport,smoothened signaling pathway,small GTPase mediated signal transduction,intraciliary transport,photoreceptor cell development,cilium morphogenesis","GTPase activity,protein binding,GTP binding,microtubule binding,GDP binding,metal ion binding",1.96E-35,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,76.6084671,73.16796875,68.62911987,67.30149841,68.42811584,85.94819641,62.99291992,46.73124313
Coro1b,Coronin-1B,Q9WUM3,COR1B_MOUSE,"stress fiber,cytoplasm,cytosol,actin filament,plasma membrane,focal adhesion,actin cytoskeleton,lamellipodium,cell leading edge,perinuclear region of cytoplasm,extracellular exosome,cell periphery","cell migration,actin cytoskeleton organization,ruffle organization,negative regulation of Arp2/3 complex-mediated actin nucleation,endothelial cell chemotaxis,cellular response to platelet-derived growth factor stimulus,wound healing,actin filament bundle assembly,negative regulation of smooth muscle cell chemotaxis,actin filament branching,protein localization to cell leading edge,positive regulation of lamellipodium morphogenesis","protein binding,identical protein binding,cadherin binding,actin filament binding,Arp2/3 complex binding",8.32E-44,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,147.0477295,190.4829712,123.4447174,180.7268219,138.1512756,224.8370361,231.3353882,95.58152771
Coro1c,Coronin-1C,Q9WUM4,COR1C_MOUSE,"cytoplasm,cytoskeleton,focal adhesion,actin cytoskeleton,lateral plasma membrane,flotillin complex,lamellipodium,vesicle","actin cortical patch assembly,neural crest cell migration,regulation of protein phosphorylation,negative regulation of protein phosphorylation,phagocytosis,regulation of epithelial cell migration,negative regulation of epithelial cell migration,regulation of fibroblast migration,actin cytoskeleton organization,negative regulation of protein kinase activity by regulation of protein phosphorylation,establishment of protein localization,regulation of focal adhesion assembly,negative regulation of focal adhesion assembly,activation of GTPase activity,regulation of substrate adhesion-dependent cell spreading,negative regulation of substrate adhesion-dependent cell spreading,regulation of ruffle assembly,positive regulation of lamellipodium morphogenesis","Rac GTPase binding,actin filament binding",2.43E-54,11,11,11,11,10,11,11,11,11,11,11,11,10,11,11,11,70.09701538,154.8738861,65.42868042,157.3324738,92.00413513,178.2421265,118.0911102,59.67930603
Suclg1,"Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial",Q9WUM5,SUCA_MOUSE,"mitochondrion,mitochondrial inner membrane,mitochondrial matrix,cytosol,plasma membrane,extracellular exosome",tricarboxylic acid cycle,"nucleotide binding,RNA binding,succinate-CoA ligase (ADP-forming) activity,succinate-CoA ligase (GDP-forming) activity,cofactor binding",7.82E-52,17,17,17,16,17,16,15,16,17,17,17,16,17,16,15,16,1114.32019,590.8704834,1236.291992,678.1762085,1094.753296,455.6013794,392.9968262,1156.579712
Tinag,Protein Tinag,Q9WUR0,Q9WUR0_MOUSE,"basement membrane,extracellular space,intracellular membrane-bounded organelle,lysosome","receptor-mediated endocytosis,immune response,cell adhesion,proteolysis involved in cellular protein catabolic process","scavenger receptor activity,polysaccharide binding,cysteine-type endopeptidase activity",1.77E-49,14,13,15,13,14,13,13,12,14,13,15,13,14,13,13,12,204.5556946,215.7550964,218.8655701,178.8670807,154.8823395,172.3957825,435.6345825,151.0495911
Ak4,"Adenylate kinase 4, mitochondrial",Q9WUR9,KAD4_MOUSE,"mitochondrion,mitochondrial matrix,extracellular exosome","liver development,nucleoside diphosphate phosphorylation,brain development,nucleoside triphosphate biosynthetic process,response to drug,AMP metabolic process,ATP metabolic process,GTP metabolic process","adenylate kinase activity,nucleoside diphosphate kinase activity,ATP binding,GTP binding,nucleoside triphosphate adenylate kinase activity",2.51E-62,13,12,13,13,13,13,12,13,13,12,13,13,13,13,12,13,2129.329834,1030.606934,2272.972656,900.8405762,1932.793579,465.2052612,946.795105,2073.59082
Ctsz,Cathepsin Z,Q9WUU7,CATZ_MOUSE,"extracellular space,lysosome,endoplasmic reticulum,cell surface,growth cone,cytoplasmic vesicle,intracellular membrane-bounded organelle,extracellular exosome,cell cortex region","proteolysis,negative regulation of plasminogen activation,negative regulation of neuron projection development,negative regulation of protein binding,positive regulation of neuron apoptotic process,proteolysis involved in cellular protein catabolic process,epithelial tube branching involved in lung morphogenesis,regulation of neuron death,positive regulation of neural precursor cell proliferation","carboxypeptidase activity,cysteine-type endopeptidase activity",8.46E-39,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,56.38172531,176.1565552,46.53696823,192.0735779,92.9256897,244.9036713,163.6968689,64.83151245
Asah1,Acid ceramidase,Q9WV54,ASAH1_MOUSE,"extracellular space,lysosome,extracellular exosome",lipid metabolic process,ceramidase activity,1.64E-52,8,8,7,8,8,8,8,8,8,8,7,8,8,8,8,8,34.68225479,159.8577576,28.88274956,104.5798264,32.83208084,176.6610107,122.5515213,35.14347076
Vapa,Vesicle-associated membrane protein-associated protein A,Q9WV55,VAPA_MOUSE,"Golgi membrane,endoplasmic reticulum,endoplasmic reticulum membrane,plasma membrane,microtubule cytoskeleton,integral component of membrane,nuclear membrane,vesicle,bicellular tight junction,perinuclear region of cytoplasm","ER to Golgi vesicle-mediated transport,signal transduction,cell death,neuron projection development,positive regulation of I-kappaB kinase/NF-kappaB signaling,positive regulation by host of viral release from host cell,negative regulation by host of viral genome replication,positive regulation by host of viral genome replication,protein localization to endoplasmic reticulum,COPII-coated vesicle budding","signal transducer activity,protein binding,microtubule binding,protein domain specific binding,FFAT motif binding,cadherin binding,protein heterodimerization activity",2.30E-15,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,142.394989,176.5788422,157.3701019,194.0538788,124.4706192,170.289917,74.30184174,151.942215
Decr2,"Peroxisomal 2,4-dienoyl-CoA reductase",Q9WV68,DECR2_MOUSE,peroxisome,"unsaturated fatty acid biosynthetic process,oxidation-reduction process","receptor binding,2,4-dienoyl-CoA reductase (NADPH) activity,trans-2-enoyl-CoA reductase (NADPH) activity",3.46E-20,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,43.94171143,23.53865051,71.95750427,34.89083099,54.15740585,34.38671112,25.25159836,64.41851807
Epb41l3,Band 4.1-like protein 3;Isoform 2 of Band 4.1-like protein 3;Isoform 3 of Band 4.1-like protein 3;Isoform 4 of Band 4.1-like protein 3;Isoform 5 of Band 4.1-like protein 3;Isoform 6 of Band 4.1-like protein 3;Isoform 7 of Band 4.1-like protein 3;Isoform 8 of Band 4.1-like protein 3,Q9WV92;Q9WV92-2;Q9WV92-3;Q9WV92-4;Q9WV92-5;Q9WV92-6;Q9WV92-7;Q9WV92-8,E41L3_MOUSE,"cytoplasm,cytoskeleton,plasma membrane,cell-cell junction,postsynaptic density,paranode region of axon,juxtaparanode region of axon,axolemma;;;;;;;","regulation of cell growth,protein localization to paranode region of axon,apoptotic process,cytoskeletal anchoring at plasma membrane,regulation of cell shape,cortical cytoskeleton organization,cortical actin cytoskeleton organization,paranodal junction assembly,actomyosin structure organization,myelin maintenance,neuron projection morphogenesis,protein localization to juxtaparanode region of axon,protein localization to plasma membrane;;;;;;;","actin binding,structural constituent of cytoskeleton;;;;;;;",3.46E-28,4,3,4,3,4,4,1,3,4,3,4,3,4,4,1,3,54.36435699,30.61242867,60.853405,30.05150032,56.02985764,22.92852592,13.14066887,56.69149399
Timm9,Mitochondrial import inner membrane translocase subunit Tim9,Q9WV98,TIM9_MOUSE,"mitochondrion,mitochondrial inner membrane,mitochondrial intermembrane space protein transporter complex,mitochondrial inner membrane protein insertion complex","protein import into mitochondrial inner membrane,chaperone-mediated protein transport","transporter activity,protein transporter activity,protein homodimerization activity,metal ion binding,chaperone binding",8.67E-44,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,119.7964478,86.84105682,107.2922211,80.20786285,112.5713654,60.09432983,128.1569824,115.9737473
Timm8a1,Mitochondrial import inner membrane translocase subunit Tim8 A,Q9WVA2,TIM8A_MOUSE,"mitochondrion,mitochondrial inner membrane,mitochondrial intermembrane space",protein transport,metal ion binding,4.49E-24,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,103.9218369,61.5682106,108.4438858,57.96388626,82.3677597,47.13848877,63.43112946,84.4522934
Tagln2,Transgelin-2,Q9WVA4,TAGL2_MOUSE,"vesicle,extracellular exosome",epithelial cell differentiation,cadherin binding,1.18E-54,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,357.6925659,1246.831787,315.5594482,1135.640991,408.8633728,1384.166992,1085.785645,332.4368896
Slc25a15,Mitochondrial ornithine transporter 1,Q9WVD5,ORNT1_MOUSE,"mitochondrion,mitochondrial inner membrane,integral component of membrane","mitochondrial ornithine transport,mitochondrial transport,L-ornithine transmembrane transport",L-ornithine transmembrane transporter activity,1.07E-53,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,175.5097656,101.3684616,203.0435944,92.43241119,133.3692169,48.62496185,102.3944016,172.7444763
Pacsin2,Protein kinase C and casein kinase substrate in neurons protein 2,Q9WVE8,PACN2_MOUSE,"cytoplasm,endosome,early endosome,cytosol,cytoskeleton,plasma membrane,caveola,cell-cell junction,focal adhesion,nuclear speck,extrinsic component of membrane,cytoplasmic vesicle membrane,ruffle membrane,intracellular membrane-bounded organelle,recycling endosome membrane,extracellular exosome,trans-Golgi network","signal transduction,actin cytoskeleton organization,protein localization to endosome,negative regulation of endocytosis,cell projection morphogenesis,caveola assembly,caveolin-mediated endocytosis,membrane tubulation","protein binding,cytoskeletal protein binding,lipid binding,identical protein binding,cadherin binding,phosphatidic acid binding",1.37E-37,8,8,8,8,8,7,8,8,8,8,8,8,8,7,8,8,162.6302643,147.8664246,166.9887695,162.0162659,169.2431793,159.2523651,87.25752258,160.651413
