PG.Genes,PG.ProteinDescriptions,PG.UniProtIds,PG.ProteinNames,PG.CellularComponent,PG.BiologicalProcess,PG.MolecularFunction,PG.Qvalue,[1] 22_0518_009_SSL2_ND_Non_23_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[2] 22_0518_010_SSL2_ND_Non_27_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[3] 22_0518_011_SSL2_ND_Non_24_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[4] 22_0518_014_SSL2_ND_Non_29_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[5] 22_0518_015_SSL2_ND_Non_26_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[6] 22_0518_016_SSL2_ND_Non_30_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[7] 22_0519_001_SSL2_ND_Non_28_DIA_02.wiff.PG.NrOfPrecursorsIdentified,[8] 22_0519_002_SSL2_ND_Non_25_DIA_02.wiff.PG.NrOfPrecursorsIdentified,[1] 22_0518_009_SSL2_ND_Non_23_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[2] 22_0518_010_SSL2_ND_Non_27_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[3] 22_0518_011_SSL2_ND_Non_24_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[4] 22_0518_014_SSL2_ND_Non_29_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[5] 22_0518_015_SSL2_ND_Non_26_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[6] 22_0518_016_SSL2_ND_Non_30_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[7] 22_0519_001_SSL2_ND_Non_28_DIA_02.wiff.PG.NrOfPrecursorsUsedForQuantification,[8] 22_0519_002_SSL2_ND_Non_25_DIA_02.wiff.PG.NrOfPrecursorsUsedForQuantification,[1] 22_0518_009_SSL2_ND_Non_23_DIA_01.wiff.PG.Quantity,[2] 22_0518_010_SSL2_ND_Non_27_DIA_01.wiff.PG.Quantity,[3] 22_0518_011_SSL2_ND_Non_24_DIA_01.wiff.PG.Quantity,[4] 22_0518_014_SSL2_ND_Non_29_DIA_01.wiff.PG.Quantity,[5] 22_0518_015_SSL2_ND_Non_26_DIA_01.wiff.PG.Quantity,[6] 22_0518_016_SSL2_ND_Non_30_DIA_01.wiff.PG.Quantity,[7] 22_0519_001_SSL2_ND_Non_28_DIA_02.wiff.PG.Quantity,[8] 22_0519_002_SSL2_ND_Non_25_DIA_02.wiff.PG.Quantity
Bsnd,Barttin,Q8VIM4,BSND_MOUSE,"integral component of plasma membrane,integral component of membrane,basolateral plasma membrane,protein complex","cellular ion homeostasis,sensory perception of sound,cellular potassium ion homeostasis,cellular chloride ion homeostasis,regulation of molecular function,chloride transmembrane transport","protein binding,chloride channel regulator activity,chloride channel activity",7.94E-47,5,3,5,1,5,3,1,5,5,3,5,1,5,3,1,5,102.8844452,18.78297806,98.4886322,14.60234356,76.62159729,17.99927139,5.324237823,110.4092331
Impa2,Inositol monophosphatase 2,Q91UZ5,IMPA2_MOUSE,cytoplasm,"inositol metabolic process,inositol biosynthetic process,signal transduction,phosphatidylinositol phosphorylation,inositol phosphate dephosphorylation","inositol monophosphate 1-phosphatase activity,protein homodimerization activity,metal ion binding,inositol monophosphate 3-phosphatase activity,inositol monophosphate 4-phosphatase activity",1.24E-09,2,2,3,1,1,3,1,2,2,2,3,1,1,3,1,2,9.991196632,11.77371502,9.604403496,4.371742249,7.982365131,4.852865696,10.12494946,6.498999119
Lpcat3,Lysophospholipid acyltransferase 5,Q91V01,MBOA5_MOUSE,"endoplasmic reticulum membrane,membrane,integral component of membrane","phospholipid biosynthetic process,regulation of plasma lipoprotein particle levels",1-acylglycerophosphocholine O-acyltransferase activity,5.81E-31,1,3,3,1,1,3,Filtered,1,1,3,3,1,1,3,Filtered,1,10.12441826,19.80231285,12.27635384,13.55025005,7.651833057,17.40411377,Filtered,17.51012039
Wdr13,WD repeat-containing protein 13,Q91V09;S4R225,WDR13_MOUSE;S4R225_MOUSE,"nucleoplasm,microtubule organizing center,plasma membrane;",negative regulation of type B pancreatic cell proliferation;,promoter-specific chromatin binding;,0.000706751,2,1,Filtered,1,1,2,Filtered,1,2,1,Filtered,1,1,2,Filtered,1,11.79111958,24.97945976,Filtered,24.32652664,14.07760334,13.46970272,Filtered,9.119312286
Etfrf1,Electron transfer flavoprotein regulatory factor 1,Q91V16,ETFR1_MOUSE,mitochondrion,respiratory electron transport chain,molecular_function,8.00E-27,3,1,2,1,2,2,1,3,3,1,2,1,2,2,1,3,34.31764603,23.24105263,37.97939301,21.21970749,41.84380341,12.3861599,38.59959793,26.55495453
Rab14,Ras-related protein Rab-14,Q91V41,RAB14_MOUSE,"Golgi membrane,intracellular,lysosomal membrane,endosome,trans-Golgi network,cytosol,cytoplasmic vesicle membrane,early endosome membrane,intracellular membrane-bounded organelle,phagocytic vesicle,recycling endosome,extracellular exosome","Golgi to endosome transport,fibroblast growth factor receptor signaling pathway,embryo development,protein transport,regulation of endocytosis,endocytic recycling,regulation of protein localization,defense response to bacterium,membrane organization,phagosome maturation","GTPase activity,protein binding,GTP binding,GDP binding,myosin V binding",9.52E-34,15,18,13,19,16,16,16,14,15,18,13,19,16,16,16,14,55.20463943,68.314888,54.78434372,76.90062714,62.94730377,67.02975464,57.80338287,59.42134476
Rps5,40S ribosomal protein S5,Q91V55,Q91V55_MOUSE,,,,2.97E-30,10,10,10,13,12,14,12,10,10,10,10,13,12,14,12,10,203.2871094,339.5115356,183.8903503,300.6940613,222.0947418,329.9387512,303.9286194,196.5881805
Isoc1,Isochorismatase domain-containing protein 1,Q91V64,ISOC1_MOUSE,"cytoplasm,peroxisome,extracellular exosome","biological_process,metabolic process","molecular_function,catalytic activity",2.30E-67,6,6,6,6,6,7,4,5,6,6,6,6,6,7,4,5,40.93714142,37.97550583,46.16284943,57.38916779,44.78227234,43.89602661,22.81247711,37.4711647
,Ester hydrolase C11orf54 homolog,Q91V76,CK054_MOUSE,"nucleus,nucleoplasm,nuclear body,extracellular exosome",,"zinc ion binding,hydrolase activity, acting on ester bonds",5.59E-62,20,16,17,13,17,14,9,16,20,16,17,13,17,14,9,16,752.4776001,375.8641052,767.7740479,403.7534485,679.6239624,250.3849182,73.64611816,736.567688
S100a1,Protein S100,Q91V77,Q91V77_MOUSE,,,,1.16E-37,6,7,7,8,6,8,2,5,6,7,7,8,6,8,2,5,11.52014351,5.39597702,8.649061203,13.73926067,8.093857765,13.57035446,3.920871258,5.913104057
Ppp2r5d,Protein Ppp2r5d,Q91V89,Q91V89_MOUSE,protein phosphatase type 2A complex,"regulation of protein phosphorylation,signal transduction,positive regulation of neuron projection development,regulation of protein autophosphorylation,positive regulation of protein dephosphorylation,positive regulation of transcription from RNA polymerase II promoter,regulation of catalytic activity,positive regulation of neurotrophin TRK receptor signaling pathway,cellular response to growth factor stimulus","protein binding,protein phosphatase regulator activity",1.15E-34,1,2,1,1,3,3,2,1,1,2,1,1,3,3,2,1,14.31826305,24.79714584,20.08393097,8.480938911,12.68696022,25.57744789,17.59603691,14.6119175
Acsm1,"Acyl-coenzyme A synthetase ACSM1, mitochondrial",Q91VA0,ACSM1_MOUSE,"mitochondrion,mitochondrial matrix,extracellular exosome,blood microparticle","fatty acid biosynthetic process,acyl-CoA metabolic process","acyl-CoA ligase activity,fatty-acyl-CoA synthase activity,ATP binding,GTP binding,fatty acid ligase activity,metal ion binding,butyrate-CoA ligase activity",3.03E-36,18,16,18,17,18,11,7,20,18,16,18,17,18,11,7,20,177.1335602,87.26931763,189.6732483,103.418396,156.8079681,50.72404861,41.73601532,203.9667511
Slc44a4,Choline transporter-like protein 4,Q91VA1,CTL4_MOUSE,"plasma membrane,integral component of membrane,apical plasma membrane,extracellular exosome","acetylcholine biosynthetic process,choline transport,positive regulation of cell growth,thiamine pyrophosphate transport,otolith formation,neuromast hair cell development,acetylcholine secretion","choline transmembrane transporter activity,thiamine pyrophosphate transporter activity",3.06E-21,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,43.86139297,45.22283936,50.65962982,32.43881226,60.32831192,33.77746582,52.56599045,36.82328415
Idh3b,"Isocitrate dehydrogenase [NAD] subunit, mitochondrial",Q91VA7,Q91VA7_MOUSE,"nucleus,mitochondrion","tricarboxylic acid cycle,isocitrate metabolic process,2-oxoglutarate metabolic process,NADH metabolic process","magnesium ion binding,isocitrate dehydrogenase (NAD+) activity,NAD binding",3.65E-71,19,19,20,17,17,18,14,21,19,19,20,17,17,18,14,21,594.2545166,305.8493042,670.0569458,293.9388123,476.5133667,257.3657532,363.2077332,760.6918335
Hba-a2,Alpha globin 1,Q91VB8,Q91VB8_MOUSE,,,,1.51E-31,28,26,26,26,27,26,28,27,28,26,26,26,27,26,28,27,11964.85352,3695.225098,9886.283203,5598.850098,14782.56055,6133.299805,23685.60547,15990.05371
Eif4a3,Eukaryotic initiation factor 4A-III,Q91VC3,IF4A3_MOUSE,"nucleus,nucleoplasm,nucleolus,cytoplasm,membrane,nuclear speck,dendrite,exon-exon junction complex,neuronal cell body,catalytic step 2 spliceosome","nuclear-transcribed mRNA catabolic process, nonsense-mediated decay,regulation of alternative mRNA splicing, via spliceosome,rRNA processing,mRNA processing,associative learning,RNA splicing,RNA secondary structure unwinding,response to organic cyclic compound,negative regulation of translation,exploration behavior,positive regulation of translation,positive regulation of transcription from RNA polymerase II promoter,positive regulation of mRNA splicing, via spliceosome,embryonic cranial skeleton morphogenesis,mRNA transport,cellular response to selenite ion,negative regulation of excitatory postsynaptic potential,negative regulation of selenocysteine incorporation,negative regulation of selenocysteine insertion sequence binding,cellular response to brain-derived neurotrophic factor stimulus","RNA binding,mRNA binding,ATP-dependent RNA helicase activity,ATP binding,poly(A) binding,selenocysteine insertion sequence binding,RNA stem-loop binding,ribonucleoprotein complex binding",5.08E-13,7,12,4,13,5,16,12,7,7,12,4,13,5,16,12,7,258.2458496,363.3274536,235.3877563,365.5865784,224.2257385,428.4406738,411.0852966,164.107193
Plvap,Plasmalemma vesicle-associated protein,Q91VC4,PLVAP_MOUSE,"caveola,cell surface,integral component of membrane,perinuclear region of cytoplasm,extracellular exosome","MAPK cascade,positive regulation of cellular extravasation,tumor necrosis factor-mediated signaling pathway",,1.06E-22,10,11,10,5,5,5,4,9,10,11,10,5,5,5,4,9,86.17730713,61.89851379,76.45198059,61.11449432,60.65950775,43.64125061,49.13420486,67.24647522
Ndufs1,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial",Q91VD9,NDUS1_MOUSE,"mitochondrion,mitochondrial respiratory chain complex I,mitochondrial intermembrane space,myelin sheath,plasma membrane respiratory chain complex I","apoptotic mitochondrial changes,ATP synthesis coupled electron transport,cellular respiration,ATP metabolic process,regulation of mitochondrial membrane potential,reactive oxygen species metabolic process","NADH dehydrogenase (ubiquinone) activity,electron carrier activity,metal ion binding,iron-sulfur cluster binding,2 iron, 2 sulfur cluster binding,4 iron, 4 sulfur cluster binding",3.11E-43,47,38,47,39,43,41,39,42,47,38,47,39,43,41,39,42,1452.119141,603.6512451,1497.11731,592.0977783,1219.980835,458.2078552,835.2319946,1411.351685
Slc27a4,Long-chain fatty acid transport protein 4,Q91VE0,S27A4_MOUSE,"endoplasmic reticulum,endoplasmic reticulum membrane,plasma membrane,microvillus,membrane,integral component of membrane,brush border membrane","very long-chain fatty acid metabolic process,medium-chain fatty acid transport,long-chain fatty acid metabolic process,fatty acid metabolic process,response to nutrient,long-chain fatty acid transport,very long-chain fatty acid catabolic process,skin development,long-chain fatty acid import","nucleotide binding,long-chain fatty acid-CoA ligase activity,very long-chain fatty acid-CoA ligase activity",7.45E-07,1,1,1,2,1,2,1,1,1,1,1,2,1,2,1,1,11.11034966,13.93321896,6.075704098,10.87893391,9.002817154,13.19542694,22.24741554,6.034899712
Snx9,Sorting nexin-9,Q91VH2,SNX9_MOUSE,"ruffle,cytoplasm,trans-Golgi network,cytosol,plasma membrane,cytoplasmic vesicle membrane,extrinsic component of cytoplasmic side of plasma membrane,cytoplasmic vesicle,extracellular exosome,clathrin-coated vesicle","mitotic cytokinesis,intracellular protein transport,endocytosis,receptor-mediated endocytosis,endosomal transport,positive regulation of protein oligomerization,cleavage furrow formation,positive regulation of GTPase activity,positive regulation of protein kinase activity,positive regulation of membrane protein ectodomain proteolysis,lipid tube assembly,membrane tubulation","protein binding,1-phosphatidylinositol binding,ubiquitin protein ligase binding,phosphatidylinositol binding,protein homodimerization activity,cadherin binding,Arp2/3 complex binding",9.33E-45,5,8,6,5,6,8,5,4,5,8,6,5,6,8,5,4,24.41331482,40.90917587,26.22659492,33.72118378,27.94812012,39.79722977,25.32825661,27.76131439
Memo1,Protein MEMO1,Q91VH6,MEMO1_MOUSE,"nucleus,cytoplasm,cytosol",regulation of microtubule-based process,peptide binding,0.000109212,1,1,Filtered,2,Filtered,1,Filtered,Filtered,1,1,Filtered,2,Filtered,1,Filtered,Filtered,4.711954117,5.285330296,Filtered,3.908773184,Filtered,1.994858503,Filtered,Filtered
Rnh1,Ribonuclease inhibitor,Q91VI7,RINI_MOUSE,"nucleoplasm,cytosol,angiogenin-PRI complex,extracellular exosome","negative regulation of catalytic activity,regulation of angiogenesis",ribonuclease inhibitor activity,5.19E-47,29,35,30,34,29,35,30,27,29,35,30,34,29,35,30,27,227.0581818,474.3691101,206.243927,463.2111206,271.956665,602.585144,362.7046204,212.6653748
Bzw2,Basic leucine zipper and W2 domain-containing protein 2,Q91VK1,BZW2_MOUSE,"cytoplasm,membrane","nervous system development,cell differentiation",cadherin binding,0.000124682,1,1,1,3,1,2,1,1,1,1,1,3,1,2,1,1,6.514899731,21.43626976,16.01824951,14.93823433,12.44792938,36.658535,28.18944931,6.659819603
Rbmxl1,"RNA binding motif protein, X-linked-like-1",Q91VM5,RMXL1_MOUSE,"nucleus,nuclear euchromatin,supraspliceosomal complex,extracellular exosome,catalytic step 2 spliceosome","regulation of alternative mRNA splicing, via spliceosome,transcription from RNA polymerase II promoter,mRNA processing,membrane protein ectodomain proteolysis,RNA splicing,positive regulation of transcription from RNA polymerase II promoter,negative regulation of mRNA splicing, via spliceosome,positive regulation of mRNA splicing, via spliceosome,protein homooligomerization,cellular response to interleukin-1","core promoter binding,chromatin binding,RNA binding,mRNA binding,protein binding",7.07E-05,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,1,32.09928131,107.6662292,25.35008621,97.17551422,30.53551483,119.3718872,72.51622009,48.50111008
Ppa2,"Inorganic pyrophosphatase 2, mitochondrial",Q91VM9,IPYR2_MOUSE,"mitochondrion,extracellular exosome","protein dephosphorylation,regulation of mitochondrial membrane potential","magnesium ion binding,inorganic diphosphatase activity,protein serine/threonine phosphatase activity",3.78E-53,26,21,24,22,23,20,11,23,26,21,24,22,23,20,11,23,53.05450058,27.99090195,54.9093132,30.68475342,47.14666748,22.88530159,13.29165745,48.36138535
Ddx1,ATP-dependent RNA helicase DDX1,Q91VR5,DDX1_MOUSE,"nucleus,nucleoplasm,nucleolus,cytoplasm,cytosol,cytoplasmic stress granule,membrane,intracellular ribonucleoprotein complex,cleavage body,tRNA-splicing ligase complex","double-strand break repair,transcription, DNA-templated,regulation of transcription, DNA-templated,tRNA splicing, via endonucleolytic cleavage and ligation,mRNA processing,multicellular organism development,response to virus,RNA secondary structure unwinding,DNA duplex unwinding,response to exogenous dsRNA,nucleic acid phosphodiester bond hydrolysis,protein localization to cytoplasmic stress granule","DNA binding,chromatin binding,transcription cofactor activity,RNA binding,double-stranded RNA binding,ATP-dependent RNA helicase activity,nuclease activity,exonuclease activity,protein binding,ATP binding,ATP-dependent helicase activity,poly(A) binding,DNA/RNA helicase activity",6.93E-42,19,22,17,24,16,25,19,18,19,22,17,24,16,25,19,18,90.97875977,127.055481,82.14785767,141.3842926,85.18083954,153.1715393,93.26408386,81.52997589
Brk1,Protein BRICK1,Q91VR8,BRK1_MOUSE,"cytoskeleton,lamellipodium,SCAR complex,extracellular exosome","in utero embryonic development,actin filament organization,regulation of actin polymerization or depolymerization,positive regulation of cell proliferation,positive regulation of lamellipodium assembly,Rac protein signal transduction,actin cytoskeleton organization,cell motility,protein homotrimerization,positive regulation of Arp2/3 complex-mediated actin nucleation","protein complex binding,Rac GTPase binding",1.22E-06,2,4,1,2,2,5,2,3,2,4,1,2,2,5,2,3,8.595191956,11.82570076,7.122795105,14.42818356,12.97220039,13.85915947,20.39482307,12.06295776
Cbr4,Carbonyl reductase family member 4,Q91VT4,CBR4_MOUSE,"mitochondrion,mitochondrial matrix,oxidoreductase complex","fatty acid biosynthetic process,daunorubicin metabolic process,doxorubicin metabolic process,protein homotetramerization,protein heterotetramerization,oxidation-reduction process","NAD(P)H dehydrogenase (quinone) activity,NADPH dehydrogenase (quinone) activity,3-oxoacyl-[acyl-carrier-protein] reductase (NADH) activity,quinone binding,NADPH binding",5.15E-37,9,8,9,7,9,8,8,9,9,8,9,7,9,8,8,9,200.2637939,91.08364868,220.0265656,96.14094543,167.667038,68.7730484,76.65302277,197.6897278
Sh3bgrl3,SH3 domain-binding glutamic acid-rich-like protein 3,Q91VW3,SH3L3_MOUSE,"cytoplasm,nuclear body,extracellular exosome","cell redox homeostasis,oxidation-reduction process","electron carrier activity,protein disulfide oxidoreductase activity",2.34E-20,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,42.05223846,180.3318634,32.72747803,127.9944534,73.13925171,232.3210297,181.5317383,21.12858582
Golga4,Golgin subfamily A member 4,Q91VW5,GOGA4_MOUSE,"Golgi membrane,cytoplasm,Golgi apparatus,cytosol,intracellular membrane-bounded organelle,extracellular exosome","Golgi to plasma membrane protein transport,positive regulation of axon extension",GTPase binding,0.00127694,1,1,Filtered,Filtered,Filtered,2,Filtered,Filtered,1,1,Filtered,Filtered,Filtered,2,Filtered,Filtered,4.217732906,1.222624421,Filtered,Filtered,Filtered,3.844287872,Filtered,Filtered
Smap1,Stromal membrane-associated protein 1,Q91VZ6,SMAP1_MOUSE,"cytoplasm,plasma membrane","positive regulation of GTPase activity,positive regulation of erythrocyte differentiation,regulation of clathrin-dependent endocytosis,actin cytoskeleton reorganization","GTPase activator activity,protein binding,clathrin binding,metal ion binding",5.84E-11,2,3,4,2,2,2,Filtered,3,2,3,4,2,2,2,Filtered,3,47.26341629,34.59664917,21.29554749,28.65208244,25.78425598,25.4440937,Filtered,18.99164391
Gldc,"Glycine dehydrogenase (decarboxylating), mitochondrial",Q91W43,GCSP_MOUSE,"nucleus,mitochondrion,plasma membrane,glycine cleavage complex","glycine catabolic process,glycine decarboxylation via glycine cleavage system,response to methylamine,oxidation-reduction process,response to lipoic acid,cellular response to leukemia inhibitory factor","glycine dehydrogenase (decarboxylating) activity,glycine binding,lyase activity,enzyme binding,pyridoxal phosphate binding,protein homodimerization activity,pyridoxal binding",2.09E-17,11,11,12,10,10,3,3,9,11,11,12,10,10,3,3,9,60.53866196,47.36711884,76.45998383,33.0345726,39.37001801,12.05169392,8.559739113,44.3175087
Nmrk1,Nicotinamide riboside kinase 1,Q91W63,NRK1_MOUSE,cellular_component,"NAD biosynthetic process,phosphorylation","ATP binding,metal ion binding,ribosylnicotinamide kinase activity,ribosylnicotinate kinase activity",4.56E-06,1,3,1,1,1,3,Filtered,1,1,3,1,1,1,3,Filtered,1,14.37847519,6.415604115,8.473492622,23.0158844,12.16618538,16.58125687,Filtered,16.72928047
Setd3,Histone-lysine N-methyltransferase setd3,Q91WC0,SETD3_MOUSE,nuclear chromatin,"transcription, DNA-templated,histone H3-K36 methylation,peptidyl-lysine trimethylation,peptidyl-lysine monomethylation,peptidyl-lysine dimethylation,positive regulation of transcription, DNA-templated,positive regulation of transcription from RNA polymerase II promoter,positive regulation of muscle cell differentiation,histone H3-K4 methylation","RNA polymerase II activating transcription factor binding,transcription coactivator activity,histone methyltransferase activity (H3-K4 specific),histone methyltransferase activity (H3-K36 specific)",1.10E-13,1,3,1,1,2,2,Filtered,1,1,3,1,1,2,2,Filtered,1,10.02421474,9.746182442,18.79207802,14.79714203,13.0021286,11.28882599,Filtered,11.13649845
Ndufs2,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial",Q91WD5,NDUS2_MOUSE,"nucleoplasm,mitochondrion,mitochondrial respiratory chain complex I","response to oxidative stress,mitochondrial ATP synthesis coupled electron transport","NADH dehydrogenase (ubiquinone) activity,ubiquitin protein ligase binding,metal ion binding,quinone binding,NAD binding,4 iron, 4 sulfur cluster binding,NADH dehydrogenase activity",1.11E-67,27,26,27,25,27,25,24,27,27,26,27,25,27,25,24,27,500.5563354,252.7254639,602.9411621,242.9744263,477.4035034,201.246582,430.6172791,565.7241821
Ces2c,Acylcarnitine hydrolase,Q91WG0,EST2C_MOUSE,"endoplasmic reticulum,intracellular membrane-bounded organelle",,acylcarnitine hydrolase activity,6.65E-43,23,22,22,22,22,19,18,23,23,22,22,22,22,19,18,23,291.7710571,216.9521942,346.7310791,166.7142334,242.3520355,87.52453613,181.2210083,283.4093323
Rabep2,Rab GTPase-binding effector protein 2;Isoform 2 of Rab GTPase-binding effector protein 2,Q91WG2;Q91WG2-1,RABE2_MOUSE,"early endosome,cytosol,intracellular membrane-bounded organelle;","endocytosis,regulation of receptor activity,protein transport,positive regulation of GTPase activity;","GTPase activator activity,growth factor activity;",0.004084565,Filtered,Filtered,1,Filtered,Filtered,2,1,Filtered,Filtered,Filtered,0,Filtered,Filtered,2,1,Filtered,Filtered,Filtered,NaN,Filtered,Filtered,9.3702631,30.68370628,Filtered
Spryd4,SPRY domain-containing protein 4,Q91WK1,SPRY4_MOUSE,"nucleus,mitochondrion",biological_process,molecular_function,0.001060981,2,3,3,3,2,3,4,4,2,3,3,3,2,3,4,4,16.06254959,18.05933571,18.4002552,9.175208092,13.13140869,10.97336102,19.33423615,18.02727127
Eif3h,Eukaryotic translation initiation factor 3 subunit H,Q91WK2,EIF3H_MOUSE,"eukaryotic translation initiation factor 3 complex,membrane,extracellular exosome,eukaryotic translation initiation factor 3 complex, eIF3m",translational initiation,"RNA binding,translation initiation factor activity",3.01E-23,6,9,5,6,6,7,4,5,6,9,5,6,6,7,4,5,12.69413567,28.81895447,9.841564178,23.37324524,12.59244347,25.33792686,18.74780846,9.253554344
Gcsh,"Glycine cleavage system H protein, mitochondrial",Q91WK5,GCSH_MOUSE,"mitochondrion,glycine cleavage complex","protein lipoylation,glycine decarboxylation via glycine cleavage system",,2.33E-05,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,69.71437836,39.95847321,73.12917328,31.16701889,88.50967407,24.81353951,16.39914513,75.1531601
Cyp4a12a,Cytochrome P450 4A12A,Q91WL5,CP4CA_MOUSE,"extracellular space,endoplasmic reticulum membrane,organelle membrane","fatty acid metabolic process,oxidation-reduction process","monooxygenase activity,iron ion binding,alkane 1-monooxygenase activity,heme binding,aromatase activity,Requires Ontology",9.51E-37,12,13,14,11,12,12,8,11,12,13,14,11,12,12,8,11,94.01865387,67.60094452,93.36761475,80.77957916,102.7941666,36.45481491,57.19840622,66.69940186
Cecr5,Cat eye syndrome critical region protein 5 homolog,Q91WM2,CECR5_MOUSE,mitochondrion,glycerophospholipid biosynthetic process,molecular_function,1.42E-25,3,3,2,3,2,3,2,3,3,3,2,3,2,3,2,3,52.88277817,37.00431061,56.39288712,17.21843147,22.99936676,11.11515331,4.639706612,43.32963181
Kmo,Kynurenine 3-monooxygenase;Isoform 2 of Kynurenine 3-monooxygenase,Q91WN4;Q91WN4-2,KMO_MOUSE,"mitochondrion,mitochondrial outer membrane,mitochondrial inner membrane,integral component of membrane,extracellular exosome;","NAD biosynthetic process,response to salt stress,tryptophan catabolic process to kynurenine,NAD metabolic process,quinolinate biosynthetic process,secondary metabolite biosynthetic process,oxidation-reduction process,kynurenine metabolic process;","kynurenine 3-monooxygenase activity,NAD(P)H oxidase activity,flavin adenine dinucleotide binding,FAD binding;",2.33E-56,16,12,18,14,17,11,6,17,16,12,18,14,17,11,6,17,111.6971054,41.00404358,100.8943024,55.74002075,107.5822144,22.60259819,28.38108444,102.0634995
Yars,"Tyrosine--tRNA ligase, cytoplasmic",Q91WQ3,SYYC_MOUSE,"cytosol,nuclear body,aminoacyl-tRNA synthetase multienzyme complex,methionyl glutamyl tRNA synthetase complex","tRNA aminoacylation for protein translation,tyrosyl-tRNA aminoacylation","tRNA binding,RNA binding,tyrosine-tRNA ligase activity,ATP binding",6.29E-49,11,15,14,13,11,15,11,12,11,15,14,13,11,15,11,12,43.36213684,52.61665726,40.72305679,52.32144928,36.71408844,54.52765274,45.04519272,43.69284439
Calml4,Calmodulin-like protein 4,Q91WQ9,CALL4_MOUSE,,,calcium ion binding,9.28E-06,3,3,3,3,3,3,Filtered,3,3,3,3,3,3,3,Filtered,3,66.03240204,37.68075943,55.72926712,39.85964584,41.75543213,31.32066154,Filtered,58.121418
Akr1c21,Aldo-keto reductase family 1 member C21,Q91WR5,AK1CL_MOUSE,"cytosol,extracellular exosome","steroid biosynthetic process,oxidation-reduction process","alditol:NADP+ 1-oxidoreductase activity,aldo-keto reductase (NADP) activity,steroid binding,oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor,phenanthrene 9,10-monooxygenase activity,carboxylic acid binding,bile acid binding,steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor,androsterone dehydrogenase activity,5alpha-androstane-3beta,17beta-diol dehydrogenase activity,androsterone dehydrogenase (B-specific) activity,ketosteroid monooxygenase activity,trans-1,2-dihydrobenzene-1,2-diol dehydrogenase activity,NADP+ binding,NADPH binding,17-beta-ketosteroid reductase activity,17-beta-hydroxysteroid dehydrogenase (NADP+) activity,lithocholic acid binding",3.51E-24,21,22,20,22,22,22,13,21,21,22,20,22,22,22,13,21,650.6549683,365.8879089,609.1424561,340.7275085,625.8562622,204.1106873,144.5403137,636.0736084
Cisd1,CDGSH iron-sulfur domain-containing protein 1,Q91WS0,CISD1_MOUSE,"mitochondrion,mitochondrial outer membrane,integral component of membrane,extracellular exosome",regulation of cellular respiration,"iron ion binding,identical protein binding,2 iron, 2 sulfur cluster binding",5.90E-20,10,11,11,8,11,9,9,11,10,11,11,8,11,9,9,11,540.3011475,275.9357605,569.3490601,213.3161469,447.8052979,164.3461609,341.8662109,537.8494873
Bhmt2,S-methylmethionine--homocysteine S-methyltransferase BHMT2,Q91WS4,BHMT2_MOUSE,"cytoplasm,extracellular exosome","methionine biosynthetic process,methylation,S-methylmethionine metabolic process,S-adenosylmethionine metabolic process,L-methionine salvage","zinc ion binding,S-adenosylmethionine-homocysteine S-methyltransferase activity,betaine-homocysteine S-methyltransferase activity,S-methylmethionine-homocysteine S-methyltransferase activity",6.90E-05,Filtered,Filtered,1,1,1,Filtered,Filtered,Filtered,Filtered,Filtered,1,1,1,Filtered,Filtered,Filtered,Filtered,Filtered,13.93367672,10.7390337,17.84123421,Filtered,Filtered,Filtered
Akr1c14,3-alpha-hydroxysteroid dehydrogenase type 1,Q91WT7,Q91WT7_MOUSE,cellular_component,"hippocampus development,oxidation-reduction process",androsterone dehydrogenase activity,2.09E-38,20,11,19,11,19,9,7,19,20,11,19,11,19,9,7,19,194.1655579,37.80631256,195.7395782,32.50147247,197.1427002,34.55799866,30.83275032,191.7370758
