PG.Genes,PG.ProteinDescriptions,PG.ProteinNames,PG.UniProtIds,PG.BiologicalProcess,PG.CellularComponent,PG.MolecularFunction,PG.Qvalue,[1] 22_0430_001_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsIdentified,[2] 22_0430_002_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsIdentified,[3] 22_0430_003_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsIdentified,[4] 22_0430_004_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsIdentified,[5] 22_0430_005_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsIdentified,[6] 22_0430_006_SSL2_ND_Inj_29_01.wiff.PG.NrOfPrecursorsIdentified,[7] 22_0430_007_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsIdentified,[8] 22_0430_008_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsIdentified,[1] 22_0430_001_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[2] 22_0430_002_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[3] 22_0430_003_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[4] 22_0430_004_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[5] 22_0430_005_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[6] 22_0430_006_SSL2_ND_Inj_29_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[7] 22_0430_007_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[8] 22_0430_008_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[1] 22_0430_001_SSL2_ND_Non_23_01.wiff.PG.Quantity,[2] 22_0430_002_SSL2_ND_Inj_27_01.wiff.PG.Quantity,[3] 22_0430_003_SSL2_ND_Non_24_01.wiff.PG.Quantity,[4] 22_0430_004_SSL2_ND_Inj_28_01.wiff.PG.Quantity,[5] 22_0430_005_SSL2_ND_Non_25_01.wiff.PG.Quantity,[6] 22_0430_006_SSL2_ND_Inj_29_01.wiff.PG.Quantity,[7] 22_0430_007_SSL2_ND_Non_26_01.wiff.PG.Quantity,[8] 22_0430_008_SSL2_ND_Inj_30_01.wiff.PG.Quantity
Rnaset2,Ribonuclease T2,RNT2_MOUSE,Q9CQ01,,,,0,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,20.6996459960938,52.4861450195313,18.3352870941162,30.4833469390869,25.7348861694336,55.0163230895996,32.045783996582,5.06842374801636
Myl9,Myosin regulatory light polypeptide 9,MYL9_MOUSE,Q9CQ19,platelet aggregation,"stress fiber,myosin II complex,Z disc","calcium ion binding,myosin heavy chain binding",0,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,17.8305130004883,46.3310050964355,27.0233821868896,68.5276718139648,29.3329620361328,60.2713012695313,22.555871963501,1.31897902488708
Lamtor1,Ragulator complex protein LAMTOR1,LTOR1_MOUSE,Q9CQ22,"regulation of receptor recycling,endosome organization,lysosome organization,regulation of cholesterol esterification,regulation of cholesterol efflux,cell growth,positive regulation of TOR signaling,lysosome localization,endosome localization,cellular protein localization,cholesterol homeostasis,positive regulation of MAPK cascade,positive regulation of GTPase activity,regulation of cholesterol import,cellular response to amino acid stimulus","lysosome,lysosomal membrane,plasma membrane,late endosome membrane,membrane raft,extracellular exosome,Ragulator complex","protein binding,GTPase binding,guanyl-nucleotide exchange factor activity,protein complex scaffold",0,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,40.76953125,45.2748680114746,35.2994651794434,39.1826324462891,34.6563377380371,50.6076431274414,35.785961151123,3.12103891372681
Ndufc2,NADH dehydrogenase [ubiquinone] 1 subunit C2,NDUC2_MOUSE,Q9CQ54,"mitochondrial electron transport, NADH to ubiquinone,mitochondrial respiratory chain complex I assembly,positive regulation of ATP metabolic process","cytoplasm,mitochondrion,mitochondrial inner membrane,mitochondrial respiratory chain complex I,integral component of membrane",NADH dehydrogenase (ubiquinone) activity,0,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,102.049827575684,48.2811164855957,118.144828796387,40.6356163024902,108.413154602051,49.8593902587891,99.0754013061523,2.94296956062317
Pgls,6-phosphogluconolactonase,6PGL_MOUSE,Q9CQ60,"carbohydrate metabolic process,pentose-phosphate shunt,pentose-phosphate shunt, oxidative branch","cytoplasm,extracellular exosome",6-phosphogluconolactonase activity,0,9,8,9,9,9,9,9,0,9,9,9,9,9,9,9,9,87.0856399536133,109.562347412109,77.1142501831055,96.8367385864258,78.4005584716797,104.533988952637,97.7821426391602,11.6297540664673
Decr1,"2,4-dienoyl-CoA reductase, mitochondrial",DECR_MOUSE,Q9CQ62,"fatty acid beta-oxidation,protein homotetramerization","nucleus,nucleoplasm,mitochondrion,cytosol,extracellular exosome","2,4-dienoyl-CoA reductase (NADPH) activity,NADPH binding",0,20,21,21,19,21,20,21,0,21,21,21,21,21,21,21,21,548.123168945313,377.882202148438,644.09765625,330.160980224609,621.39990234375,390.112609863281,581.83154296875,30.4878559112549
Mtap,S-methyl-5'-thioadenosine phosphorylase,MTAP_MOUSE,Q9CQ65,"purine ribonucleoside salvage,L-methionine biosynthetic process from methylthioadenosine,methylation,response to testosterone","nucleus,cytosol,extracellular exosome",S-methyl-5-thioadenosine phosphorylase activity,0,7,7,7,7,7,7,7,0,7,7,7,7,7,7,7,7,29.4818744659424,61.414924621582,22.6358776092529,58.344367980957,28.6427841186523,59.0698089599609,27.1353950500488,3.54609227180481
Uqcrq,Cytochrome b-c1 complex subunit 8,QCR8_MOUSE,Q9CQ69,"mitochondrial electron transport, ubiquinol to cytochrome c,subthalamus development,pons development,cerebellar Purkinje cell layer development,hippocampus development,thalamus development,hypothalamus development,pyramidal neuron development,midbrain development,hydrogen ion transmembrane transport","mitochondrion,mitochondrial inner membrane,mitochondrial respiratory chain complex III",ubiquinol-cytochrome-c reductase activity,0,4,4,4,4,4,3,4,0,4,4,4,4,4,4,4,4,230.33952331543,93.4971694946289,209.349960327148,171.932037353516,221.723648071289,98.2565765380859,140.311370849609,15.9371223449707
Ndufa2,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2,NDUA2_MOUSE,Q9CQ75,"mitochondrial respiratory chain complex I assembly,oxidation-reduction process","mitochondrion,mitochondrial respiratory chain complex I,mitochondrial membrane",NADH dehydrogenase (ubiquinone) activity,0,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,6,127.996307373047,61.03759765625,148.677871704102,70.3930511474609,125.076454162598,61.6932716369629,107.083755493164,2.79396963119507
Sdhb,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial",SDHB_MOUSE,Q9CQA3,"tricarboxylic acid cycle,succinate metabolic process,aerobic respiration,respiratory electron transport chain","nucleoplasm,mitochondrion,mitochondrial inner membrane,mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone),plasma membrane,respiratory chain complex II,extracellular exosome","succinate dehydrogenase (ubiquinone) activity,electron carrier activity,metal ion binding,ubiquinone binding,2 iron, 2 sulfur cluster binding,3 iron, 4 sulfur cluster binding,4 iron, 4 sulfur cluster binding",0,18,17,18,18,17,18,18,0,18,18,18,18,18,18,18,18,1062.08227539063,613.84521484375,1102.26232910156,738.720947265625,1168.66772460938,557.228698730469,927.579956054688,20.3595733642578
Uqcrb,Cytochrome b-c1 complex subunit 7,Q9CQB4_MOUSE;QCR7_MOUSE,Q9CQB4;Q9D855,";mitochondrial electron transport, ubiquinol to cytochrome c,aerobic respiration,mitochondrial respiratory chain complex III assembly,hydrogen ion transmembrane transport",";mitochondrion,mitochondrial inner membrane,mitochondrial respiratory chain complex III",;ubiquinol-cytochrome-c reductase activity,0,15,14,15,15,15,14,15,0,15,15,15,15,15,15,15,15,359.852416992188,212.044616699219,363.034454345703,739.277282714844,385.614807128906,197.709533691406,351.342132568359,11.788537979126
Ndufb4,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4,NDUB4_MOUSE,Q9CQC7,"response to oxidative stress,mitochondrial respiratory chain complex I assembly,oxidation-reduction process","mitochondrion,mitochondrial inner membrane,mitochondrial respiratory chain complex I,integral component of membrane,nuclear membrane,extracellular exosome","molecular_function,NADH dehydrogenase (ubiquinone) activity",0,9,8,9,9,9,9,9,0,9,9,9,9,9,9,9,9,228.47492980957,120.397621154785,297.985992431641,195.104263305664,246.828567504883,136.872329711914,267.361785888672,10.7009172439575
Sar1b,GTP-binding protein SAR1b,SAR1B_MOUSE,Q9CQC9,"intracellular protein transport,vesicle-mediated transport","endoplasmic reticulum membrane,Golgi cisterna membrane","protein binding,GTP binding,metal ion binding",0,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,37.4840507507324,37.2168159484863,41.2974166870117,27.1126575469971,39.4125518798828,26.8965873718262,31.0201473236084,3.87477922439575
Rab5a,Ras-related protein Rab-5A,RAB5A_MOUSE,Q9CQD1,"endocytosis,phagocytosis,protein transport,regulation of endocytosis,synaptic vesicle recycling,viral RNA genome replication,early endosome to late endosome transport,transcytosis,positive regulation of exocytosis,regulation of endosome size,regulation of filopodium assembly,receptor internalization involved in canonical Wnt signaling pathway,regulation of synaptic vesicle exocytosis","ruffle,cytoplasm,endosome,early endosome,cytosol,plasma membrane,synaptic vesicle,endosome membrane,actin cytoskeleton,endocytic vesicle,axon,dendrite,phagocytic vesicle membrane,somatodendritic compartment,melanosome,neuronal cell body,terminal bouton,axon terminus,membrane raft,phagocytic vesicle,extracellular exosome,cytoplasmic side of early endosome membrane","GTPase activity,protein binding,GTP binding,guanyl nucleotide binding,GDP binding",0,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,10.9977598190308,16.5091514587402,14.1998014450073,11.268292427063,11.5971021652222,9.4550199508667,12.0921125411987,2.04415249824524
,UPF0568 protein C14orf166 homolog,CN166_MOUSE,Q9CQE8,"transcription, DNA-templated,tRNA splicing, via endonucleolytic cleavage and ligation,positive regulation of transcription from RNA polymerase II promoter","nucleus,nucleoplasm,cytoplasm,microtubule organizing center,cytosol,perinuclear region of cytoplasm,tRNA-splicing ligase complex","RNA polymerase II core binding,RNA binding,identical protein binding",0,8,8,7,8,8,8,8,0,8,8,8,8,8,8,8,8,12.0855865478516,22.6507625579834,10.7088050842285,20.152904510498,11.4832744598389,25.1750431060791,13.0171155929565,2.4290726184845
Nudt21,Cleavage and polyadenylation specificity factor subunit 5,CPSF5_MOUSE,Q9CQF3,"mRNA polyadenylation,mRNA cleavage,mRNA processing,protein tetramerization","nucleus,centrosome,microtubule organizing center,mRNA cleavage factor complex,nuclear body,paraspeckles","RNA binding,mRNA binding,hydrolase activity,AU-rich element binding,identical protein binding,protein homodimerization activity,histone deacetylase binding",0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,12.1081447601318,36.7801284790039,9.03002166748047,32.1924667358398,5.32957220077515,23.4963359832764,8.62768936157227,1.30100929737091
Pcyox1,Prenylcysteine oxidase,PCYOX_MOUSE,Q9CQF9,"prenylated protein catabolic process,prenylcysteine catabolic process,oxidation-reduction process,Requires Ontology,chloride transmembrane transport","lysosome,vacuolar membrane,plasma membrane,very-low-density lipoprotein particle,extracellular exosome","prenylcysteine oxidase activity,chloride-transporting ATPase activity",0,2,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,10.8426303863525,11.4757823944092,10.3406410217285,25.9422225952148,9.14085674285889,16.2101497650146,9.47056484222412,1.71605134010315
Btf3l4,Transcription factor BTF3 homolog 4,BT3L4_MOUSE,Q9CQH7,biological_process,cellular_component,molecular_function,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,21.0747833251953,19.7715148925781,14.1275863647461,14.5517702102661,11.4892597198486,26.6038684844971,16.3624992370605,2.03931617736816
Gmfb,Glia maturation factor beta,GMFB_MOUSE,Q9CQI3,"learning,locomotory behavior,regulation of receptor activity,negative regulation of Arp2/3 complex-mediated actin nucleation",intracellular,"actin binding,growth factor activity,Arp2/3 complex binding",0,4,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,53.9987525939941,73.3882827758789,66.9462203979492,68.2587051391602,61.8239059448242,96.8641815185547,71.3476104736328,3.65066432952881
Cotl1,Coactosin-like protein,COTL1_MOUSE,Q9CQI6,defense response to fungus,"cellular_component,nucleus,cytoplasm,cytoskeleton,extracellular exosome","actin binding,protein binding,enzyme binding",0,11,10,10,11,10,11,11,0,11,11,11,11,11,11,11,11,180.137481689453,222.425155639648,163.842010498047,527.53955078125,166.509582519531,345.849487304688,266.769287109375,22.2044486999512
Ndufb9,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9,NDUB9_MOUSE,Q9CQJ8,"mitochondrial electron transport, NADH to ubiquinone,mitochondrial respiratory chain complex I assembly","mitochondrion,mitochondrial inner membrane,mitochondrial respiratory chain complex I,extracellular exosome",,0,7,7,7,7,7,7,7,0,7,7,7,7,7,7,7,7,169.344543457031,78.0181427001953,151.88606262207,271.629638671875,151.436141967773,84.3856735229492,150.981094360352,4.60971593856812
Txndc17,Thioredoxin domain-containing protein 17,TXD17_MOUSE,Q9CQM5,"tumor necrosis factor-mediated signaling pathway,oxidation-reduction process,cellular oxidant detoxification","cytosol,extracellular exosome","peroxidase activity,protein-disulfide reductase activity",0,8,8,8,8,8,8,8,0,8,8,8,8,8,8,8,8,255.333694458008,312.485229492188,233.942611694336,202.816162109375,222.061111450195,337.440155029297,281.535736083984,10.41685962677
Glrx3,Glutaredoxin-3,GLRX3_MOUSE,Q9CQM9,"regulation of the force of heart contraction,negative regulation of cardiac muscle hypertrophy,[2Fe-2S] cluster assembly,cell redox homeostasis,oxidation-reduction process,protein maturation by iron-sulfur cluster transfer","nucleus,cytosol,cell cortex,Z disc,dendrite,extracellular exosome","RNA binding,protein kinase C binding,protein binding,electron carrier activity,protein disulfide oxidoreductase activity,identical protein binding,metal ion binding,iron-sulfur cluster binding",0,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,32.4782180786133,61.8730049133301,27.6812267303467,48.3211326599121,33.942440032959,62.7207489013672,21.4437961578369,3.62337851524353
Trap1,"Heat shock protein 75 kDa, mitochondrial",TRAP1_MOUSE,Q9CQN1,"protein folding,response to stress,translational attenuation,negative regulation of cellular respiration,negative regulation of intrinsic apoptotic signaling pathway in response to hydrogen peroxide","nucleoplasm,mitochondrion,mitochondrial inner membrane,mitochondrial intermembrane space,mitochondrial matrix,lipid particle,membrane,extracellular exosome","RNA binding,ATP binding,protein kinase binding,unfolded protein binding",0,28,28,28,26,28,28,28,0,28,28,28,28,28,28,28,28,169.230941772461,102.89030456543,171.437789916992,95.6243743896484,185.410461425781,97.1219787597656,184.273483276367,8.23702430725098
Atp5f1,"ATP synthase F(0) complex subunit B1, mitochondrial",AT5F1_MOUSE,Q9CQQ7,"ATP synthesis coupled proton transport,substantia nigra development,Requires Ontology","mitochondrial proton-transporting ATP synthase complex, coupling factor F(o),nucleus,nucleoplasm,mitochondrion,mitochondrial inner membrane,mitochondrial proton-transporting ATP synthase complex,membrane,myelin sheath,extracellular exosome","ATPase activity,proton-transporting ATP synthase activity, rotational mechanism",0,15,13,15,15,15,15,13,0,15,15,15,15,15,15,15,15,677.726379394531,301.784912109375,716.574096679688,384.737182617188,614.654418945313,330.894073486328,587.6513671875,13.0972814559937
Rps21,40S ribosomal protein S21,RS21_MOUSE,Q9CQR2,"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA),endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA),translation","small ribosomal subunit,cytosolic small ribosomal subunit","RNA binding,structural constituent of ribosome,ribosome binding,protein N-terminus binding",0,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,6,122.715827941895,273.225463867188,108.825454711914,189.111312866211,132.557983398438,187.78938293457,113.012962341309,12.7351818084717
Acot13,Acyl-coenzyme A thioesterase 13,ACO13_MOUSE,Q9CQR4,protein homotetramerization,"nucleus,mitochondrion,spindle,cytosol,extracellular exosome",acyl-CoA hydrolase activity,0,8,8,7,7,8,8,7,0,8,8,8,8,8,8,8,8,475.732635498047,337.047180175781,558.225524902344,394.229614257813,523.876831054688,333.069122314453,425.410705566406,9.07368087768555
Rer1,Protein RER1,RER1_MOUSE,Q9CQU3,"retrograde vesicle-mediated transport, Golgi to ER,neuromuscular junction development,skeletal muscle acetylcholine-gated channel clustering,positive regulation of protein localization to plasma membrane","endoplasmic reticulum-Golgi intermediate compartment,Golgi apparatus,plasma membrane,cell surface,integral component of Golgi membrane",acetylcholine receptor binding,0,1,2,1,1,2,1,1,0,2,2,2,2,2,2,2,2,22.1470985412598,17.6746501922607,12.7467575073242,13.7483510971069,10.4157848358154,18.0377941131592,11.4497880935669,0.844548046588898
Pam16,Mitochondrial import inner membrane translocase subunit TIM16,TIM16_MOUSE,Q9CQV1,"ossification,protein import into mitochondrial matrix,negative regulation of ATPase activity,DNA biosynthetic process,negative regulation of apoptotic signaling pathway","presequence translocase-associated import motor,cytoplasm,mitochondrion,mitochondrial inner membrane,mitochondrial inner membrane presequence translocase complex,mitochondrial matrix,extrinsic component of mitochondrial inner membrane,protein complex",molecular_function,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,9.40795040130615,5.67833852767944,7.11246776580811,4.14798736572266,7.94864368438721,2.24613618850708,5.72586727142334,1.85159814357758
Ywhab,14-3-3 protein beta/alpha,1433B_MOUSE,Q9CQV8,"protein targeting,negative regulation of protein dephosphorylation,positive regulation of catalytic activity,negative regulation of G-protein coupled receptor protein signaling pathway,negative regulation of transcription, DNA-templated,cytoplasmic sequestering of protein,protein heterooligomerization","nucleus,cytoplasm,cytosol,focal adhesion,membrane,transcriptional repressor complex,cytoplasmic vesicle membrane,melanosome,protein complex,perinuclear region of cytoplasm,extracellular exosome","transcription corepressor activity,protein binding,protein C-terminus binding,enzyme binding,protein domain specific binding,protein complex binding,identical protein binding,histone deacetylase binding,cadherin binding,phosphoserine binding,phosphoprotein binding",0,9,9,8,9,9,9,9,0,9,9,9,9,9,9,9,9,97.9788131713867,162.925796508789,90.7024993896484,114.510116577148,107.441162109375,145.539932250977,97.3181610107422,13.3406801223755
Ykt6,Synaptobrevin homolog YKT6,YKT6_MOUSE,Q9CQW1,"exocytosis,ER to Golgi vesicle-mediated transport,vesicle targeting,vesicle docking involved in exocytosis,vesicle fusion,protein transport,retrograde transport, endosome to Golgi","Golgi membrane,cytoplasm,mitochondrion,endosome,endoplasmic reticulum,Golgi apparatus,cytosol,integral component of plasma membrane,cytoplasmic vesicle membrane,SNARE complex,neuronal cell body,extracellular exosome,apical dendrite,basilar dendrite","SNARE binding,SNAP receptor activity,protein-cysteine S-palmitoyltransferase activity,cadherin binding",0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,9.22396659851074,15.3627681732178,8.98075389862061,13.2665605545044,10.1966905593872,15.062611579895,7.45998334884644,1.40764594078064
Cyb5b,Cytochrome b5 type B,CYB5B_MOUSE,Q9CQX2,"positive regulation of catalytic activity,oxidation-reduction process","mitochondrion,mitochondrial outer membrane,mitochondrial inner membrane,membrane,integral component of membrane","enzyme activator activity,heme binding,metal ion binding",0,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,28.7833957672119,6.80578708648682,16.0980968475342,27.7579822540283,13.2548484802246,20.3633823394775,27.1114845275879,4.8353967666626
Mrps36,"28S ribosomal protein S36, mitochondrial",RT36_MOUSE,Q9CQX8,,"mitochondrion,mitochondrial small ribosomal subunit,mitochondrial oxoglutarate dehydrogenase complex",,0,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,59.6414527893066,34.7276878356934,64.9644775390625,19.2624435424805,62.5263290405273,30.8648490905762,51.8569526672363,1.8587794303894
Ndufa6,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6,NDUA6_MOUSE,Q9CQZ5,"response to oxidative stress,oxidation-reduction process","mitochondrion,mitochondrial respiratory chain complex I,mitochondrial membrane",molecular_function,0,7,7,7,7,7,7,7,0,7,7,7,7,7,7,7,7,292.095947265625,139.149429321289,313.536376953125,329.475921630859,305.250640869141,157.288986206055,259.608764648438,6.18522596359253
Ndufb3,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3,NDUB3_MOUSE,Q9CQZ6,"electron transport chain,mitochondrial respiratory chain complex I assembly","mitochondrion,mitochondrial inner membrane,mitochondrial respiratory chain complex I,integral component of membrane,extracellular exosome",molecular_function,0,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,189.543121337891,98.4141464233398,221.625411987305,159.060592651367,188.957870483398,92.1049499511719,174.316772460938,2.01522827148438
Ppid,Peptidyl-prolyl cis-trans isomerase D,PPID_MOUSE,Q9CR16,"negative regulation of transcription from RNA polymerase II promoter,protein peptidyl-prolyl isomerization,protein folding,protein complex assembly,apoptotic process,protein transport,lipid particle organization,regulation of apoptotic process,positive regulation of apoptotic process,positive regulation of viral genome replication,positive regulation of protein secretion,chaperone-mediated protein folding,cellular response to UV-A","nucleus,nucleoplasm,nucleolus,cytoplasm,cytosol","peptidyl-prolyl cis-trans isomerase activity,FK506 binding,transcription factor binding,estrogen receptor binding,Hsp70 protein binding,heat shock protein binding,Hsp90 protein binding",0,4,4,4,3,4,4,4,0,4,4,4,4,4,4,4,4,24.7899875640869,43.558292388916,23.668701171875,34.4282493591309,24.8696575164795,38.076904296875,23.5119380950928,2.15268278121948
Nudt8,Nucleoside diphosphate-linked moiety X motif 8,NUDT8_MOUSE,Q9CR24,biological_process,mitochondrion,"hydrolase activity,metal ion binding",0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,49.8497543334961,35.1837921142578,53.7220726013184,15.5028371810913,51.9850692749023,28.7702407836914,53.0321922302246,1.51502525806427
Atp6v1g1,V-type proton ATPase subunit G 1,VATG1_MOUSE,Q9CR51,"cellular iron ion homeostasis,cellular response to increased oxygen levels,hydrogen ion transmembrane transport","intracellular,lysosomal membrane,cytosol,plasma membrane,vacuolar proton-transporting V-type ATPase complex,extracellular exosome,synaptic vesicle","protein binding,hydrogen-exporting ATPase activity, phosphorylative mechanism,ATPase activity,ATPase binding",0,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,48.393253326416,43.6857032775879,53.548397064209,26.1649303436279,52.0329780578613,36.6944351196289,58.2317504882813,4.99887657165527
Rpl14,60S ribosomal protein L14,RL14_MOUSE,Q9CR57,"rRNA processing,translation,ribosomal large subunit biogenesis","membrane,cytosolic large ribosomal subunit,extracellular exosome","RNA binding,structural constituent of ribosome,cadherin binding",0,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,6,282.261383056641,406.828582763672,257.107482910156,425.401031494141,242.129333496094,436.723724365234,315.804168701172,3.3622407913208
Ndufb7,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7,NDUB7_MOUSE,Q9CR61,"mitochondrial respiratory chain complex I assembly,oxidation-reduction process","mitochondrion,mitochondrial inner membrane,mitochondrial respiratory chain complex I,mitochondrial intermembrane space","molecular_function,NADH dehydrogenase (ubiquinone) activity",0,7,7,7,7,7,7,7,0,7,7,7,7,7,7,7,7,214.609283447266,94.2334289550781,179.819610595703,337.842376708984,180.648788452148,73.5826950073242,159.053558349609,18.6914710998535
Slc25a11,Mitochondrial 2-oxoglutarate/malate carrier protein,M2OM_MOUSE,Q9CR62,"mitochondrial transport,alpha-ketoglutarate transport","nucleus,mitochondrion,mitochondrial inner membrane,integral component of membrane","RNA binding,oxoglutarate:malate antiporter activity",0,17,16,17,17,17,17,17,0,17,17,17,17,17,17,17,17,299.967102050781,159.328567504883,337.120849609375,211.314254760742,300.153594970703,130.433929443359,246.897476196289,8.94583702087402
Uqcrfs1,"Cytochrome b-c1 complex subunit Rieske, mitochondrial",UCRI_MOUSE,Q9CR68,"response to hormone,response to drug,response to antibiotic,oxidation-reduction process,hydrogen ion transmembrane transport","mitochondrion,mitochondrial inner membrane,mitochondrial respiratory chain complex III,mitochondrial respiratory chain complex IV,myelin sheath","protein binding,ubiquinol-cytochrome-c reductase activity,protein complex binding,metal ion binding,2 iron, 2 sulfur cluster binding",0,14,14,13,14,14,14,14,0,14,14,14,14,14,14,14,14,319.689483642578,175.410995483398,357.903778076172,434.006500244141,366.676818847656,156.858306884766,271.774261474609,4.05298757553101
Chchd3,MICOS complex subunit Mic19,MIC19_MOUSE,Q9CRB9,"negative regulation of transcription from RNA polymerase II promoter,transcription, DNA-templated,inner mitochondrial membrane organization,mitochondrial fusion,cristae formation","nucleus,cytoplasm,mitochondrion,mitochondrial inner membrane,MICOS complex,extracellular exosome","transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding,protein binding,phosphatase binding,protein complex scaffold",0,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,83.7756652832031,41.9623565673828,100.318786621094,46.9539451599121,89.1263961791992,39.1348190307617,83.9036178588867,6.77532911300659
Emc2,ER membrane protein complex subunit 2,EMC2_MOUSE,Q9CRD2,protein folding in endoplasmic reticulum,"nucleus,cytoplasm,mitochondrion,endoplasmic reticulum,ER membrane protein complex",molecular_function,0,3,3,3,3,2,2,3,0,3,3,3,3,3,3,3,3,5.67593050003052,6.55722904205322,7.96743965148926,10.2861795425415,6.04278326034546,6.41615772247314,7.53927230834961,2.45264577865601
Prps2,Ribose-phosphate pyrophosphokinase 2,PRPS2_MOUSE,Q9CS42,"5-phosphoribose 1-diphosphate biosynthetic process,AMP biosynthetic process,nucleoside metabolic process,phosphorylation,animal organ regeneration","ribose phosphate diphosphokinase complex,protein complex,extracellular exosome","magnesium ion binding,ribose phosphate diphosphokinase activity,ATP binding,AMP binding,kinase activity,GDP binding,carbohydrate binding,identical protein binding,protein homodimerization activity,ADP binding",0,5,5,5,5,5,5,4,0,5,5,5,5,5,5,5,5,68.7770156860352,51.5714225769043,70.2479476928711,71.5513763427734,75.9822387695313,47.5312042236328,63.7930755615234,4.94954299926758
Arpc2,Actin-related protein 2/3 complex subunit 2,ARPC2_MOUSE,Q9CVB6,"positive regulation of lamellipodium assembly,actin filament polymerization,positive regulation of actin filament polymerization,Arp2/3 complex-mediated actin nucleation,positive regulation of substrate adhesion-dependent cell spreading","endosome,Arp2/3 protein complex,plasma membrane,focal adhesion,cell leading edge,muscle cell projection membrane,neuron projection,synapse,extracellular exosome","structural constituent of cytoskeleton,protein binding,actin filament binding",0,10,11,10,11,10,11,10,0,11,11,11,11,11,11,11,11,91.7213439941406,141.868011474609,89.172233581543,235.297348022461,86.8432693481445,137.200820922852,101.212417602539,8.20914363861084
Atic,Bifunctional purine biosynthesis protein PURH,PUR9_MOUSE,Q9CWJ9,"brainstem development,'de novo' IMP biosynthetic process,nucleoside metabolic process,response to inorganic substance,cerebellum development,cerebral cortex development,animal organ regeneration,dihydrofolate metabolic process,tetrahydrofolate biosynthetic process","mitochondrion,membrane,extracellular exosome","IMP cyclohydrolase activity,phosphoribosylaminoimidazolecarboxamide formyltransferase activity,protein homodimerization activity,cadherin binding",0,15,15,15,15,15,16,15,0,16,16,16,16,16,16,16,16,40.9329643249512,101.358856201172,37.7055702209473,145.253631591797,40.0879554748535,104.129005432129,53.8295860290527,7.77646398544312
