PG.BiologicalProcess,PG.CellularComponent,PG.Genes,PG.MolecularFunction,PG.ProteinDescriptions,PG.ProteinNames,PG.Qvalue,PG.UniProtIds,[1] 22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsIdentified,[2] 22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsIdentified,[3] 22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsIdentified,[4] 22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.NrOfPrecursorsIdentified,[1] 22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[2] 22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[3] 22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[4] 22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.NrOfPrecursorsUsedForQuantification,[1] 22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.Quantity,[2] 22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.Quantity,[3] 22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.Quantity,[4] 22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.Quantity
"regulation of transcription, DNA-templated,epidermal growth factor receptor signaling pathway,regulation of receptor activity,peptidyl-tyrosine phosphorylation,negative regulation of chondrocyte differentiation,camera-type eye development,embryonic eye morphogenesis,post-embryonic eye morphogenesis","proteinaceous extracellular matrix,extracellular space,extracellular exosome,extracellular matrix",Efemp1,"epidermal growth factor-activated receptor activity,epidermal growth factor receptor binding,calcium ion binding,growth factor activity",EGF-containing fibulin-like extracellular matrix protein 1,FBLN3_MOUSE,2.10E-50,Q8BPB5,4,6,5,5,6,6,6,6,88.35389709,465.7922974,121.7150574,104.6088409
"phagocytosis,phagocytosis, engulfment,apoptotic process,cell migration,Rac protein signal transduction,actin filament-based process,actin cytoskeleton organization,positive regulation of GTPase activity,cell motility","cytoplasm,plasma membrane,membrane,guanyl-nucleotide exchange factor complex",Elmo1,"protein binding,SH3 domain binding,guanyl-nucleotide exchange factor activity",Engulfment and cell motility protein 1,ELMO1_MOUSE,6.17E-07,Q8BPU7,4,3,5,4,5,5,5,5,94.47878265,138.5964203,148.5774231,136.8891754
biological_process,"cellular_component,cytoplasm,cytoskeleton",Ppp1r18,"molecular_function,actin binding,phosphatase binding",Phostensin,PPR18_MOUSE,5.45E-17,Q8BQ30,3,2,1,3,3,3,3,3,42.58661652,89.1167984,35.31123734,38.33860397
"cell morphogenesis,response to hypoxia,retrograde vesicle-mediated transport, Golgi to ER,post-Golgi vesicle-mediated transport,vesicle docking involved in exocytosis,phagocytosis,response to toxic substance,protein transport,regulation of protein transport,regulation of ER to Golgi vesicle-mediated transport,toxin transport,negative regulation of autophagosome assembly","endoplasmic reticulum membrane,Golgi-associated vesicle,cis-Golgi network,plasma membrane,Golgi transport complex,Golgi cisterna membrane,SNARE complex",Scfd1,"syntaxin binding,protein N-terminus binding",Sec1 family domain-containing protein 1,SCFD1_MOUSE,1.14E-50,Q8BRF7,15,11,15,14,7,7,7,7,164.595047,214.5944824,215.8407745,189.4977722
"transcription, DNA-templated,regulation of transcription, DNA-templated,protein phosphorylation,fatty acid biosynthetic process,cholesterol biosynthetic process,autophagy,response to stress,mitochondrion organization,lipid biosynthetic process,regulation of gene expression,positive regulation of autophagy,response to muscle activity,Wnt signaling pathway,regulation of macroautophagy,cellular response to nutrient levels,negative regulation of TOR signaling,histone-serine phosphorylation,cellular response to drug,cellular response to glucose starvation,glucose homeostasis,regulation of circadian rhythm,negative regulation of apoptotic process,positive regulation of glycolytic process,rhythmic process,fatty acid homeostasis,membrane organization,cellular response to prostaglandin E stimulus,regulation of energy homeostasis","nucleus,nucleoplasm,cytoplasm,Golgi apparatus,cytosol,nuclear speck,nucleotide-activated protein kinase complex",Prkaa2,"chromatin binding,protein serine/threonine kinase activity,AMP-activated protein kinase activity,protein serine/threonine/tyrosine kinase activity,protein binding,ATP binding,histone serine kinase activity,metal ion binding,[hydroxymethylglutaryl-CoA reductase (NADPH)] kinase activity,[acetyl-CoA carboxylase] kinase activity",5'-AMP-activated protein kinase catalytic subunit alpha-2,AAPK2_MOUSE,2.23E-06,Q8BRK8,2,0,1,1,3,3,3,3,26.01881027,21.77090263,27.23835564,23.40227318
";citrate transport,ion transmembrane transport,iron ion homeostasis",";mitochondrion,mitochondrial inner membrane,integral component of membrane",Sfxn5,;citrate transmembrane transporter activity,Sideroflexin;Sideroflexin-5,Q8BRQ9_MOUSE;SFXN5_MOUSE,0.000249993,Q8BRQ9;Q925N0,1,2,2,4,4,4,4,4,18.40030098,29.47581291,18.38885307,22.74860001
"small GTPase mediated signal transduction,protein transport,vesicle-mediated transport",Golgi apparatus,Arf2,GTP binding,ADP-ribosylation factor 2,ARF2_MOUSE,3.36E-09,Q8BSL7,2,1,2,2,2,2,2,2,5.451025009,17.60722351,13.10659695,11.07727242
"protein phosphorylation,positive regulation of cell migration,ERBB2 signaling pathway,cellular response to calcium ion,cellular response to growth factor stimulus","nucleus,nucleolus,cytoplasm,mitochondrion,cytosol,plasma membrane,focal adhesion,cell junction,extracellular exosome",Cpne3,"RNA binding,protein serine/threonine kinase activity,calcium-dependent phospholipid binding,receptor tyrosine kinase binding,calcium-dependent protein binding",Copine-3,CPNE3_MOUSE,3.19E-25,Q8BT60,12,12,11,10,7,7,7,7,410.9688416,950.170166,690.6428223,729.7449341
"mRNA processing,biological_process,RNA splicing;;","Cajal body,nuclear speck,catalytic step 2 spliceosome;;",Srrm2,"RNA binding,protein N-terminus binding,C2H2 zinc finger domain binding;;",Serine/arginine repetitive matrix protein 2;Isoform 2 of Serine/arginine repetitive matrix protein 2;Isoform 3 of Serine/arginine repetitive matrix protein 2,SRRM2_MOUSE,1.00E-22,Q8BTI8;Q8BTI8-2;Q8BTI8-3,7,6,8,6,8,8,8,8,126.1737595,109.6087112,168.7886353,142.6421661
"blood coagulation,positive regulation of blood coagulation,purine ribonucleoside catabolic process;","plasma membrane,membrane,integral component of membrane,extracellular exosome;",Enpp4,"metal ion binding,bis(5'-adenosyl)-triphosphatase activity;",Bis(5'-adenosyl)-triphosphatase enpp4;Isoform 2 of Bis(5'-adenosyl)-triphosphatase enpp4,ENPP4_MOUSE,3.47E-05,Q8BTJ4;Q8BTJ4-2,1,1,2,1,2,2,2,2,26.0320015,30.4610672,39.91478729,20.03352547
"defense response to protozoan,adhesion of symbiont to host,defense response to Gram-positive bacterium,cellular response to interferon-gamma","symbiont-containing vacuole membrane,cytoplasmic vesicle,extracellular exosome",Gbp9,"molecular_function,GTPase activity,GTP binding",Guanylate-binding protein 9,Q8BTS3_MOUSE,4.01E-07,Q8BTS3,1,1,2,2,2,2,2,2,29.23209953,22.59469604,33.47025681,31.82172775
"protein targeting,NLS-bearing protein import into nucleus,nuclear pore organization,protein targeting to nuclear inner membrane,regulation of protein import into nucleus,mRNA transport,protein homooligomerization,protein heterotetramerization,protein heterotrimerization","nuclear membrane,nuclear pore central transport channel",Nup54,"nucleocytoplasmic transporter activity,structural constituent of nuclear pore",Nuclear pore complex protein Nup54,NUP54_MOUSE,8.51E-11,Q8BTS4,6,3,6,6,6,6,6,6,114.9146423,96.86119843,166.7546234,81.50901794
"rRNA catabolic process,rRNA 3'-end processing,nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5',U4 snRNA 3'-end processing,DNA deamination,isotype switching,positive regulation of isotype switching,nuclear mRNA surveillance,polyadenylation-dependent snoRNA 3'-end processing","nuclear exosome (RNase complex),cytoplasmic exosome (RNase complex),exosome (RNase complex),nucleolus",Exosc6,RNA binding,Exosome complex component MTR3,EXOS6_MOUSE,1.72E-11,Q8BTW3,3,3,3,3,3,3,3,3,59.49188614,33.76438904,53.3660202,67.84648132
"cellular modified amino acid metabolic process,biosynthetic process,kynurenine metabolic process,L-kynurenine catabolic process","nucleoplasm,cytosol",Kyat1,"kynurenine-oxoglutarate transaminase activity,pyridoxal phosphate binding,protein homodimerization activity,L-phenylalanine:pyruvate aminotransferase activity,glutamine-phenylpyruvate transaminase activity,cysteine-S-conjugate beta-lyase activity,L-glutamine:pyruvate aminotransferase activity",Kynurenine--oxoglutarate transaminase 1,KAT1_MOUSE,2.18E-38,Q8BTY1,9,8,9,10,8,8,8,8,534.5641479,363.8853455,376.8416748,495.8826599
GDP-mannose biosynthetic process,"cytoplasm,mitochondrion,extracellular exosome",Gmppb,"mannose-1-phosphate guanylyltransferase activity,GTP binding",Mannose-1-phosphate guanyltransferase beta,GMPPB_MOUSE,3.70E-42,Q8BTZ7,9,9,9,10,8,8,8,8,251.6547852,312.823761,361.8585815,215.706604
posttranslational protein targeting to membrane,"endoplasmic reticulum membrane,membrane,integral component of membrane",Sec62,"molecular_function,protein transporter activity",Translocation protein SEC62,SEC62_MOUSE,6.68E-55,Q8BU14,2,2,2,2,2,2,2,2,101.8237381,118.2984009,75.72920227,96.85464478
"osteoblast differentiation,isoleucyl-tRNA aminoacylation,regulation of translational fidelity","cytoplasm,cytosol,membrane,aminoacyl-tRNA synthetase multienzyme complex,extracellular exosome",Iars,"tRNA binding,aminoacyl-tRNA editing activity,isoleucine-tRNA ligase activity,ATP binding,GTPase binding","Isoleucine--tRNA ligase, cytoplasmic",SYIC_MOUSE,1.23E-43,Q8BU30,28,25,29,28,7,7,7,7,1080.039551,941.1126709,1065.113281,1024.225586
biological_process,"membrane,integral component of membrane",Ilvbl,"magnesium ion binding,transferase activity,thiamine pyrophosphate binding",Acetolactate synthase-like protein,ILVBL_MOUSE,1.01E-29,Q8BU33,8,7,9,9,7,7,7,7,64.60364532,66.84069061,82.14764404,58.18290329
translation,"mitochondrion,mitochondrial large ribosomal subunit",Mrpl22,"RNA binding,structural constituent of ribosome","39S ribosomal protein L22, mitochondrial",RM22_MOUSE,5.06E-61,Q8BU88,2,2,2,2,2,2,2,2,44.44143677,50.19783783,39.12901306,55.16480637
"endosome organization,lysosome organization,endosome to lysosome transport,protein transport,interkinetic nuclear migration,cytoskeleton-dependent intracellular transport,cytoplasmic microtubule organization,microtubule anchoring at centrosome,early endosome to late endosome transport,negative regulation of neurogenesis,Golgi localization,protein localization to centrosome,neuronal stem cell population maintenance","pericentriolar material,cytoplasm,Golgi apparatus,cis-Golgi network,centrosome,cytosol,microtubule,centriolar satellite,FHF complex,HOPS complex",Hook3,"protein binding,microtubule binding,identical protein binding,dynein light intermediate chain binding",Protein Hook homolog 3,HOOK3_MOUSE,1.28E-17,Q8BUK6,7,5,7,6,7,7,7,7,56.872612,53.92700195,76.86816406,25.06159592
"hematopoietic progenitor cell differentiation,phagocytosis,apoptotic process,cytoskeleton organization,small GTPase mediated signal transduction,positive regulation of epithelial cell migration,cell migration,positive regulation of GTPase activity,positive regulation of substrate adhesion-dependent cell spreading;","cytoplasm,membrane,guanyl-nucleotide exchange factor complex;",Dock1,"GTPase activator activity,protein binding,SH3 domain binding,guanyl-nucleotide exchange factor activity;",Dedicator of cytokinesis protein 1;Isoform 2 of Dedicator of cytokinesis protein 1,DOCK1_MOUSE,2.03E-28,Q8BUR4;Q8BUR4-2,1,2,5,3,5,5,5,5,45.16226959,83.32769775,77.34874725,59.06228638
protein deneddylation,"nucleoplasm,cytoplasm,COP9 signalosome",Cops7b,molecular_function,COP9 signalosome complex subunit 7b,CSN7B_MOUSE,1.49E-12,Q8BV13,2,2,2,1,2,2,2,2,5.480344772,18.7202301,2.427198887,2.537980556
"angiogenesis,positive regulation of endothelial cell proliferation,protein folding,apoptotic process,queuosine biosynthetic process,positive regulation of angiogenesis,regulation of peptidyl-tyrosine phosphorylation,negative regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process","nucleus,cytoplasm,cytosol",Pdcl3,"vascular endothelial growth factor receptor 2 binding,protein binding involved in protein folding,queuine tRNA-ribosyltransferase activity",Phosducin-like protein 3,PDCL3_MOUSE,1.67E-11,Q8BVF2,3,2,3,3,3,3,3,3,84.4391098,217.2585297,47.59642029,47.55330658
proteolysis,cytosol,Dpp9,"aminopeptidase activity,serine-type peptidase activity,identical protein binding",Dipeptidyl peptidase 9,DPP9_MOUSE,7.05E-06,Q8BVG4,1,1,1,3,3,3,3,3,13.41610909,47.27423859,36.2841568,28.52454758
"liver development,L-phenylalanine catabolic process,tetrahydrobiopterin biosynthetic process,response to aluminum ion,response to lead ion,response to glucagon,cellular response to drug,oxidation-reduction process","cytoplasm,mitochondrion,cytosol,neuron projection,extracellular exosome",Qdpr,"6,7-dihydropteridine reductase activity,protein homodimerization activity,NADPH binding,NADH binding",Dihydropteridine reductase,DHPR_MOUSE,7.02E-43,Q8BVI4,22,16,19,22,13,13,13,13,2778.040527,920.3766479,2140.256592,3276.425537
"cardiac septum development,intracellular protein transport,receptor-mediated endocytosis,signal transduction,aorta development,coronary vasculature development,retrograde transport, endosome to plasma membrane","cytoplasm,endosome,early endosome,Golgi apparatus,cytosol,endosome membrane,cytoplasmic vesicle membrane,cytoplasmic vesicle,intracellular membrane-bounded organelle,protein complex",Snx17,"protein C-terminus binding,phosphatidylinositol binding,low-density lipoprotein particle receptor binding",Sorting nexin-17,SNX17_MOUSE,0.001622993,Q8BVL3,1,1,2,2,2,2,2,2,42.86922455,24.76163483,26.66152,24.28800011
"protein demethylation,regulation of catalytic activity",,Ppme1,"protein phosphatase regulator activity,protein kinase binding,protein phosphatase binding,cadherin binding,protein phosphatase 2A binding,protein C-terminal methylesterase activity,protein methylesterase activity",Protein phosphatase methylesterase 1,PPME1_MOUSE,2.73E-09,Q8BVQ5,4,1,4,4,4,4,4,4,48.64831543,34.10520554,54.36312866,27.20412827
"ADP catabolic process,IDP catabolic process","mitochondrion,cell junction,nuclear membrane,extracellular exosome",Nudt9,"adenosine-diphosphatase activity,ADP-ribose diphosphatase activity","ADP-ribose pyrophosphatase, mitochondrial",NUDT9_MOUSE,2.55E-14,Q8BVU5,1,1,2,1,2,2,2,2,17.42903519,7.489769459,14.65961742,19.40750504
"maturation of LSU-rRNA,osteoblast differentiation,regulation of protein localization,regulation of apoptotic process,regulation of cellular senescence,translation","nucleolus,membrane,90S preribosome,cytosolic large ribosomal subunit",Rsl1d1,"RNA binding,mRNA 3'-UTR binding,protein binding,cadherin binding,mRNA 5'-UTR binding",Ribosomal L1 domain-containing protein 1,RL1D1_MOUSE,1.49E-27,Q8BVY0,5,2,5,5,5,5,5,5,50.33272171,75.07520294,54.72392273,52.03808594
,mitochondrion,Ptrh1,"RNA binding,aminoacyl-tRNA hydrolase activity",Probable peptidyl-tRNA hydrolase,PTH_MOUSE,0.000695264,Q8BW00,2,0,2,2,2,2,2,2,12.49460506,4.336231232,5.053273201,7.808144569
,,Ap1s2,,AP-1 complex subunit sigma-2,Q8BW87_MOUSE,0.000995226,Q8BW87,1,1,2,0,2,2,2,2,29.76861954,34.92173004,32.35709381,12.87070656
"glucose metabolic process,acetate metabolic process,succinate metabolic process,glutamate metabolic process,glutamate decarboxylation to succinate,glutamine metabolic process,glycerophospholipid metabolic process,glucosylceramide metabolic process,galactosylceramide metabolic process,glutathione metabolic process,central nervous system development,gamma-aminobutyric acid metabolic process,gamma-aminobutyric acid catabolic process,post-embryonic development,respiratory electron transport chain,neurotransmitter catabolic process,short-chain fatty acid metabolic process,protein homotetramerization,oxidation-reduction process",mitochondrion,Aldh5a1,"succinate-semialdehyde dehydrogenase (NAD+) activity,succinate-semialdehyde dehydrogenase [NAD(P)+] activity,NAD binding","Succinate-semialdehyde dehydrogenase, mitochondrial",SSDH_MOUSE,1.94E-51,Q8BWF0,20,18,15,20,8,8,8,8,1106.898438,594.4654541,638.5282593,1094.433716
"prostaglandin biosynthetic process,cell redox homeostasis,positive regulation of transcription, DNA-templated,secretion,oxidation-reduction process","Golgi membrane,nucleus,mitochondrion,cytosol,integral component of membrane",Ptges2,"DNA binding,electron carrier activity,protein disulfide oxidoreductase activity,lyase activity,heme binding,glutathione binding,prostaglandin-E synthase activity",Prostaglandin E synthase 2,PGES2_MOUSE,4.94E-40,Q8BWM0,14,12,13,13,7,7,7,7,220.5505524,270.7721558,180.2157288,227.9899597
"very long-chain fatty acid metabolic process,long-chain fatty acid metabolic process,succinyl-CoA metabolic process,acyl-CoA metabolic process,saturated monocarboxylic acid metabolic process,unsaturated monocarboxylic acid metabolic process,dicarboxylic acid metabolic process,dicarboxylic acid catabolic process,short-chain fatty acid metabolic process",peroxisome,Acot4,"succinyl-CoA hydrolase activity,receptor binding,palmitoyl-CoA hydrolase activity,acyl-CoA hydrolase activity,carboxylic ester hydrolase activity,Requires Ontology",Acyl-coenzyme A thioesterase 4,ACOT4_MOUSE,6.09E-46,Q8BWN8,13,5,9,12,7,7,7,7,282.5368652,89.55245972,174.7324677,319.6226807
"Golgi to plasma membrane transport,protein transport","early endosome,integral component of membrane",,molecular_function,UPF0505 protein C16orf62 homolog,CP062_MOUSE,6.08E-35,Q8BWQ6,12,10,13,10,7,7,7,7,122.9364319,83.55327606,125.4749222,143.2509003
"fatty acid beta-oxidation,cellular response to hypoxia,negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway,negative regulation of mitochondrial membrane permeability involved in apoptotic process","mitochondrion,mitochondrial inner membrane,extracellular exosome",Acaa2,"RNA binding,acetyl-CoA C-acyltransferase activity","3-ketoacyl-CoA thiolase, mitochondrial",THIM_MOUSE,2.80E-58,Q8BWT1,41,38,39,43,12,12,12,12,10269.69727,9214.557617,6002.320313,11482.4209
";carbohydrate metabolic process,UDP-N-acetylglucosamine biosynthetic process,protein N-linked glycosylation,protein O-linked glycosylation,spermatogenesis,glucose 1-phosphate metabolic process,hemopoiesis",;cytosol,Pgm3,";magnesium ion binding,phosphoacetylglucosamine mutase activity,phosphoglucomutase activity",Phosphoacetylglucosamine mutase,Q8BWW3_MOUSE;AGM1_MOUSE,7.30E-35,Q8BWW3;Q9CYR6,13,12,13,13,7,7,7,7,276.8405457,263.9338074,379.2667847,401.5125122
"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay,translational termination,protein methylation,viral process",cytoplasm,Etf1,"RNA binding,translation release factor activity,sequence-specific mRNA binding",Eukaryotic peptide chain release factor subunit 1,ERF1_MOUSE,2.53E-41,Q8BWY3,18,16,19,18,7,7,7,7,1074.059326,1136.688721,1343.656738,1225.668457
N-terminal peptidyl-methionine acetylation;,"cytoplasm,Golgi apparatus,cytosol,NatB complex;",Naa25,peptide alpha-N-acetyltransferase activity;,"N-alpha-acetyltransferase 25, NatB auxiliary subunit;Isoform 2 of N-alpha-acetyltransferase 25, NatB auxiliary subunit",NAA25_MOUSE,0.000419559,Q8BWZ3;Q8BWZ3-2,3,3,3,3,4,4,4,4,8.248056412,19.81330872,8.26157856,16.1865139
"negative regulation of transcription from RNA polymerase II promoter,transcription, DNA-templated,apoptotic process,negative regulation of cell proliferation,negative regulation of intracellular estrogen receptor signaling pathway,negative regulation of programmed cell death,negative regulation of stress fiber assembly,negative regulation of vitamin D receptor signaling pathway,negative regulation of G1/S transition of mitotic cell cycle","cytoplasm,mitochondrion",Kank2,molecular_function,KN motif and ankyrin repeat domain-containing protein 2,KANK2_MOUSE,2.56E-29,Q8BX02,5,5,5,5,6,6,6,6,78.27611542,98.64207458,85.2385788,81.53256989
"mitochondrion organization,negative regulation of parkin-mediated mitophagy in response to mitochondrial depolarization;;","mitochondrial outer membrane,cytosol,extracellular exosome;;",Vps13c,molecular_function;;,Vacuolar protein sorting-associated protein 13C;Isoform 2 of Vacuolar protein sorting-associated protein 13C;Isoform 3 of Vacuolar protein sorting-associated protein 13C,VP13C_MOUSE,3.57E-13,Q8BX70;Q8BX70-2;Q8BX70-3,5,7,8,7,7,7,7,7,52.52079391,66.81635284,50.78690338,61.32685471
"transcription, DNA-templated,regulation of transcription, DNA-templated,biological_process","cellular_component,cytoplasm",Commd2,molecular_function,COMM domain-containing protein 2,COMD2_MOUSE,2.63E-23,Q8BXC6,5,5,5,5,5,5,5,5,325.463562,304.2275085,318.2240601,262.8664551
"response to dietary excess,diet induced thermogenesis,chloride transport,sensory perception of sound,protein localization,regulation of ion transmembrane transport,neuromuscular process controlling balance,auditory receptor cell stereocilium organization,chloride transmembrane transport,glutathione metabolic process","cytoplasm,Golgi apparatus,microtubule organizing center,actin cytoskeleton,stereocilium,stereocilium bundle,chloride channel complex,extracellular exosome,nucleus",Clic5,"voltage-gated ion channel activity,chloride channel activity,glutathione transferase activity",Chloride intracellular channel protein 5,CLIC5_MOUSE,3.67E-48,Q8BXK9,13,11,13,11,8,8,8,8,362.4194031,139.1060333,364.1801453,361.4979248
"protein folding,peptidyl-cysteine oxidation,response to endoplasmic reticulum stress,cell redox homeostasis","endoplasmic reticulum,endoplasmic reticulum membrane,cell surface,integral component of membrane",Tmx3,"protein disulfide isomerase activity,thiol oxidase activity",Protein disulfide-isomerase TMX3,TMX3_MOUSE,1.58E-14,Q8BXZ1,4,3,4,4,4,4,4,4,211.7105865,313.9535217,265.8236084,210.5239868
,,Usp47,,Isoform 2 of Ubiquitin carboxyl-terminal hydrolase 47,UBP47_MOUSE,3.77E-15,Q8BY87-2,7,5,8,7,7,7,7,7,69.62731934,70.98298645,55.72703934,72.91229248
"microtubule cytoskeleton organization,mitotic cell cycle,protein folding,tubulin complex assembly,post-chaperonin tubulin folding pathway,negative regulation of cell-substrate adhesion,negative regulation of microtubule polymerization,adherens junction assembly,positive regulation of GTPase activity,cell morphogenesis involved in neuron differentiation,bicellular tight junction assembly","cytoplasm,centrosome,microtubule,adherens junction,bicellular tight junction,lateral plasma membrane",Tbcd,"GTPase activator activity,beta-tubulin binding",Tubulin-specific chaperone D,TBCD_MOUSE,1.03E-18,Q8BYA0,9,7,10,9,7,7,7,7,132.1642761,86.54907227,97.83494568,156.6947479
"somitogenesis,protein O-linked glycosylation,glycolipid metabolic process,gastrulation,regulation of Notch signaling pathway,regulation of gastrulation,protein O-linked glycosylation via serine,positive regulation of Notch signaling pathway,axial mesoderm development,paraxial mesoderm development,muscle tissue development,cardiovascular system development","endoplasmic reticulum lumen,extracellular exosome",Poglut1,"protein binding,protein xylosyltransferase activity,UDP-glucosyltransferase activity,UDP-xylosyltransferase activity,glucosyltransferase activity",Protein O-glucosyltransferase 1,PGLT1_MOUSE,0.001165712,Q8BYB9,2,1,1,0,2,2,2,2,8.304838181,8.116733551,12.41427135,13.41991711
"MAPK cascade,activation of MAPKK activity,DNA repair,protein phosphorylation,cellular response to DNA damage stimulus,mitotic G2 DNA damage checkpoint,regulation of mitotic cell cycle,nervous system development,stress-activated protein kinase signaling cascade,positive regulation of stress-activated MAPK cascade,regulation of apoptotic process,positive regulation of JUN kinase activity,negative regulation of JNK cascade,positive regulation of JNK cascade,protein autophosphorylation,execution phase of apoptosis",cytoplasm,Taok3,"protein serine/threonine kinase activity,MAP kinase kinase kinase activity,ATP binding,transferase activity",Serine/threonine-protein kinase TAO3,TAOK3_MOUSE,3.13E-24,Q8BYC6,5,4,5,4,5,5,5,5,80.35387421,74.56432343,116.0068283,94.83511353
"sodium ion transport,apoptotic process,transmembrane transport","integral component of membrane,apical plasma membrane,extracellular exosome",Slc5a8,symporter activity,Sodium-coupled monocarboxylate transporter 1,SC5A8_MOUSE,6.84E-28,Q8BYF6,5,4,6,4,7,7,7,7,180.7484894,128.7206879,95.99117279,102.3489456
"positive regulation of translation,positive regulation of translational initiation,mRNA destabilization;","cellular_component,cytosol;",Ythdf3,"RNA binding,ribosome binding,N6-methyladenosine-containing RNA binding;",YTH domain-containing family protein 3;Isoform 3 of YTH domain-containing family protein 3,YTHD3_MOUSE,2.97E-18,Q8BYK6;Q8BYK6-3,5,4,5,5,5,5,5,5,142.5783539,92.08559418,157.89711,109.6386185
"tRNA aminoacylation,mitochondrial tyrosyl-tRNA aminoacylation","mitochondrion,mitochondrial matrix,cytosol,nuclear body",Yars2,"tRNA binding,RNA binding,tyrosine-tRNA ligase activity,ATP binding,protein homodimerization activity,tyrosine binding","Tyrosine--tRNA ligase, mitochondrial",SYYM_MOUSE,2.67E-12,Q8BYL4,4,3,4,4,5,5,5,5,44.33007431,107.6943359,35.06320953,89.34448242
"dicarboxylic acid transport,mitochondrial transport","mitochondrion,mitochondrial inner membrane,integral component of membrane",Slc25a21,dicarboxylic acid transmembrane transporter activity,Mitochondrial 2-oxodicarboxylate carrier,ODC_MOUSE,1.54E-46,Q8BZ09,5,4,5,5,5,5,5,5,120.9882965,76.36500549,61.91753387,107.0644989
"negative regulation of protein kinase activity,cytokine-mediated signaling pathway,negative regulation of JAK-STAT cascade","cytoplasm,integral component of membrane",Lrrc19,protein kinase inhibitor activity,Leucine-rich repeat-containing protein 19,LRC19_MOUSE,7.68E-43,Q8BZT5,2,1,2,1,2,2,2,2,97.71724701,32.03628159,17.82564163,68.87135315
"biological_process,cell redox homeostasis","cellular_component,cell",Nhlrc2,molecular_function,NHL repeat-containing protein 2,NHLC2_MOUSE,1.09E-24,Q8BZW8,5,3,5,5,5,5,5,5,118.0532303,92.29103088,118.568367,95.78653717
"microtubule cytoskeleton organization,microtubule bundle formation,apoptotic process,nervous system development,brain development,regulation of chromatin disassembly,neuron projection morphogenesis","nucleus,nucleolus,spindle,cytosol,microtubule,microtubule cytoskeleton,cell junction,dendrite,cell projection,neuronal cell body,synapse,perinuclear region of cytoplasm",Map1s,"DNA binding,microtubule binding,tubulin binding,identical protein binding,beta-tubulin binding,actin filament binding",Microtubule-associated protein 1S,MAP1S_MOUSE,1.59E-33,Q8C052,3,3,3,3,3,3,3,3,64.80998993,93.32044983,98.36838531,97.28585052
"translational elongation,mature ribosome assembly,GTP metabolic process",,Efl1,"translation elongation factor activity,GTPase activity,GTP binding,ribosome binding",Elongation factor-like GTPase 1,EFL1_MOUSE,9.07E-12,Q8C0D5,5,4,5,5,5,5,5,5,57.40291595,60.49769592,85.54904938,72.81362915
"intracellular protein transport,retrograde transport, endosome to Golgi","early endosome,late endosome,cytosol,retromer complex",Vps26b,protein transporter activity,Vacuolar protein sorting-associated protein 26B,VP26B_MOUSE,1.85E-23,Q8C0E2,5,5,6,6,6,6,6,6,174.5813293,133.4302521,183.1571045,180.9181976
biological_process;,"nucleus,cytosol;",Trim47,zinc ion binding;,Tripartite motif-containing protein 47;Isoform 2 of Tripartite motif-containing protein 47,TRI47_MOUSE,1.63E-27,Q8C0E3;Q8C0E3-2,7,5,7,7,7,7,7,7,111.6337509,96.87310791,162.5962677,154.2595215
"proteolysis,asparagine catabolic process via L-aspartate","nucleus,cytoplasm",Asrgl1,"asparaginase activity,beta-aspartyl-peptidase activity",Isoaspartyl peptidase/L-asparaginase,ASGL1_MOUSE,2.30E-05,Q8C0M9,2,1,1,2,2,2,2,2,14.30753613,9.782806396,20.14245987,8.576104164
biological_process,"cell surface,integral component of membrane,extracellular exosome",Fam234a,molecular_function,Protein FAM234A,F234A_MOUSE,5.44E-06,Q8C0Z1,2,2,3,2,3,3,3,3,11.39661598,14.64928913,21.9934845,16.19818306
"proteolysis,cell-cell signaling,regulation of blood pressure,protein catabolic process,peptide catabolic process,SMAD protein signal transduction,membrane organization","intracellular,lysosomal membrane,plasma membrane,endomembrane system,membrane,integral component of membrane,cytoplasmic vesicle membrane,perinuclear region of cytoplasm",Lnpep,"aminopeptidase activity,protein binding,zinc ion binding,peptide binding,metalloaminopeptidase activity",Leucyl-cystinyl aminopeptidase,LCAP_MOUSE,2.66E-15,Q8C129,6,5,6,6,7,7,7,7,92.90595245,168.0643005,145.1951599,112.4834213
