"","PG.Genes","PG.ProteinDescriptions","PG.UniProtIds","PG.ProteinNames","PG.CellularComponent","PG.BiologicalProcess","PG.MolecularFunction","PG.Qvalue","X.1..22_0505_002_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsIdentified","X.2..22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsIdentified","X.3..22_0505_004_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsIdentified","X.4..22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsIdentified","X.5..22_0505_006_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsIdentified","X.6..22_0505_008_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsIdentified","X.7..22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsIdentified","X.8..22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.NrOfPrecursorsIdentified","X.1..22_0505_002_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsUsedForQuantification","X.2..22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsUsedForQuantification","X.3..22_0505_004_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsUsedForQuantification","X.4..22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsUsedForQuantification","X.5..22_0505_006_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsUsedForQuantification","X.6..22_0505_008_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsUsedForQuantification","X.7..22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsUsedForQuantification","X.8..22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.NrOfPrecursorsUsedForQuantification","X.1..22_0505_002_SSL2_ND_Non_23_01.wiff.PG.Quantity","X.2..22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.Quantity","X.3..22_0505_004_SSL2_ND_Non_24_01.wiff.PG.Quantity","X.4..22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.Quantity","X.5..22_0505_006_SSL2_ND_Non_25_01.wiff.PG.Quantity","X.6..22_0505_008_SSL2_ND_Non_26_01.wiff.PG.Quantity","X.7..22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.Quantity","X.8..22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.Quantity"
"11","abhd4","Protein ABHD4 (Fragment);Protein ABHD4;Protein ABHD4;Protein ABHD4","A0A0G2JEC8;Q3U7M5;Q8C0M2;Q8VD66","A0A0G2JEC8_MOUSE;Q3U7M5_MOUSE;Q8C0M2_MOUSE;ABHD4_MOUSE",";;;",";;;lipid catabolic process,N-acylethanolamine metabolic process",";;;lysophospholipase activity",0.00396510338395471,"1","1","1","Filtered","Filtered","Filtered","2","1","1","1","1","Filtered","Filtered","Filtered","2","1","92.12059020996094","5.514964580535889","46.80864715576172","Filtered","Filtered","Filtered","4.4875407218933105","77.94921875"
"12","tsc22d2","MCG8104;Protein Tsc22d2","A0A0G2JFZ4;E9Q7M2","A0A0G2JFZ4_MOUSE;E9Q7M2_MOUSE",";nucleus,cytoplasm",";regulation of transcription, DNA-templated,response to osmotic stress",";transcription factor activity, sequence-specific DNA binding",2.16608503788754e-20,"3","4","3","4","3","2","4","5","3","4","3","4","3","2","4","5","16.19875144958496","144.47813415527344","24.60179901123047","64.1073226928711","25.5698299407959","20.202274322509766","124.59334564208984","116.62968444824219"
"13","atp1a3","Sodium/potassium-transporting ATPase subunit alpha;Sodium/potassium-transporting ATPase subunit alpha-3;Sodium/potassium-transporting ATPase subunit alpha","A0A0G2JGX4;Q6PIC6;Q8VCE0","A0A0G2JGX4_MOUSE;AT1A3_MOUSE;Q8VCE0_MOUSE",";nucleus,cytoplasm,endoplasmic reticulum,Golgi apparatus,plasma membrane,sodium:potassium-exchanging ATPase complex,axon,sarcolemma,neuronal cell body,myelin sheath,dendritic spine neck,dendritic spine head,synapse,extracellular vesicle;",";cellular sodium ion homeostasis,memory,adult locomotory behavior,visual learning,potassium ion import,establishment or maintenance of transmembrane electrochemical gradient,cerebral cortex development,cellular potassium ion homeostasis,ionotropic glutamate receptor signaling pathway,sodium ion export from cell,response to drug,cardiac muscle contraction,cellular response to retinoic acid,regulation of cardiac muscle cell membrane potential,ATP hydrolysis coupled transmembrane transport,cellular response to thyroid hormone stimulus,cellular response to beta-amyloid,neuron projection maintenance;",";beta-amyloid binding,sodium:potassium-exchanging ATPase activity,ATP binding,D1 dopamine receptor binding,heparan sulfate proteoglycan binding,metal ion binding,chaperone binding,sodium:potassium-exchanging ATPase activity involved in regulation of cardiac muscle cell membrane potential;",6.51528933001342e-06,"2","2","1","2","1","1","1","2","2","2","1","2","1","1","1","2","628.6768188476562","72.61344909667969","674.5726318359375","444.06829833984375","379.0926208496094","548.5313110351562","35.36497116088867","126.3222427368164"
"14","tspan9","Tetraspanin (Fragment);Tetraspanin (Fragment);Tetraspanin-9","A0A0J9YTS4;D3YXN7;Q8BJU2","A0A0J9YTS4_MOUSE;D3YXN7_MOUSE;TSN9_MOUSE",";;plasma membrane,integral component of plasma membrane,focal adhesion,membrane,tetraspanin-enriched microdomain",";;cell surface receptor signaling pathway",";;molecular_function",8.8896283596182e-05,"1","2","2","2","2","2","1","2","1","2","2","2","2","2","1","2","11.047067642211914","8.857091903686523","6.8099565505981445","19.481830596923828","9.6264066696167","7.747732162475586","1.7445423603057861","2.0619680881500244"
"15","sept11","Septin-11;Septin 11, isoform CRA_b;Septin-11;Isoform 2 of Septin-11;Isoform 3 of Septin-11","A0A0J9YTY0;A0A0J9YUL3;Q8C1B7;Q8C1B7-2;Q8C1B7-3","A0A0J9YTY0_MOUSE;A0A0J9YUL3_MOUSE;SEP11_MOUSE;SEP11_MOUSE;SEP11_MOUSE",";;stress fiber,cytoplasm,cell junction,axon,dendritic spine,extracellular exosome;;",";;cell cycle,protein heterooligomerization,cell division;;",";;protein binding,GTP binding;;",2.77216581212559e-51,"21","23","19","22","19","17","22","22","21","23","19","22","19","17","22","22","83.6671142578125","195.1282196044922","75.85437774658203","226.22909545898438","74.27725982666016","77.99715423583984","257.6508483886719","188.2796173095703"
"16","lias","Lipoyl synthase, mitochondrial;Lipoyl synthase, mitochondrial","A0A0M3HEP3;Q99M04","A0A0M3HEP3_MOUSE;LIAS_MOUSE",";mitochondrion",";neural tube closure,inflammatory response,response to oxidative stress,lipoate biosynthetic process,protein lipoylation,response to lipopolysaccharide",";lipoate synthase activity,metal ion binding,4 iron, 4 sulfur cluster binding",0.00301262742137728,"1","1","2","Filtered","Filtered","2","1","1","1","0","2","Filtered","Filtered","2","1","1","8.217445373535156","NaN","26.465553283691406","Filtered","Filtered","23.686494827270508","3.208810806274414","10.58264446258545"
"17","aoc1","Amine oxidase (Fragment);Amine oxidase;Amiloride-sensitive amine oxidase [copper-containing]","A0A0N4SUP5;E9PYN9;Q8JZQ5","A0A0N4SUP5_MOUSE;E9PYN9_MOUSE;AOC1_MOUSE",";;extracellular space,plasma membrane,bicellular tight junction,extracellular exosome",";;amine metabolic process,amiloride transport,cellular response to copper ion starvation,response to drug,response to antibiotic,oxidation-reduction process,cellular response to copper ion,cellular response to histamine,cellular response to azide",";;receptor activity,copper ion binding,calcium ion binding,primary amine oxidase activity,drug binding,heparin binding,zinc ion binding,protein complex binding,protein homodimerization activity,quinone binding,diamine oxidase activity,histamine oxidase activity,methylputrescine oxidase activity,propane-1,3-diamine oxidase activity",5.85540312822167e-22,"1","2","1","2","Filtered","1","2","2","1","2","1","2","Filtered","1","2","2","28.601686477661133","18.056360244750977","11.906624794006348","13.571375846862793","Filtered","9.045354843139648","39.80247116088867","14.173736572265625"
"18","trmt1","tRNA (guanine(26)-N(2))-dimethyltransferase","A0A0R4IZW7;E9PWD4;H3BKS8;Q3TX08","A0A0R4IZW7_MOUSE;E9PWD4_MOUSE;H3BKS8_MOUSE;TRM1_MOUSE",";;;nucleus,mitochondrion",";;;tRNA N2-guanine methylation",";;;tRNA binding,RNA binding,tRNA (guanine-N2-)-methyltransferase activity,metal ion binding",2.78706027763019e-08,"1","1","Filtered","Filtered","2","2","1","2","1","1","Filtered","Filtered","2","2","1","2","21.7796573638916","7.275284767150879","Filtered","Filtered","3.167991876602173","4.022313594818115","6.992090702056885","6.787519454956055"
"19","zfp326;znf326","DBIRD complex subunit ZNF326","A0A0R4J098;O88291","A0A0R4J098_MOUSE;ZN326_MOUSE",";nucleus,nucleoplasm,nuclear matrix,intracellular membrane-bounded organelle,DBIRD complex,spliceosomal complex",";transcription, DNA-templated,mRNA processing,RNA splicing,regulation of DNA-templated transcription, elongation,regulation of RNA splicing,positive regulation of transcription, DNA-templated",";RNA polymerase II core binding,DNA binding,RNA binding,zinc ion binding",1.25434256322405e-22,"3","4","4","3","4","3","3","4","3","4","4","3","4","3","3","4","6.076664447784424","7.8895583152771","6.357392311096191","7.6775431632995605","6.824177265167236","5.491442680358887","9.857827186584473","10.561711311340332"
"20","ranbp10","Ran-binding protein 10","A0A0R4J0G4;Q6VN19","A0A0R4J0G4_MOUSE;RBP10_MOUSE",";nucleus,cytoplasm,cytoplasmic microtubule",";microtubule cytoskeleton organization,positive regulation of GTPase activity",";Ran guanyl-nucleotide exchange factor activity,Ran GTPase binding,beta-tubulin binding",5.759898638671e-05,"2","2","Filtered","3","1","1","3","2","0","2","Filtered","3","1","0","3","0","NaN","2.8423221111297607","Filtered","1.9122005701065063","1.288893222808838","NaN","6.51494026184082","NaN"
"21","sep15","15 kDa selenoprotein","A0A0R4J0K1;Q9ERR7","A0A0R4J0K1_MOUSE;SEP15_MOUSE",";endoplasmic reticulum lumen,extracellular exosome",";'de novo' posttranslational protein folding",";protein binding",7.83059924372215e-39,"2","4","3","4","4","3","4","4","2","4","3","4","4","3","4","4","5.784704208374023","19.203079223632812","6.335141658782959","26.068470001220703","9.30878734588623","10.981975555419922","12.371050834655762","12.19558048248291"
"22","trim56","E3 ubiquitin-protein ligase TRIM56","A0A0R4J0Q6;Q80VI1","A0A0R4J0Q6_MOUSE;TRI56_MOUSE",";cytoplasm",";interferon-beta production,response to type I interferon,innate immune response,negative regulation of viral entry into host cell,defense response to virus,protein K63-linked ubiquitination,negative regulation of viral release from host cell",";RNA binding,ubiquitin-protein transferase activity,protein binding,zinc ion binding,ubiquitin protein ligase activity",2.69795659176983e-12,"1","2","1","1","1","1","2","1","1","2","1","1","1","1","2","1","11.739498138427734","6.176051616668701","5.5197319984436035","11.175227165222168","9.581926345825195","5.647170066833496","10.374094009399414","14.249053001403809"
"23","igfals","Insulin-like growth factor-binding protein complex acid labile subunit","A0A0R4J0S2;P70389","A0A0R4J0S2_MOUSE;ALS_MOUSE",";nucleoplasm,insulin-like growth factor ternary complex,extracellular exosome",";cell adhesion",";insulin-like growth factor binding",4.26890693156424e-05,"1","2","2","3","1","Filtered","1","Filtered","1","2","2","3","0","Filtered","0","Filtered","1.0488533973693848","5.391271591186523","2.2425365447998047","10.078547477722168","NaN","Filtered","NaN","Filtered"
"24","ikbkb","Inhibitor of nuclear factor kappa-B kinase subunit beta;Inhibitor of nuclear factor kappa-B kinase subunit beta;Ikbkb protein","A0A0R4J0T4;O88351;Q5D0E0","A0A0R4J0T4_MOUSE;IKKB_MOUSE;Q5D0E0_MOUSE",";nucleus,cytoplasm,cytosol,IkappaB kinase complex,cytoplasmic side of plasma membrane,CD40 receptor complex,membrane raft;",";B cell homeostasis,protein phosphorylation,inflammatory response,I-kappaB kinase/NF-kappaB signaling,I-kappaB phosphorylation,anatomical structure morphogenesis,positive regulation of sodium ion transport,peptidyl-serine phosphorylation,signal transduction by protein phosphorylation,cortical actin cytoskeleton organization,tumor necrosis factor-mediated signaling pathway,negative regulation of myosin-light-chain-phosphatase activity,regulation of phosphorylation,serine phosphorylation of STAT protein,innate immune response,positive regulation of transcription from RNA polymerase II promoter,positive regulation of NF-kappaB transcription factor activity,interleukin-1-mediated signaling pathway,cellular response to tumor necrosis factor,protein localization to plasma membrane,regulation of establishment of endothelial barrier,negative regulation of bicellular tight junction assembly,positive regulation of cation channel activity;",";protein kinase activity,protein serine/threonine kinase activity,receptor signaling protein serine/threonine kinase activity,protein binding,ATP binding,IkappaB kinase activity,protein kinase binding,identical protein binding,protein homodimerization activity,protein heterodimerization activity,scaffold protein binding;",0.000797024307165144,"Filtered","1","Filtered","Filtered","Filtered","Filtered","1","1","Filtered","1","Filtered","Filtered","Filtered","Filtered","1","1","Filtered","3.654773473739624","Filtered","Filtered","Filtered","Filtered","12.374420166015625","8.921579360961914"
"25","xrcc6","X-ray repair cross-complementing protein 6","A0A0R4J187;P23475","A0A0R4J187_MOUSE;XRCC6_MOUSE",";nuclear chromosome, telomeric region,nucleus,nucleoplasm,transcription factor complex,nucleolus,cytoplasm,membrane,protein-DNA complex,protein complex,Ku70:Ku80 complex,nonhomologous end joining complex",";telomere maintenance,activation of innate immune response,double-strand break repair,double-strand break repair via nonhomologous end joining,transcription, DNA-templated,cellular response to DNA damage stimulus,response to ionizing radiation,DNA duplex unwinding,V(D)J recombination,positive regulation of protein kinase activity,negative regulation of transcription, DNA-templated,positive regulation of transcription, DNA-templated,positive regulation of transcription from RNA polymerase II promoter,regulation of smooth muscle cell proliferation,positive regulation of neurogenesis,protein heterotetramerization,cellular response to gamma radiation,double-strand break repair via classical nonhomologous end joining",";damaged DNA binding,double-stranded DNA binding,RNA binding,ATP-dependent DNA helicase activity,protein binding,ATP binding,protein C-terminus binding,cyclin binding,telomeric DNA binding,transcription regulatory region DNA binding,macromolecular complex binding,5'-deoxyribose-5-phosphate lyase activity,double-stranded telomeric DNA binding",6.98497269944512e-18,"2","5","1","4","3","3","6","5","2","5","1","4","3","3","6","5","3.0210800170898438","8.716657638549805","12.13405704498291","7.392148971557617","3.8827881813049316","7.320089817047119","11.509068489074707","9.957220077514648"
"26","cpne2","Copine-2","A0A0R4J1D0;P59108","A0A0R4J1D0_MOUSE;CPNE2_MOUSE",";nucleus,cytoplasm,plasma membrane,extracellular exosome,clathrin-coated endocytic vesicle",";cellular response to calcium ion",";molecular_function",0.000581256697952505,"Filtered","2","1","Filtered","Filtered","Filtered","Filtered","Filtered","Filtered","2","1","Filtered","Filtered","Filtered","Filtered","Filtered","Filtered","7.618884086608887","2.5052196979522705","Filtered","Filtered","Filtered","Filtered","Filtered"
"27","tatdn1","Putative deoxyribonuclease TATDN1;Putative deoxyribonuclease TATDN1;Isoform 2 of Putative deoxyribonuclease TATDN1","A0A0R4J1E8;Q6P8M1;Q6P8M1-2","A0A0R4J1E8_MOUSE;TATD1_MOUSE;TATD1_MOUSE",";nucleoplasm;",";DNA catabolic process,nucleic acid phosphodiester bond hydrolysis;",";deoxyribonuclease activity,endodeoxyribonuclease activity, producing 5'-phosphomonoesters,metal ion binding;",0.00536558784168416,"Filtered","Filtered","Filtered","1","1","Filtered","1","Filtered","Filtered","Filtered","Filtered","1","1","Filtered","0","Filtered","Filtered","Filtered","Filtered","8.103635787963867","3.366393804550171","Filtered","NaN","Filtered"
"28","golga3","Golgin subfamily A member 3;Golgin subfamily A member 3;Golgin subfamily A member 3;Isoform 1 of Golgin subfamily A member 3","A0A0R4J1H6;E9QP99;P55937;P55937-1","A0A0R4J1H6_MOUSE;E9QP99_MOUSE;GOGA3_MOUSE;GOGA3_MOUSE",";;Golgi membrane,nucleus,nucleoplasm,nucleolus,endoplasmic reticulum-Golgi intermediate compartment,Golgi apparatus,cytosol,membrane,Golgi transport complex,Golgi cisterna membrane,extrinsic component of Golgi membrane;",";;multicellular organism development,spermatogenesis,cell differentiation;",";;protein binding,cadherin binding;",1.18071066615142e-05,"1","3","1","Filtered","Filtered","1","2","1","1","3","0","Filtered","Filtered","1","2","0","1.2117128372192383","1.3865104913711548","NaN","Filtered","Filtered","3.4473319053649902","3.5167250633239746","NaN"
"29","coq8b","Atypical kinase COQ8B, mitochondrial;Atypical kinase COQ8B, mitochondrial;Atypical kinase COQ8B, mitochondrial","A0A0R4J1X1;E9QLB8;Q566J8","A0A0R4J1X1_MOUSE;E9QLB8_MOUSE;COQ8B_MOUSE",";;mitochondrion,cytosol,plasma membrane,integral component of membrane,mitochondrial membrane",";;ubiquinone biosynthetic process,cerebellar Purkinje cell layer morphogenesis,protein phosphorylation",";;molecular_function,ATP binding,protein kinase activity",0.00455417280186789,"1","1","1","1","2","1","2","1","0","0","0","0","0","1","2","0","NaN","NaN","NaN","NaN","NaN","3.456486701965332","1","NaN"
"30","sept10","Septin-10;Septin-10;Isoform 2 of Septin-10","A0A0R4J233;Q8C650;Q8C650-2","A0A0R4J233_MOUSE;SEP10_MOUSE;SEP10_MOUSE",";cellular_component,cytoplasm,cytoskeleton;",";cell cycle,biological_process,cell division;",";molecular_function,GTP binding;",0.000663410600998449,"Filtered","1","Filtered","1","2","Filtered","3","1","Filtered","0","Filtered","1","2","Filtered","3","1","Filtered","NaN","Filtered","4.804452896118164","7.371160984039307","Filtered","6.629674434661865","1.2070116996765137"
"31","psmb9","Proteasome subunit beta type","A0A0R4J256","A0A0R4J256_MOUSE","","","",0.000180379092125217,"1","2","1","3","Filtered","1","3","2","1","2","1","3","Filtered","1","3","2","0.8588181734085083","6.46166467666626","16.53855323791504","15.283689498901367","Filtered","12.038978576660156","31.896825790405273","14.344110488891602"
"32","otud4","OTU domain-containing protein 4","A0A0R4J260;B2RRE7","A0A0R4J260_MOUSE;OTUD4_MOUSE",";cellular_component",";protein K48-linked deubiquitination",";RNA binding,thiol-dependent ubiquitin-specific protease activity",0.000621151237262349,"2","2","Filtered","Filtered","1","Filtered","2","2","2","0","Filtered","Filtered","1","Filtered","0","0","1","NaN","Filtered","Filtered","1.8334563970565796","Filtered","NaN","NaN"
"33","agpat1","1-acyl-sn-glycerol-3-phosphate acyltransferase;1-acyl-sn-glycerol-3-phosphate acyltransferase alpha","A0A0R4J263;O35083","A0A0R4J263_MOUSE;PLCA_MOUSE",";endoplasmic reticulum,endoplasmic reticulum membrane,membrane,integral component of membrane",";positive regulation of cytokine production,phosphatidic acid biosynthetic process,CDP-diacylglycerol biosynthetic process",";1-acylglycerol-3-phosphate O-acyltransferase activity",5.33626962687765e-14,"2","1","2","1","2","1","1","2","2","1","2","1","2","1","0","2","1.0174059867858887","9.935657501220703","5.311838626861572","3.10837984085083","2.9539413452148438","1.4818830490112305","NaN","1.1707106828689575"
"34","dock7","Dedicator of cytokinesis protein 7;Dedicator of cytokinesis protein 7;Dedicator of cytokinesis protein 7;Dedicator of cytokinesis protein 7;Dedicator of cytokinesis protein 7;Isoform 2 of Dedicator of cytokinesis protein 7","A0A0U1RNK7;A2A9M4;A2A9M5;E9PX48;Q8R1A4;Q8R1A4-2","A0A0U1RNK7_MOUSE;A2A9M4_MOUSE;A2A9M5_MOUSE;E9PX48_MOUSE;DOCK7_MOUSE;DOCK7_MOUSE",";;;;focal adhesion,axon,COP9 signalosome;",";;;;microtubule cytoskeleton organization,hematopoietic progenitor cell differentiation,small GTPase mediated signal transduction,axonogenesis,interkinetic nuclear migration,neuron projection development,positive regulation of peptidyl-serine phosphorylation,pigmentation,establishment of neuroblast polarity,regulation of neurogenesis,activation of GTPase activity,positive regulation of vascular associated smooth muscle cell migration;",";;;;guanyl-nucleotide exchange factor activity,protein binding,Rac GTPase binding;",0.000264676302990839,"2","3","1","5","1","4","5","7","2","3","1","5","1","4","5","7","1.3771904706954956","5.811758995056152","1.0223219394683838","2.4966869354248047","4.872321605682373","1.6710128784179688","4.816895008087158","7.089751243591309"
"35","cdipt","CDP-diacylglycerol--inositol 3-phosphatidyltransferase","A0A0U1RP13;Q8VDP6","A0A0U1RP13_MOUSE;CDIPT_MOUSE",";Golgi membrane,endoplasmic reticulum membrane,Golgi apparatus,plasma membrane,membrane,integral component of membrane",";phosphatidylinositol biosynthetic process,CDP-diacylglycerol metabolic process",";CDP-diacylglycerol-inositol 3-phosphatidyltransferase activity,diacylglycerol binding,manganese ion binding,carbohydrate binding,alcohol binding",1.51981482736863e-31,"1","1","2","2","1","1","1","2","1","1","2","2","1","1","1","2","35.71440887451172","75.4565200805664","54.73511505126953","62.7506217956543","63.0211067199707","34.73663330078125","74.2586441040039","32.66458511352539"
"36","dhcr7","7-dehydrocholesterol reductase","A0A140LIT2;O88455","A0A140LIT2_MOUSE;DHCR7_MOUSE",";nuclear outer membrane,endoplasmic reticulum,cytosol,membrane,integral component of endoplasmic reticulum membrane",";blood vessel development,cholesterol biosynthetic process,post-embryonic development,sterol biosynthetic process,brassinosteroid biosynthetic process,cell differentiation,lung development,multicellular organism growth,regulation of cell proliferation,regulation of cholesterol biosynthetic process,oxidation-reduction process",";sterol delta7 reductase activity,7-dehydrocholesterol reductase activity,NADP binding",4.68097079491047e-05,"1","2","1","1","2","2","2","2","1","2","0","1","2","2","2","2","16.112844467163086","20.256052017211914","NaN","2.1761136054992676","7.875039577484131","7.864659309387207","6.535768508911133","4.191400051116943"
"37","zzef1","Zinc finger ZZ-type and EF-hand domain-containing protein 1;Zinc finger ZZ-type and EF-hand domain-containing protein 1;Zinc finger ZZ-type and EF-hand domain-containing protein 1;Isoform 2 of Zinc finger ZZ-type and EF-hand domain-containing protein 1","A0A140LJ04;E9Q5W5;Q5SSH7;Q5SSH7-2","A0A140LJ04_MOUSE;E9Q5W5_MOUSE;ZZEF1_MOUSE;ZZEF1_MOUSE",";;cellular_component;",";;biological_process;",";;molecular_function,calcium ion binding,zinc ion binding;",0.000150370794396126,"1","2","Filtered","1","Filtered","1","2","2","0","2","Filtered","0","Filtered","0","2","2","NaN","1.5935620069503784","Filtered","NaN","Filtered","NaN","1","0.7364120483398438"
"38","igkv12-44","Protein Igkv12-44 (Fragment)","A0A140T8M2","A0A140T8M2_MOUSE","","","",8.2639903251899e-08,"Filtered","Filtered","1","2","2","1","2","2","Filtered","Filtered","1","2","2","1","2","2","Filtered","Filtered","12.911903381347656","55.021202087402344","26.545719146728516","9.298182487487793","14.696657180786133","43.80884552001953"
"39","igkv12-46","Protein Igkv12-46 (Fragment)","A0A140T8P6","A0A140T8P6_MOUSE","","","",3.07895816284042e-07,"1","Filtered","Filtered","1","2","Filtered","Filtered","2","0","Filtered","Filtered","0","0","Filtered","Filtered","2","NaN","Filtered","Filtered","NaN","NaN","Filtered","Filtered","1"
"40","pde2a","Phosphodiesterase;Phosphodiesterase;Phosphodiesterase;Phosphodiesterase;cGMP-dependent 3',5'-cyclic phosphodiesterase","A0A1B0GRJ9;F7D3W5;Q3TXZ6;Q5PR72;Q922S4","A0A1B0GRJ9_MOUSE;F7D3W5_MOUSE;Q3TXZ6_MOUSE;Q5PR72_MOUSE;PDE2A_MOUSE",";;;;nucleus,cytoplasm,mitochondrion,mitochondrial outer membrane,mitochondrial inner membrane,mitochondrial matrix,endoplasmic reticulum,Golgi apparatus,cytosol,plasma membrane,axon,dendrite,perinuclear region of cytoplasm",";signal transduction;;;negative regulation of transcription from RNA polymerase II promoter,heart valve development,cardiac septum development,ventricular septum development,cAMP catabolic process,protein targeting to mitochondrion,heart development,metabolic process,positive regulation of gene expression,regulation of mitochondrion organization,cAMP-mediated signaling,cGMP-mediated signaling,negative regulation of cAMP biosynthetic process,regulation of cGMP metabolic process,negative regulation of protein import into nucleus, translocation,cellular response to drug,aorta development,cellular response to macrophage colony-stimulating factor stimulus,negative regulation of vascular permeability,positive regulation of vascular permeability,cGMP catabolic process,positive regulation of inflammatory response,negative regulation of cell death,coronary vasculature development,establishment of endothelial barrier,cellular response to lipopolysaccharide,cellular response to mechanical stimulus,cellular response to cGMP,cellular response to granulocyte macrophage colony-stimulating factor stimulus",";3',5'-cyclic-nucleotide phosphodiesterase activity,metal ion binding;;;cyclic-nucleotide phosphodiesterase activity,cGMP-stimulated cyclic-nucleotide phosphodiesterase activity,drug binding,cAMP binding,cGMP binding,TPR domain binding,GAF domain binding,protein homodimerization activity,metal ion binding",0.00108950979673888,"2","3","Filtered","3","1","Filtered","3","1","2","3","Filtered","3","0","Filtered","3","0","3.9208884239196777","1.7702078819274902","Filtered","14.525927543640137","NaN","Filtered","2.9214322566986084","NaN"
"41","casp3","Caspase-3","A0A1B0GRX1;P70677","A0A1B0GRX1_MOUSE;CASP3_MOUSE",";nucleus,cytoplasm,cytosol,death-inducing signaling complex,membrane raft",";response to hypoxia,B cell homeostasis,proteolysis,apoptotic process,cellular response to DNA damage stimulus,heart development,sensory perception of sound,learning or memory,intrinsic apoptotic signaling pathway in response to osmotic stress,response to UV,response to wounding,response to glucose,response to organic substance,response to X-ray,protein processing,hippocampus development,neuron differentiation,keratinocyte differentiation,erythrocyte differentiation,negative regulation of B cell proliferation,response to cobalt ion,response to estradiol,response to lipopolysaccharide,glial cell apoptotic process,response to nicotine,wound healing,response to drug,response to hydrogen peroxide,T cell homeostasis,positive regulation of apoptotic process,negative regulation of apoptotic process,positive regulation of catalytic activity,response to amino acid,positive regulation of neuron apoptotic process,cell fate commitment,negative regulation of cyclin-dependent protein serine/threonine kinase activity,negative regulation of cell cycle,negative regulation of activated T cell proliferation,response to antibiotic,neurotrophin TRK receptor signaling pathway,response to glucocorticoid,neuron apoptotic process,intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress,cellular response to organic substance,cellular response to staurosporine,extrinsic apoptotic signaling pathway in absence of ligand,execution phase of apoptosis",";protease binding,aspartic-type endopeptidase activity,cysteine-type endopeptidase activity,serine-type endopeptidase activity,cyclin-dependent protein serine/threonine kinase inhibitor activity,death receptor binding,protein binding,peptidase activity,cysteine-type peptidase activity,phospholipase A2 activator activity,protein complex binding,cysteine-type endopeptidase activity involved in apoptotic process,cysteine-type endopeptidase activity involved in execution phase of apoptosis",1.57727567858718e-27,"2","2","2","2","2","2","1","2","2","2","2","2","2","2","1","2","21.79145050048828","48.70332717895508","17.9033145904541","66.04972076416016","27.140899658203125","11.6206693649292","33.226402282714844","24.4683780670166"
"42","gramd1b","GRAM domain-containing protein 1B;GRAM domain-containing protein 1B;GRAM domain-containing protein 1B (Fragment);GRAM domain-containing protein 1B;Isoform 2 of GRAM domain-containing protein 1B;Isoform 3 of GRAM domain-containing protein 1B;Isoform 4 of GRAM domain-containing protein 1B","A0A1D5RLT6;D3YWR0;F7BFL8;Q80TI0;Q80TI0-2;Q80TI0-3;Q80TI0-4","A0A1D5RLT6_MOUSE;D3YWR0_MOUSE;F7BFL8_MOUSE;GRM1B_MOUSE;GRM1B_MOUSE;GRM1B_MOUSE;GRM1B_MOUSE",";;;membrane,integral component of membrane;;;",";;;biological_process;;;",";;;molecular_function;;;",0.000855766374562258,"1","2","1","1","2","Filtered","1","Filtered","1","2","1","0","2","Filtered","1","Filtered","5.625199794769287","3.2444987297058105","9.066619873046875","NaN","12.407514572143555","Filtered","4.877723693847656","Filtered"
