"","PG.BiologicalProcess","PG.CellularComponent","PG.Genes","PG.MolecularFunction","PG.ProteinDescriptions","PG.ProteinNames","PG.Qvalue","PG.UniProtIds","X.1..22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsIdentified","X.2..22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsIdentified","X.3..22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsIdentified","X.4..22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.NrOfPrecursorsIdentified","X.1..22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsUsedForQuantification","X.2..22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsUsedForQuantification","X.3..22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsUsedForQuantification","X.4..22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.NrOfPrecursorsUsedForQuantification","X.1..22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.Quantity","X.2..22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.Quantity","X.3..22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.Quantity","X.4..22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.Quantity"
"182","exocytosis,B cell activation","cytoplasm,membrane","txlna","syntaxin binding","Alpha-taxilin","TXLNA_MOUSE",0.000227151,"Q6PAM1",1,0,2,2,3,3,3,3,6.732516289,4.539731026,9.222411156,4.674202919
"183","regulation of protein phosphorylation,response to amphetamine,developmental process involved in reproduction,protein phosphorylation,actin filament organization,aging,learning,dendrite development,cell migration,calcium-mediated signaling,hippocampus development,cerebral cortex development,actin cytoskeleton organization,actin filament depolymerization,negative regulation of cell growth,negative regulation of phosphoprotein phosphatase activity,response to prostaglandin E,response to nicotine,cellular response to drug,response to immobilization stress,regulation of cell proliferation,filopodium assembly,response to steroid hormone,modulation of synaptic transmission,male mating behavior,reproductive system development,cellular response to morphine,cellular response to epidermal growth factor stimulus,cellular response to estradiol stimulus,cellular response to light stimulus,response to clozapine,cellular response to peptide,positive regulation of protein localization to plasma membrane,protein localization to actin cytoskeleton,positive regulation of protein localization to actin cortical patch,response to kainic acid,response to L-phenylalanine derivative,protein localization to cell periphery,regulation of opioid receptor signaling pathway","nucleoplasm,cytoplasm,plasma membrane,adherens junction,postsynaptic density,lamellipodium,filopodium,growth cone,cortical actin cytoskeleton,ruffle membrane,neuronal cell body,dendritic spine neck,dendritic spine head,cytoplasmic side of dendritic spine plasma membrane","ppp1r9b","actin binding,protein kinase activity,protein phosphatase inhibitor activity,protein binding,protein C-terminus binding,protein phosphatase 1 binding,kinase binding,D2 dopamine receptor binding,ion channel binding,actin filament binding","Neurabin-2","NEB2_MOUSE",1.05e-23,"Q6R891",2,3,3,3,3,3,3,3,3.726152897,30.66640472,50.06800461,9.507263184
"184","regulation of cell growth,spermatogenesis,negative regulation of catalytic activity,positive regulation of GTPase activity;","cellular_component,nucleus;","sbf1","pseudophosphatase activity,Rab guanyl-nucleotide exchange factor activity;","Myotubularin-related protein 5;Isoform 2 of Myotubularin-related protein 5","MTMR5_MOUSE",0.003017105,"Q6ZPE2;Q6ZPE2-2",2,0,1,0,2,2,2,2,2.953962326,2.252980232,2.098350286,6.530026436
"185","protein monoubiquitination,positive regulation of BMP signaling pathway,retrograde transport, endosome to Golgi,protein K63-linked ubiquitination","nucleus,cytoplasm,cytosol,nuclear body","ube2o","RNA binding,ubiquitin-protein transferase activity,protein binding,ATP binding,ubiquitin protein ligase binding,ubiquitin protein ligase activity,ubiquitin conjugating enzyme activity","(E3-independent) E2 ubiquitin-conjugating enzyme UBE2O","UBE2O_MOUSE",0.000902169,"Q6ZPJ3",2,2,2,1,2,2,2,2,4.5674119,25.57111359,10.51142979,13.78201675
"186","biological_process,protein transport","endoplasmic reticulum,endoplasmic reticulum membrane,endoplasmic reticulum-Golgi intermediate compartment,Golgi apparatus,integral component of membrane,COPI vesicle coat,Golgi cisterna membrane,endoplasmic reticulum-Golgi intermediate compartment membrane","tmed3","molecular_function","Transmembrane emp24 domain-containing protein 3","TMED3_MOUSE",5.24e-30,"Q78IS1",1,2,2,1,2,2,2,2,6.555934429,26.19620132,19.53655243,11.62283993
"187","spermatogenesis,adult locomotory behavior,posttranscriptional regulation of gene expression,posttranscriptional gene silencing,production of miRNAs involved in gene silencing by miRNA,regulation of mRNA stability,stem cell differentiation,regulation of cell cycle,regulation of chromosome segregation,mRNA destabilization,positive regulation of RIG-I signaling pathway,positive regulation of gene silencing by miRNA;;","cytoplasmic mRNA processing body,nucleus,nucleoplasm,cytoplasm,cytosol,cytoplasmic stress granule,nuclear speck;;","pum1","RNA binding,mRNA 3'-UTR binding,miRNA binding;;","Pumilio homolog 1;Isoform 2 of Pumilio homolog 1;Isoform 3 of Pumilio homolog 1","PUM1_MOUSE",1.26e-33,"Q80U78;Q80U78-2;Q80U78-3",2,3,2,2,3,3,3,3,77.04131317,106.6586456,71.38021088,69.04737854
"188","negative regulation of catalytic activity;","chromatin,nucleoplasm,nuclear body,PTW/PP1 phosphatase complex,nuclear chromosome, telomeric region;","ppp1r10","DNA binding,RNA binding,protein phosphatase inhibitor activity,protein binding,metal ion binding;","Serine/threonine-protein phosphatase 1 regulatory subunit 10;Isoform 2 of Serine/threonine-protein phosphatase 1 regulatory subunit 10","PP1RA_MOUSE",3.56e-06,"Q80W00;Q80W00-2",1,1,2,1,2,2,2,2,41.77700043,52.39833069,24.02823639,89.04471588
"189","biological_process","cellular_component,extracellular region","them6","molecular_function","Protein THEM6","THEM6_MOUSE",2.63e-15,"Q80ZW2",3,1,3,1,3,3,3,3,132.3672943,76.77624512,47.70630646,79.95346069
"190","DNA replication,nucleosome assembly,nucleosome disassembly","nucleus,chromosome,nucleolus,cytosol,protein complex","grwd1","chromatin binding,DNA replication origin binding,RNA binding,histone binding","Glutamate-rich WD repeat-containing protein 1","GRWD1_MOUSE",2.81e-11,"Q810D6",2,2,2,2,2,2,2,2,27.76306152,30.20947075,41.46669006,34.36906052
"191","mRNA processing,apoptotic process,RNA splicing","spliceosomal complex,cytoplasm,Cajal body,nuclear speck","smndc1","RNA binding","Survival of motor neuron-related-splicing factor 30","SPF30_MOUSE",3.43e-08,"Q8BGT7",2,1,2,2,2,2,2,2,3.150622845,7.309772491,11.08514881,4.165539742
"192","double-strand break repair via homologous recombination,cellular response to DNA damage stimulus,spermatogenesis,single fertilization,male gonad development,protein deubiquitination,multicellular organism growth,skin development,embryonic organ development,skeletal system morphogenesis,homeostasis of number of cells,positive regulation of epithelial cell proliferation,seminiferous tubule development,regulation of protein monoubiquitination;","nucleus,lysosome,late endosome,intracellular membrane-bounded organelle;","wdr48","molecular_function;","WD repeat-containing protein 48;Isoform 2 of WD repeat-containing protein 48","WDR48_MOUSE",0.009336958,"Q8BH57;Q8BH57-2",1,2,1,0,2,2,2,2,15.46682835,9.562303543,8.197937012,10.73364639
"193","coenzyme A biosynthetic process,phosphorylation","mitochondrion,membrane","dcakd","dephospho-CoA kinase activity,ATP binding","Dephospho-CoA kinase domain-containing protein","DCAKD_MOUSE",1.46e-20,"Q8BHC4",2,2,2,2,2,2,2,2,91.65576172,130.0068054,81.29640198,63.99760818
"194","","endoplasmic reticulum,extracellular exosome","hspa13","ATP binding","Heat shock 70 kDa protein 13","HSP13_MOUSE",1.11e-25,"Q8BM72",2,2,2,2,2,2,2,2,51.77629471,88.32337189,29.7377224,41.86999512
"195","biological_process","cellular_component,cytoplasm,cytoskeleton","ppp1r18","molecular_function,actin binding,phosphatase binding","Phostensin","PPR18_MOUSE",5.45e-17,"Q8BQ30",3,2,1,3,3,3,3,3,42.58661652,89.1167984,35.31123734,38.33860397
"196","blood coagulation,positive regulation of blood coagulation,purine ribonucleoside catabolic process;","plasma membrane,membrane,integral component of membrane,extracellular exosome;","enpp4","metal ion binding,bis(5'-adenosyl)-triphosphatase activity;","Bis(5'-adenosyl)-triphosphatase enpp4;Isoform 2 of Bis(5'-adenosyl)-triphosphatase enpp4","ENPP4_MOUSE",3.47e-05,"Q8BTJ4;Q8BTJ4-2",1,1,2,1,2,2,2,2,26.0320015,30.4610672,39.91478729,20.03352547
"197","protein deneddylation","nucleoplasm,cytoplasm,COP9 signalosome","cops7b","molecular_function","COP9 signalosome complex subunit 7b","CSN7B_MOUSE",1.49e-12,"Q8BV13",2,2,2,1,2,2,2,2,5.480344772,18.7202301,2.427198887,2.537980556
"198","ADP catabolic process,IDP catabolic process","mitochondrion,cell junction,nuclear membrane,extracellular exosome","nudt9","adenosine-diphosphatase activity,ADP-ribose diphosphatase activity","ADP-ribose pyrophosphatase, mitochondrial","NUDT9_MOUSE",2.55e-14,"Q8BVU5",1,1,2,1,2,2,2,2,17.42903519,7.489769459,14.65961742,19.40750504
"199","","mitochondrion","ptrh1","RNA binding,aminoacyl-tRNA hydrolase activity","Probable peptidyl-tRNA hydrolase","PTH_MOUSE",0.000695264,"Q8BW00",2,0,2,2,2,2,2,2,12.49460506,4.336231232,5.053273201,7.808144569
"200","","","ap1s2","","AP-1 complex subunit sigma-2","Q8BW87_MOUSE",0.000995226,"Q8BW87",1,1,2,0,2,2,2,2,29.76861954,34.92173004,32.35709381,12.87070656
"201","maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","nucleus,nucleolus,small-subunit processome,Pwp2p-containing subcomplex of 90S preribosome","tbl3","RNA binding,snoRNA binding","Transducin beta-like protein 3","TBL3_MOUSE",0.002514238,"Q8C4J7",2,0,2,1,2,2,2,2,6.382918358,4.459697723,7.239120483,4.790635109
"202","biological_process,nucleic acid phosphodiester bond hydrolysis","membrane,extracellular exosome","endod1","nucleic acid binding,endonuclease activity,metal ion binding","Endonuclease domain-containing 1 protein","ENDD1_MOUSE",0.000547044,"Q8C522",2,1,2,1,3,3,3,3,14.99190331,37.70501709,17.37477684,11.08507347
"203","proteolysis,complement activation, classical pathway,innate immune response;proteolysis,complement activation, classical pathway,innate immune response","extracellular space,extracellular exosome,blood microparticle;extracellular space,extracellular exosome,blood microparticle","c1rb;c1ra","serine-type endopeptidase activity,calcium ion binding;serine-type endopeptidase activity,calcium ion binding","Complement C1r-B subcomponent;Complement C1r-A subcomponent","C1RB_MOUSE;C1RA_MOUSE",1.2e-07,"Q8CFG9;Q8CG16",0,2,1,2,2,2,2,2,5.092549324,86.53702545,5.282739639,2.538212299
"204","purine nucleobase catabolic process,pyrimidine nucleobase catabolic process,thymine catabolic process,uracil catabolic process,thymidine catabolic process,beta-alanine biosynthetic process,oxidation-reduction process","cytoplasm,cytosol","dpyd","nucleotide binding,dihydropyrimidine dehydrogenase (NADP+) activity,protein homodimerization activity,metal ion binding,4 iron, 4 sulfur cluster binding","Dihydropyrimidine dehydrogenase [NADP(+)]","DPYD_MOUSE",6.61e-17,"Q8CHR6",1,1,2,2,2,2,2,2,55.37252045,20.27336121,50.47048187,65.35861206
"205","cell proliferation,stem cell division,stem cell population maintenance,positive regulation of telomere maintenance,positive regulation of protein sumoylation,regulation of cell proliferation,ribosome biogenesis,positive regulation of pri-miRNA transcription from RNA polymerase II promoter,positive regulation of protein localization to chromosome, telomeric region","extracellular space,nucleus,nucleoplasm,nucleolus,membrane,nuclear body","gnl3","RNA binding,GTPase activity,protein binding,GTP binding,mRNA 5'-UTR binding","Guanine nucleotide-binding protein-like 3","GNL3_MOUSE",0.000658522,"Q8CI11",3,1,2,1,3,3,3,3,8.00148201,16.83548927,11.1848011,7.114178658
"206","cytokinesis,transcription, DNA-templated,regulation of transcription, DNA-templated,protein transport,hemopoiesis,mRNA transport,nuclear pore complex assembly","nucleus,nucleoplasm,cytoplasm,nuclear matrix,nuclear membrane,extracellular exosome,condensed chromosome kinetochore,chromatin,nuclear pore,nuclear pore outer ring","ahctf1","DNA binding,transcription factor activity, sequence-specific DNA binding","Protein ELYS","ELYS_MOUSE",1.2e-33,"Q8CJF7",2,1,3,1,3,3,3,3,26.72655678,30.48007202,19.86381149,12.8612175
"207","thiamine metabolic process,dephosphorylation,thiamine diphosphate metabolic process","cytoplasm","thtpa","magnesium ion binding,thiamin-triphosphatase activity","Thiamine-triphosphatase","THTPA_MOUSE",0.003472559,"Q8JZL3",0,0,2,1,2,2,2,2,12.604249,27.77324867,20.19267654,39.9788208
"208","B cell homeostasis,myeloid cell homeostasis,protein complex assembly,chemotaxis,maintenance of cell polarity,neutrophil chemotaxis,positive regulation of actin filament polymerization,cortical actin cytoskeleton organization,positive regulation of B cell proliferation,activation of protein kinase activity,negative regulation of interleukin-17 production,negative regulation of interleukin-6 production,positive regulation of cell adhesion mediated by integrin,erythrocyte homeostasis,negative regulation of myosin-light-chain-phosphatase activity,positive regulation of T cell proliferation,positive regulation of phosphorylation,response to drug,T cell homeostasis,negative regulation of apoptotic process,positive regulation of CD4-positive, alpha-beta T cell differentiation,positive regulation of CD8-positive, alpha-beta T cell differentiation,positive regulation of GTPase activity,positive regulation of B cell differentiation,positive regulation of gamma-delta T cell differentiation,positive regulation of lymphocyte differentiation,positive regulation of erythrocyte differentiation,erythrocyte development,B cell receptor signaling pathway,positive regulation of phagocytosis, engulfment,actin polymerization-dependent cell motility,positive regulation of neutrophil chemotaxis","cytosol,membrane,integral component of membrane,SCAR complex,extracellular exosome","nckap1l","GTPase activator activity,protein kinase activator activity,protein complex binding","NCK associated protein 1 like","Q8K1X4_MOUSE",0.001889469,"Q8K1X4",2,2,2,1,2,2,2,2,9.248839378,4.975735664,3.853546619,12.76284504
"209","defense response to virus","membrane","abcf3","protein binding,ATP binding,ATPase activity,cadherin binding","ATP-binding cassette sub-family F member 3","ABCF3_MOUSE",3.37e-14,"Q8K268",2,2,4,2,4,4,4,4,16.43078804,28.0447998,32.66156769,20.93816566
"210","cytoskeleton organization,negative regulation of keratinocyte proliferation,negative regulation of cell migration,regulation of epithelial cell differentiation,wound healing,intermediate filament organization,intermediate filament bundle assembly,negative regulation of epithelial cell proliferation,negative regulation of keratinocyte migration,positive regulation of epithelial cell proliferation involved in wound healing,negative regulation of wound healing,regulation of epithelium regeneration","cytoplasm,cytoskeleton,cell-cell junction,bicellular tight junction,basolateral plasma membrane,apicolateral plasma membrane,hemidesmosome,cell projection,keratin filament,intermediate filament cytoskeleton,basal part of cell,cell periphery,perinucleolar compartment","eppk1","RNA binding,cytoskeletal protein binding,intermediate filament binding,keratin filament binding","Epiplakin","EPIPL_MOUSE",2.12e-26,"Q8R0W0",2,2,2,3,3,3,3,3,12.95947647,10.03285027,15.27463722,5.676381111
"211","ribosome biogenesis,regulation of respiratory system process,regulation of mitochondrial translation","mitochondrion,mitochondrial inner membrane,mitochondrial matrix,mitochondrial ribosome","mtg1","GTPase activity,GTP binding","Mitochondrial ribosome-associated GTPase 1","MTG1_MOUSE",0.003999765,"Q8R2R6",1,0,1,2,3,3,3,3,40.82987976,14.17319107,30.46638298,30.26733017
"212","biological_process","plasma membrane,anchored component of membrane,extracellular exosome","cd177","molecular_function","CD177 antigen","CD177_MOUSE",5.37e-25,"Q8R2S8",1,4,1,0,4,4,4,4,11.96964264,217.4922028,15.31592751,5.890069008
"213","angiogenesis,glomerular filtration,cell adhesion,heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules,positive regulation of cell migration,vascular wound healing;","extracellular space,nucleus,plasma membrane,focal adhesion,external side of plasma membrane,integral component of membrane;","mcam",";","Cell surface glycoprotein MUC18;Isoform 2 of Cell surface glycoprotein MUC18","MUC18_MOUSE",6.2e-37,"Q8R2Y2;Q8R2Y2-2",6,6,6,5,6,6,6,6,159.6099854,285.5698547,117.7831268,122.231781
"214","regulation of transcription, DNA-templated,NLS-bearing protein import into nucleus,nuclear pore organization,mRNA transport,cellular response to leukemia inhibitory factor","nucleoplasm,plasma membrane,nuclear membrane,nuclear pore central transport channel,nuclear pore nuclear basket","nup35","single-stranded DNA binding,nucleocytoplasmic transporter activity,phospholipid binding,protein homodimerization activity","Nucleoporin NUP53","NUP53_MOUSE",8.21e-05,"Q8R4R6",3,1,3,3,3,3,3,3,22.98645592,4.928581238,36.07784653,18.73480225
"215","biological_process","nucleoplasm","rbm12","RNA binding","RNA-binding protein 12","RBM12_MOUSE",0.001519932,"Q8R4X3",2,0,2,1,2,2,2,2,12.34900665,22.59064484,34.4780426,18.43133354
"216","pattern recognition receptor signaling pathway,peptidoglycan catabolic process,detection of bacterium,negative regulation of interferon-gamma production,negative regulation of natural killer cell differentiation involved in immune response,growth of symbiont in host,regulation of inflammatory response,defense response to Gram-positive bacterium","membrane,extracellular exosome","pglyrp2","zinc ion binding,N-acetylmuramoyl-L-alanine amidase activity,peptidoglycan receptor activity,peptidoglycan binding","N-acetylmuramoyl-L-alanine amidase","PGRP2_MOUSE",6.97e-14,"Q8VCS0",3,5,4,2,5,5,5,5,15.65971565,514.2380371,16.4502697,23.05911255
"217","intracellular protein transport,ER to Golgi vesicle-mediated transport,retrograde vesicle-mediated transport, Golgi to ER,membrane fusion,endoplasmic reticulum membrane organization,positive regulation of organelle assembly,positive regulation of ER to Golgi vesicle-mediated transport,regulation of Golgi organization;","Golgi membrane,endoplasmic reticulum,endoplasmic reticulum membrane,integral component of membrane,SNARE complex;","stx18","SNAP receptor activity,protein domain specific binding;","Syntaxin-18;Isoform 3 of Syntaxin-18","STX18_MOUSE",0.000267726,"Q8VDS8;Q8VDS8-3",3,2,3,4,4,4,4,4,5.859639168,17.83454514,17.33316422,18.16025352
"218","actin filament-based process,muscle fiber development;","cytoplasm,cytosol,plasma membrane,focal adhesion,actin cytoskeleton,sarcoplasm,Z disc,sarcolemma;","flnc","actin binding,cytoskeletal protein binding,ankyrin binding,actin filament binding;","Filamin-C;Isoform 2 of Filamin-C","FLNC_MOUSE",7.92e-24,"Q8VHX6;Q8VHX6-2",4,6,7,6,7,7,7,7,30.5867691,106.7179794,80.12176514,84.50007629
"219","biological_process","cellular_component","irgq","molecular_function,GTP binding","Immunity-related GTPase family Q protein","IRGQ_MOUSE",0.000734842,"Q8VIM9",0,2,2,2,2,2,2,2,10.0315094,2,6.269594193,11.41255569
"220","intracellular protein transport,vesicle docking involved in exocytosis,autophagy,endosome organization,lysosome organization,endosome to lysosome transport,regulation of protein stability,endosomal vesicle fusion,regulation of SNARE complex assembly,toxin transport,regulation of organelle assembly,positive regulation of cellular protein catabolic process,positive regulation of protein targeting to mitochondrion,positive regulation of early endosome to late endosome transport","lysosome,lysosomal membrane,endosome,early endosome,late endosome,autophagosome,actin filament,clathrin-coated vesicle,endocytic vesicle,HOPS complex,late endosome membrane,CORVET complex,AP-3 adaptor complex","vps11","nucleotide binding,protein binding,protein domain specific binding,syntaxin binding,protein binding, bridging,metal ion binding","Vacuolar protein sorting-associated protein 11 homolog","VPS11_MOUSE",0.003372128,"Q91W86",2,1,2,1,3,3,3,3,10.15079117,24.65583992,15.03979397,12.52707005
"221","rRNA processing","nucleolus,box C/D snoRNP complex,small-subunit processome","rrp9","RNA binding,snoRNA binding,U3 snoRNA binding","U3 small nucleolar RNA-interacting protein 2","U3IP2_MOUSE",1.96e-05,"Q91WM3",2,1,2,2,2,2,2,2,10.66782188,24.75751877,14.20813656,19.34581375
"222","nucleus organization,regulation of lipid metabolic process","extracellular space,Golgi apparatus,integral component of membrane,extracellular exosome","golm1","molecular_function","Golgi membrane protein 1","GOLM1_MOUSE",0.000160997,"Q91XA2",2,0,2,2,2,2,2,2,2.838499069,4.923487663,5.845552444,2
"223","defense response to protozoan,adhesion of symbiont to host,defense response to Gram-positive bacterium,cellular response to interferon-gamma","symbiont-containing vacuole membrane,cytoplasmic vesicle","gbp7","molecular_function,GTPase activity,GTP binding","Gbp6 protein","Q91Z40_MOUSE",1.09e-06,"Q91Z40",2,2,3,3,4,4,4,4,30.48552895,10.53161526,24.20902061,32.0006752
"224","hematopoietic progenitor cell differentiation;","cytoplasm,synaptic vesicle;","wdr7","molecular_function;","WD repeat-containing protein 7;Isoform 2 of WD repeat-containing protein 7","WDR7_MOUSE",0.000169252,"Q920I9;Q920I9-2",2,1,2,3,3,3,3,3,18.58361626,34.69438934,25.62807083,20.19619751
"225","","nucleus,cytoplasm,mitochondrion,intermediate filament,plasma membrane,membrane,keratin filament,extracellular exosome","krt5","structural molecule activity,protein binding,scaffold protein binding","Keratin, type II cytoskeletal 5","K2C5_MOUSE",9.84e-11,"Q922U2",3,3,3,3,3,3,3,3,145.7622528,1043.716675,453.5383911,312.1322021
"226","","","clns1a","","Chloride channel, nucleotide-sensitive, 1A","Q923F1_MOUSE",0.001003193,"Q923F1",2,1,1,1,2,2,2,2,4.680620193,11.49880981,6.281989098,5.578131199
"227","autophagosome assembly,mitophagy,blood vessel remodeling,regulation of cytokine secretion involved in immune response,autophagy,apoptotic process,cellular response to nitrogen starvation,cellular response to starvation,response to fungus,macroautophagy,cellular homeostasis,antigen processing and presentation of endogenous antigen,negative regulation of protein ubiquitination,negative regulation of type I interferon production,aggrephagy,negative stranded viral RNA replication,vasodilation,response to drug,negative regulation of apoptotic process,post-translational protein modification,nucleophagy,negative thymic T cell selection,innate immune response,otolith development,negative regulation of phagocytosis,regulation of release of sequestered calcium ion into cytosol,ventricular cardiac muscle cell development,heart contraction,negative regulation of cell death,protein lipidation involved in autophagosome assembly,positive regulation of mucus secretion,cellular response to nitrosative stress,autophagy of host cells involved in interaction with symbiont,regulation of cilium assembly,regulation of reactive oxygen species metabolic process,negative regulation of reactive oxygen species metabolic process,negative regulation of histone H4-K16 acetylation","cytoplasm,autophagosome,cytosol,axoneme,membrane,pre-autophagosomal structure membrane,Atg12-Atg5-Atg16 complex,ER-mitochondrion membrane contact site","atg5","protein binding,Atg8 ligase activity","Autophagy protein 5","ATG5_MOUSE",0.000747752,"Q99J83",2,2,2,2,2,2,2,2,3.655266047,6.675585747,7.950763702,4.806331158
"228","G-protein coupled glutamate receptor signaling pathway;","cytosol,postsynaptic density,cell junction,basal part of cell,postsynaptic membrane;","homer3","protein binding,protein C-terminus binding,protein domain specific binding,G-protein coupled glutamate receptor binding,identical protein binding;","Homer protein homolog 3;Isoform 2 of Homer protein homolog 3","HOME3_MOUSE",0.000214056,"Q99JP6;Q99JP6-2",1,1,2,1,2,2,2,2,10.99932384,18.18085289,12.52468586,16.07868576
"229","negative regulation of epidermal growth factor-activated receptor activity,stress-activated protein kinase signaling cascade,negative regulation of protein autophosphorylation,negative regulation of interleukin-1 beta production,cellular response to insulin stimulus,negative regulation of collagen biosynthetic process,cellular response to platelet-derived growth factor stimulus,negative regulation of epidermal growth factor receptor signaling pathway,negative regulation of tumor necrosis factor biosynthetic process,skin morphogenesis,regulation of keratinocyte differentiation,lung alveolus development,negative regulation of peptidyl-tyrosine phosphorylation,lung vasculature development,lung epithelium development,regulation of type B pancreatic cell proliferation,negative regulation of ERK1 and ERK2 cascade,cellular response to epidermal growth factor stimulus,cellular hyperosmotic response,cellular response to dexamethasone stimulus,negative regulation of cardiac muscle hypertrophy in response to stress","nucleus,cytoplasm,cytosol,extrinsic component of cytoplasmic side of plasma membrane","errfi1","protein binding,SH3 domain binding,protein kinase binding,small GTPase binding","ERBB receptor feedback inhibitor 1","ERRFI_MOUSE",7.99e-07,"Q99JZ7",2,0,2,2,2,2,2,2,10.86468601,3.07746315,10.56505394,9.098357201
"230","mRNA cleavage,mRNA processing,RNA 3'-end processing","nucleus,nucleoplasm","cstf3","RNA binding,mRNA binding","Cleavage stimulation factor subunit 3","CSTF3_MOUSE",3.04e-11,"Q99LI7",2,0,1,2,2,2,2,2,6.256930351,8.130764961,15.96859837,9.738915443
"231","regulation of cyclin-dependent protein serine/threonine kinase activity,negative regulation of protein phosphorylation,mitotic G2 DNA damage checkpoint,regulation of mitotic cell cycle,cell proliferation,regulation of phosphatase activity,apoptotic nuclear changes,endoplasmic reticulum unfolded protein response,positive regulation of protein ubiquitination,negative regulation of NF-kappaB transcription factor activity,negative regulation of MAP kinase activity,negative regulation of protein kinase activity by regulation of protein phosphorylation,mitotic G2/M transition checkpoint,positive regulation of transcription from RNA polymerase II promoter,protein ufmylation,negative regulation of protein serine/threonine kinase activity,positive regulation of protein localization to nucleus,positive regulation of signal transduction by p53 class mediator,negative regulation of cellular protein catabolic process,positive regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process","cellular_component,nucleus,nucleolus,cytoplasm,centrosome,cytosol,endomembrane system,membrane,protein complex,microtubule","cdk5rap3","protein binding,protein kinase binding,cyclin binding,ubiquitin-like protein ligase binding,mitogen-activated protein kinase binding,NF-kappaB binding,MDM2/MDM4 family protein binding","CDK5 regulatory subunit-associated protein 3","CK5P3_MOUSE",1.16e-06,"Q99LM2",1,1,1,2,2,2,2,2,28.46614075,37.35686493,14.92746544,39.30202103
"232","nuclear-transcribed mRNA catabolic process, nonsense-mediated decay,regulation of alternative mRNA splicing, via spliceosome,mRNA processing,RNA splicing,positive regulation of apoptotic process,negative regulation of mRNA splicing, via spliceosome;","nucleus,nucleoplasm,cytoplasm,nuclear speck,ASAP complex;","rnps1","mRNA 3'-UTR binding;","RNA-binding protein with serine-rich domain 1;Isoform 2 of RNA-binding protein with serine-rich domain 1","RNPS1_MOUSE",6.75e-05,"Q99M28;Q99M28-2",2,2,2,1,2,2,2,2,29.46626663,13.55752373,27.08175468,33.58145142
"233","cell-matrix adhesion,biological_process","extracellular space,lysosome,extracellular exosome","epdr1","molecular_function,calcium ion binding","Mammalian ependymin-related protein 1","EPDR1_MOUSE",1.73e-08,"Q99M71",3,3,3,3,3,3,3,3,35.53784943,141.3743286,61.21770859,49.85871506
"234","negative regulation of protein kinase activity,cytokine-mediated signaling pathway,bone mineralization,negative regulation of transforming growth factor beta receptor signaling pathway,negative regulation of JAK-STAT cascade,negative regulation of tooth mineralization","proteinaceous extracellular matrix,cytoplasm,extracellular matrix","aspn","protein kinase inhibitor activity,calcium ion binding,protein binding,collagen binding","Asporin","ASPN_MOUSE",1.17e-25,"Q99MQ4",1,2,2,2,2,2,2,2,2,8.101542473,8.151062012,13.94087887
"235","double-strand break repair via homologous recombination,DNA replication,base-excision repair,nucleotide-excision repair,mismatch repair,regulation of mitotic cell cycle,regulation of cell proliferation","nucleoplasm,DNA replication factor A complex","rpa3","damaged DNA binding,single-stranded DNA binding","Replication protein A 14 kDa subunit","RFA3_MOUSE",4.85e-11,"Q9CQ71",4,2,3,3,4,4,4,4,56.02908707,55.57486725,68.33843994,50.00589752
"236","digestion,lipid catabolic process,response to food,positive regulation of catalytic activity","extracellular exosome","clps","enzyme activator activity","Colipase","COL_MOUSE",1.15e-13,"Q9CQC2",2,2,2,1,2,2,2,2,184.7250214,35.63171005,18.50802231,20.48857117
"237","G-protein coupled acetylcholine receptor signaling pathway,negative regulation of signal transduction,positive regulation of GTPase activity","nucleus,cytoplasm,cytosol,plasma membrane,neuronal cell body,dendritic spine,axon terminus","rgs10","G-protein alpha-subunit binding,GTPase activator activity,protein binding","Regulator of G-protein signaling 10","RGS10_MOUSE",0.003953172,"Q9CQE5",1,1,2,2,2,2,2,2,4.743157864,18.15160751,5.222483158,7.461550236
"238","regulation of alternative mRNA splicing, via spliceosome,meiotic cell cycle","nucleus,nucleoplasm","rbm7","RNA binding,single-stranded RNA binding","RNA-binding protein 7","RBM7_MOUSE",0.00036885,"Q9CQT2",2,2,2,1,2,2,2,2,13.14296532,7.867836952,10.64892292,7.36050272
"239","","","mfap1","","Microfibrillar-associated protein 1","MFAP1_MOUSE",0.002765087,"Q9CQU1",1,2,2,1,2,2,2,2,6.457354546,7.818969727,14.29081154,8.984312057
